Datum von;Datum bis;Biomasse [MW] Originalauflösungen;Wasserkraft [MW] Originalauflösungen;Wind Offshore [MW] Originalauflösungen;Wind Onshore [MW] Originalauflösungen;Photovoltaik [MW] Originalauflösungen;Sonstige Erneuerbare [MW] Originalauflösungen;Kernenergie [MW] Originalauflösungen;Braunkohle [MW] Originalauflösungen;Steinkohle [MW] Originalauflösungen;Erdgas [MW] Originalauflösungen;Pumpspeicher [MW] Originalauflösungen;Sonstige Konventionelle [MW] Originalauflösungen
01.01.2019;01.01.2020;7.720,00;5.281,00;7.528,00;53.193,00;49.096,00;487,00;9.516,00;21.205,00;25.293,00;31.664,00;9.422,00;7.277,00
