Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Anzahl Autos,Strombedarf (kWh)
00:00:00,0.24882290171803,0.007182655579621629,15083.57671720542,96534.8909901147
00:15:00,0.216914009139872,0.0062615563410323444,13149.268316167923,84155.31722347472
00:30:00,0.183493602835381,0.005296824935045449,11123.332363595444,71189.32712701084
00:45:00,0.151383800699694,0.004369926133214915,9176.844879751323,58731.80723040847
01:00:00,0.119929300648408,0.003461943633462533,7270.081630271319,46528.52243373645
01:15:00,0.104202050622765,0.003007952383586342,6316.700005531318,40426.88003540044
01:30:00,0.0897854047659267,0.0025917937378665324,5442.766849519718,34833.707836926194
01:45:00,0.0753687589090876,0.0021756350921467,4568.83369350807,29240.53563845165
02:00:00,0.0583309047146411,0.0016838112381141618,3536.0036000397395,22630.423040254333
02:15:00,0.055709696377034,0.001608146029801465,3377.1066625830767,21613.482640531693
02:30:00,0.0524331859550253,0.0015135645194105994,3178.485490762259,20342.30714087846
02:45:00,0.0498119776174181,0.0014378993110979001,3019.5885533055903,19325.36674115578
03:00:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
03:15:00,0.0491566755330163,0.001418983009019725,2979.8643189414224,19071.131641225104
03:30:00,0.0491566755330163,0.001418983009019725,2979.8643189414224,19071.131641225104
03:45:00,0.0491566755330163,0.001418983009019725,2979.8643189414224,19071.131641225104
04:00:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
04:15:00,0.0478460713642128,0.0013811504048633783,2900.4158502130945,18562.661441363805
04:30:00,0.0478460713642128,0.0013811504048633783,2900.4158502130945,18562.661441363805
04:45:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
05:00:00,0.047190769279811,0.0013622341027852035,2860.691615848927,18308.426341433133
05:15:00,0.047190769279811,0.0013622341027852035,2860.691615848927,18308.426341433133
05:30:00,0.047190769279811,0.0013622341027852035,2860.691615848927,18308.426341433133
05:45:00,0.047190769279811,0.0013622341027852035,2860.691615848927,18308.426341433133
06:00:00,0.0478460713642128,0.0013811504048633783,2900.4158502130945,18562.661441363805
06:15:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
06:30:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
06:45:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
07:00:00,0.0485013734486146,0.001400066706941553,2940.1400845772614,18816.896541294474
07:15:00,0.0491566755330163,0.001418983009019725,2979.8643189414224,19071.131641225104
07:30:00,0.0524331859550253,0.0015135645194105994,3178.485490762259,20342.30714087846
07:45:00,0.055709696377034,0.001608146029801465,3377.1066625830767,21613.482640531693
08:00:00,0.0570203005458376,0.0016459786339578148,3456.555131311411,22121.95284039303
08:15:00,0.064883925558659,0.0018729742588959077,3933.245943681406,25172.774039561
08:30:00,0.0714369464026769,0.0020621372796776533,4330.488287323072,27715.12503886766
08:45:00,0.0793005714154984,0.0022891329046157488,4807.179099693072,30765.946238035664
09:00:00,0.0878194985127214,0.002535044831632011,5323.594146427223,34071.00253713423
09:15:00,0.0969937276943464,0.002799873060726453,5879.733427525552,37630.29393616353
09:30:00,0.106823258960373,0.0030836175918990644,6475.596942988035,41443.82043512343
09:45:00,0.116652790226399,0.003367362123071659,7071.460458450483,45257.34693408309
10:00:00,0.128448227745631,0.003707855560478795,7786.496677005469,49833.578732835005
10:15:00,0.144175477771274,0.0041618468103549865,8739.878301745472,55935.22113117102
10:30:00,0.162523936134524,0.004691503268543871,9852.15686394213,63053.80392922963
10:45:00,0.178906488244569,0.005164410820498243,10845.26272304631,69409.68142749638
11:00:00,0.197254946607818,0.005694067278687098,11957.541285242907,76528.26422555461
11:15:00,0.20905038412705,0.006034560716094234,12672.577503797891,81104.49602430651
11:30:00,0.22346702998389,0.006450719361814093,13546.510659809595,86697.66822278142
11:45:00,0.235917769587523,0.006810129101299381,14301.2711127287,91528.13512146368
12:00:00,0.24574730085355,0.007093873632472004,14897.134628191208,95341.66162042374
12:15:00,0.2640957592168,0.007623530090660889,16009.413190387868,102460.24441848235
12:30:00,0.281133613411246,0.008115353944693413,17042.243283856165,109070.35701667947
12:45:00,0.298826769690094,0.008626094100804116,18114.797611688642,115934.70471480732
13:00:00,0.316519925968942,0.009136834256914821,19187.351939521122,122799.05241293518
13:15:00,0.332902478078987,0.009609741808869192,20180.457798625303,129154.92991120194
13:30:00,0.351906238526639,0.010158314569136257,21332.46059518614,136527.74780919132
13:45:00,0.370254696889888,0.010687971027325114,22444.739157382737,143646.33060724952
14:00:00,0.387292551084335,0.011179794881357667,23477.569250851102,150256.44320544705
14:15:00,0.416781144882415,0.012031028474875508,25265.159797238568,161697.02270232685
14:30:00,0.4482356449337,0.01293901097462786,27171.923046718508,173900.30749899847
14:45:00,0.481000749153789,0.013884826078536574,29158.134764926806,186612.06249553157
15:00:00,0.513765853373878,0.01483064118244529,31144.34648313511,199323.8174920647
15:15:00,0.566190020126021,0.016343945348699252,34322.28523226843,219662.62548651794
15:30:00,0.627133113975386,0.018103161441969443,38016.63902813583,243306.48978006933
15:45:00,0.685454999487145,0.01978671232692697,41552.09588654664,265933.4136738985
16:00:00,0.744432187083305,0.021489179513962654,45127.27697932158,288814.5726676581
16:15:00,0.792269239244635,0.02287006956566938,48027.1460879057,307373.7349625965
16:30:00,0.84207219765917,0.024307708523610614,51046.18789958229,326695.60255732667
16:45:00,0.893185760242509,0.025783180085708214,54144.67817998725,346525.9403519184
17:00:00,0.941022812403839,0.027164070137414943,57044.54728857138,365085.10264685686
17:15:00,0.958715968682687,0.027674810293525646,58117.10161640386,371949.4503449847
17:30:00,0.970511406201919,0.02801530373093278,58832.13783495884,376525.68214373663
17:45:00,0.984272749974357,0.028412546074574458,59666.34675660636,381864.6192422807
18:00:00,0.994757583324785,0.028715206907825235,60301.934506433,385932.3808411712
18:15:00,0.983617447889955,0.02839362977249628,59626.622522242185,381610.38414235
18:30:00,0.970511406201919,0.02801530373093278,58832.13783495884,376525.68214373663
18:45:00,0.95609476034508,0.02759914508521295,57958.20467894719,370932.50994526205
19:00:00,0.939056906150634,0.027107321231180426,56925.374585478894,364322.3973470649
19:15:00,0.897772874833322,0.02591559420025545,54422.747820536446,348305.5860514333
19:30:00,0.854522937262804,0.024667118263095936,51800.948352501466,331526.0694560094
