Tageszeit;-17;-16;-15;-14;-13;-12;-11;-10;-9;-8;-7;-6;-5;-4;-3;-2;-1;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
17:30:00;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
17:45:00;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
18:00:00;1,0670;1,0671;1,0616;1,0543;1,0451;1,0341;1,0213;1,0066;0,9902;0,9720;0,9445;0,9303;0,9070;0,8819;0,8580;0,8321;0,8043;0,7777;0,7460;0,7124;0,6559;0,6013;0,5473;0,4947;0,4434;0,3934;0,3446;0,2972;0,2510;0,2061;0,1624;0,1208;0,0794;0,0383;0,0046
18:15:00;1,0744;1,0745;1,0690;1,0617;1,0524;1,0413;1,0284;1,0136;0,9971;0,9788;0,9511;0,9368;0,9133;0,8881;0,8640;0,8379;0,8099;0,7831;0,7512;0,7174;0,6604;0,6055;0,5511;0,4982;0,4465;0,3961;0,3471;0,2993;0,2528;0,2075;0,1636;0,1217;0,0799;0,0386;0,0047
18:30:00;1,0833;1,0834;1,0779;1,0705;1,0611;1,0499;1,0369;1,0220;1,0053;0,9869;0,9589;0,9446;0,9209;0,8954;0,8711;0,8449;0,8166;0,7896;0,7574;0,7233;0,6659;0,6105;0,5557;0,5023;0,4502;0,3994;0,3499;0,3018;0,2549;0,2093;0,1649;0,1227;0,0806;0,0389;0,0047
18:45:00;1,0961;1,0962;1,0906;1,0831;1,0736;1,0623;1,0491;1,0341;1,0172;0,9985;0,9702;0,9557;0,9317;0,9060;0,8814;0,8548;0,8263;0,7989;0,7663;0,7319;0,6738;0,6177;0,5622;0,5082;0,4555;0,4041;0,3541;0,3053;0,2579;0,2117;0,1669;0,1241;0,0815;0,0394;0,0048
19:00:00;1,1035;1,1035;1,0979;1,0904;1,0809;1,0695;1,0562;1,0410;1,0240;1,0052;0,9768;0,9622;0,9380;0,9120;0,8873;0,8606;0,8318;0,8043;0,7715;0,7368;0,6783;0,6218;0,5660;0,5116;0,4585;0,4068;0,3564;0,3074;0,2596;0,2131;0,1680;0,1249;0,0821;0,0396;0,0048
19:15:00;1,1118;1,1119;1,1062;1,0986;1,0890;1,0775;1,0641;1,0489;1,0317;1,0128;0,9841;0,9694;0,9450;0,9189;0,8940;0,8670;0,8381;0,8103;0,7773;0,7423;0,6834;0,6265;0,5703;0,5155;0,4620;0,4099;0,3591;0,3097;0,2616;0,2148;0,1692;0,1259;0,0827;0,0399;0,0048
19:30:00;1,1201;1,1201;1,1144;1,1067;1,0971;1,0855;1,0720;1,0567;1,0394;1,0203;0,9914;0,9766;0,9521;0,9258;0,9007;0,8735;0,8443;0,8164;0,7831;0,7479;0,6885;0,6312;0,5745;0,5193;0,4654;0,4129;0,3618;0,3120;0,2635;0,2164;0,1705;0,1268;0,0833;0,0402;0,0049
19:45:00;1,1226;1,1227;1,1170;1,1093;1,0996;1,0880;1,0745;1,0591;1,0418;1,0227;0,9937;0,9789;0,9543;0,9279;0,9027;0,8755;0,8463;0,8183;0,7849;0,7496;0,6901;0,6326;0,5759;0,5205;0,4665;0,4139;0,3626;0,3127;0,2641;0,2169;0,1709;0,1271;0,0835;0,0403;0,0049
20:00:00;1,1277;1,1277;1,1220;1,1143;1,1045;1,0929;1,0793;1,0638;1,0465;1,0272;0,9982;0,9832;0,9585;0,9320;0,9068;0,8794;0,8501;0,8219;0,7884;0,7529;0,6931;0,6354;0,5784;0,5228;0,4686;0,4157;0,3642;0,3141;0,2653;0,2178;0,1717;0,1277;0,0839;0,0405;0,0049
20:15:00;1,1393;1,1394;1,1336;1,1258;1,1160;1,1042;1,0905;1,0748;1,0573;1,0378;1,0085;0,9934;0,9684;0,9417;0,9161;0,8885;0,8588;0,8304;0,7966;0,7607;0,7003;0,6420;0,5844;0,5282;0,4734;0,4200;0,3680;0,3173;0,2680;0,2201;0,1734;0,1290;0,0847;0,0409;0,0050
20:30:00;1,1513;1,1514;1,1456;1,1377;1,1277;1,1158;1,1020;1,0862;1,0684;1,0488;1,0191;1,0039;0,9787;0,9516;0,9258;0,8979;0,8679;0,8392;0,8050;0,7687;0,7077;0,6488;0,5906;0,5338;0,4784;0,4245;0,3719;0,3207;0,2709;0,2224;0,1753;0,1304;0,0856;0,0413;0,0050
20:45:00;1,1543;1,1544;1,1485;1,1406;1,1306;1,1187;1,1048;1,0890;1,0712;1,0515;1,0217;1,0065;0,9812;0,9541;0,9282;0,9002;0,8701;0,8413;0,8070;0,7707;0,7095;0,6504;0,5921;0,5352;0,4797;0,4256;0,3728;0,3215;0,2716;0,2230;0,1757;0,1307;0,0858;0,0414;0,0050
21:00:00;1,1576;1,1576;1,1517;1,1438;1,1338;1,1219;1,1079;1,0920;1,0742;1,0545;1,0246;1,0093;0,9840;0,9568;0,9308;0,9027;0,8726;0,8437;0,8093;0,7729;0,7115;0,6523;0,5938;0,5367;0,4810;0,4268;0,3739;0,3224;0,2723;0,2236;0,1762;0,1311;0,0861;0,0416;0,0050
21:15:00;1,1589;1,1590;1,1531;1,1451;1,1352;1,1232;1,1092;1,0933;1,0755;1,0557;1,0258;1,0105;0,9851;0,9579;0,9319;0,9038;0,8736;0,8447;0,8102;0,7738;0,7124;0,6530;0,5945;0,5373;0,4816;0,4273;0,3743;0,3228;0,2726;0,2239;0,1764;0,1312;0,0862;0,0416;0,0050
21:30:00;1,1645;1,1646;1,1586;1,1507;1,1406;1,1286;1,1146;1,0986;1,0806;1,0608;1,0308;1,0154;0,9898;0,9625;0,9364;0,9082;0,8778;0,8488;0,8142;0,7775;0,7158;0,6562;0,5973;0,5399;0,4839;0,4293;0,3761;0,3244;0,2740;0,2249;0,1773;0,1319;0,0866;0,0418;0,0051
21:45:00;1,1702;1,1702;1,1643;1,1562;1,1462;1,1341;1,1200;1,1039;1,0859;1,0659;1,0358;1,0203;0,9947;0,9672;0,9409;0,9126;0,8821;0,8529;0,8181;0,7813;0,7193;0,6594;0,6002;0,5425;0,4863;0,4314;0,3780;0,3259;0,2753;0,2260;0,1781;0,1325;0,0870;0,0420;0,0051
22:00:00;1,5346;1,5347;1,5269;1,5164;1,5031;1,4873;1,4688;1,4477;1,4241;1,3979;1,3584;1,3381;1,3044;1,2684;1,2340;1,1968;1,1568;1,1185;1,0729;1,0246;0,9433;0,8647;0,7872;0,7115;0,6377;0,5658;0,4957;0,4274;0,3610;0,2964;0,2336;0,1738;0,1141;0,0551;0,0067
22:15:00;1,5353;1,5354;1,5276;1,5171;1,5039;1,4880;1,4695;1,4484;1,4248;1,3986;1,3590;1,3387;1,3051;1,2690;1,2346;1,1974;1,1574;1,1191;1,0734;1,0251;0,9437;0,8652;0,7875;0,7118;0,6380;0,5660;0,4959;0,4277;0,3612;0,2966;0,2337;0,1738;0,1142;0,0551;0,0067
22:30:00;1,5283;1,5284;1,5206;1,5102;1,4970;1,4812;1,4628;1,4418;1,4183;1,3922;1,3528;1,3326;1,2991;1,2632;1,2289;1,1919;1,1521;1,1139;1,0685;1,0204;0,9394;0,8612;0,7840;0,7086;0,6351;0,5634;0,4937;0,4257;0,3596;0,2952;0,2327;0,1731;0,1137;0,0549;0,0066
22:45:00;1,5202;1,5203;1,5125;1,5021;1,4890;1,4733;1,4550;1,4341;1,4107;1,3848;1,3456;1,3255;1,2922;1,2565;1,2224;1,1855;1,1459;1,1080;1,0628;1,0150;0,9344;0,8566;0,7798;0,7048;0,6317;0,5604;0,4910;0,4234;0,3576;0,2936;0,2314;0,1721;0,1131;0,0546;0,0066
23:00:00;1,5052;1,5054;1,4977;1,4874;1,4744;1,4588;1,4407;1,4201;1,3969;1,3712;1,3324;1,3125;1,2795;1,2441;1,2104;1,1739;1,1347;1,0971;1,0524;1,0050;0,9252;0,8482;0,7721;0,6979;0,6255;0,5549;0,4862;0,4193;0,3541;0,2908;0,2291;0,1704;0,1119;0,0540;0,0065
23:15:00;1,5072;1,5073;1,4997;1,4893;1,4763;1,4608;1,4426;1,4219;1,3987;1,3730;1,3341;1,3142;1,2812;1,2458;1,2120;1,1754;1,1362;1,0986;1,0538;1,0064;0,9265;0,8493;0,7731;0,6988;0,6263;0,5557;0,4868;0,4198;0,3546;0,2911;0,2294;0,1707;0,1121;0,0541;0,0065
23:30:00;1,5043;1,5044;1,4967;1,4864;1,4735;1,4579;1,4398;1,4191;1,3960;1,3703;1,3315;1,3116;1,2787;1,2433;1,2096;1,1731;1,1340;1,0964;1,0517;1,0044;0,9247;0,8477;0,7716;0,6974;0,6251;0,5546;0,4859;0,4190;0,3539;0,2906;0,2290;0,1703;0,1119;0,0540;0,0065
23:45:00;1,4992;1,4993;1,4916;1,4813;1,4684;1,4529;1,4349;1,4143;1,3912;1,3656;1,3270;1,3072;1,2743;1,2391;1,2055;1,1691;1,1301;1,0927;1,0481;1,0010;0,9215;0,8448;0,7690;0,6951;0,6230;0,5527;0,4842;0,4176;0,3527;0,2896;0,2282;0,1697;0,1115;0,0538;0,0065
