Uhrzeit;Relativer Bedarf;Normierter Bedarf;Strombedarf (kWh)
00:00;0.485847461;0.007226518747495081;11099.932796152445
00:15;0.465164299;0.006918876390688614;10627.394136097711
00:30;0.444509239;0.006611652024395928;10155.497509472145
00:45;0.423895255;0.006305038624523569;9684.539327268203
01:00;0.403273905;0.005998315662409215;9213.412857460555
01:15;0.382366682;0.005687340611399202;8735.755179109174
01:30;0.361962191;0.005383843220590372;8269.583186826812
01:45;0.3410783;0.005073215210882313;7792.458563915233
02:00;0.321087396;0.004775869533212148;7335.735603013861
02:15;0.30198518;0.0044917422440449405;6899.316086853029
02:30;0.281211746;0.004182757177123181;6424.715024061206
02:45;0.26005366;0.0038680507776590227;5941.325994484259
03:00;0.224616449;0.0033409559789677953;5131.708383694534
03:15;0.196616318;0.0029244806696446944;4492.0023085742505
03:30;0.175763529;0.002614315272596218;4015.5882587077913
03:45;0.156567927;0.002328798955526375;3577.035195688512
04:00;0.155061889;0.0023063980731197055;3542.6274403118678
04:15;0.134327188;0.0019979891227224016;3068.911292501609
04:30;0.134241178;0.001996709805802246;3066.94626171225
04:45;0.113709822;0.0016913254188176742;2597.8758433039475
05:00;0.113575983;0.0016893346910269902;2594.818085417457
05:15;0.093034549;0.0013838004033806192;2125.517419592631
05:30;0.093794204;0.0013950995487704693;2142.872906911441
05:45;0.072360033;0.0010762866475983554;1653.1762907110742
06:00;0.068962188;0.0010257469359303295;1575.5472935889861
06:15;0.051685977;0.0007687797338784478;1180.845671237296
06:30;0.0516859;0.0007687785885767055;1180.8439120538196
06:45;0.0516859;0.0007687785885767055;1180.8439120538196
07:00;0.0516859;0.0007687785885767055;1180.8439120538196
07:15;0.0516859;0.0007687785885767055;1180.8439120538196
07:30;0.051686298;0.0007687845084480486;1180.8530049762028
07:45;0.041878947;0.0006229094930288271;956.7889812922785
08:00;0.051686264;0.0007687840027303963;1180.8522281938888
08:15;0.05172266;0.0007693253586032714;1181.683750814625
08:30;0.072343495;0.001076040660582595;1652.7984546548662
08:45;0.093213416;0.0013864608798317007;2129.6039114214923
09:00;0.135176958;0.002010628643001914;3088.32559565094
09:15;0.175731615;0.0026138405822091716;4014.859134273288
09:30;0.216034462;0.003213307087238259;4935.639685997966
09:45;0.279404621;0.004155877912045439;6383.4284729017945
10:00;0.341372159;0.005077586083930099;7799.172224916633
10:15;0.412356651;0.006133412867842045;9420.922165005382
10:30;0.493575584;0.007341467224590134;11276.493656970446
10:45;0.590331618;0.008780621176727945;13487.034127454126
11:00;0.70274437;0.010452653913326965;16055.27641087022
11:15;0.79909386;0.011885760910250408;18256.52875814463
11:30;0.891343551;0.01325788729759429;20364.114889104832
11:45;0.992501629;0.014762517466131017;22675.226827977243
12:00;1.094811542;0.016284280084437858;25012.65420969655
12:15;1.168760738;0.017384204019732823;26702.13737430962
12:30;1.226698511;0.018245973271157633;28025.814944498125
12:45;1.274501809;0.018957001848888728;29117.95483989309
13:00;1.312344134;0.01951987043010645;29982.520980643505
13:15;1.354095138;0.02014087689273514;30936.38690724118
13:30;1.374831509;0.02044931068279361;31410.14120877099
13:45;1.395511473;0.020756905472392652;31882.60680559512
14:00;1.395519302;0.02075702192131915;31882.785671146215
14:15;1.395519302;0.02075702192131915;31882.785671146215
14:30;1.395519302;0.02075702192131915;31882.785671146215
14:45;1.395512231;0.020756916746921494;31882.624123271416
15:00;1.374851306;0.020449605144333763;31410.59350169666
15:15;1.374844538;0.02044950447677283;31410.438876323067
15:30;1.354264182;0.02014339126140682;30940.248977520878
15:45;1.3541705;0.020141997830785796;30938.10866808698
16:00;1.337794183;0.019898415695825494;30563.96650878796
16:15;1.333496197;0.019834487243175887;30465.77240551816
16:30;1.333792377;0.019838892638890476;30472.53909333577
16:45;1.312821793;0.019526975153287062;29993.43383544893
17:00;1.303920797;0.01939458130618743;29790.076886303894
17:15;1.292201074;0.01922026157669738;29522.32178180718
17:30;1.271473953;0.01891196537158847;29048.77881075989
17:45;1.250740423;0.018603573838702078;28575.089416246392
18:00;1.230324833;0.018299911360827828;28108.663850231547
18:15;1.209399948;0.017988673604371425;27630.602656314513
18:30;1.188784745;0.01768204207303382;27159.61662417995
18:45;1.148328177;0.017080289114379768;26235.324079687325
19:00;1.147216457;0.017063753337069276;26209.92512573841
19:15;1.1267536;0.01675938780753981;25742.419672381147
19:30;1.12657836;0.016756781279263003;25738.416044947975
19:45;1.106079286;0.016451877056315362;25270.083158500398
20:00;1.106036142;0.01645123533036253;25269.097467436848
20:15;1.085417214;0.01614454839319389;24798.026331945817
20:30;1.06477385;0.015837497993773635;24326.396918436305
20:45;1.029867121;0.015318293610132266;23528.898985163163
21:00;1.003421448;0.014924939384649087;22924.706894821
21:15;0.961691662;0.014304248519583604;21971.325726080417
21:30;0.927564236;0.013796635526638991;21191.63216891749
21:45;0.898992312;0.013371655340444285;20538.862602922425
22:00;0.848795676;0.01262502813698302;19392.04321840592
22:15;0.796109297;0.011841368375136222;18188.341824209238
22:30;0.73413327;0.010919533937452989;16772.40412792779
22:45;0.67619623;0.010057775588705804;15448.743304252115
23:00;0.616084661;0.009163673189928745;14075.402019730554
23:15;0.589957614;0.008775058223055047;13478.489430612553
23:30;0.547757606;0.008147373253108395;12514.365316774494
23:45;0.527236472;0.00784214090864862;12045.528435684282
;;;
;;;
