Datum,Differenz in kWh,Kapazität in kWh,Laden/Einspeisen in kWh
2030-01-01 00:00:00,-4615.157996135413,4615.157996135413,4615.157996135413
2030-01-01 00:15:00,-4844.6611773460045,9459.819173481417,4844.6611773460045
2030-01-01 00:30:00,-5339.181328007351,14799.000501488768,5339.181328007351
2030-01-01 00:45:00,-4932.891156510219,19731.89165799899,4932.891156510219
2030-01-01 01:00:00,-5511.295955311301,25243.187613310292,5511.295955311301
2030-01-01 01:15:00,-5746.869460519376,30990.057073829666,5746.869460519376
2030-01-01 01:30:00,-5507.483358363212,36497.54043219288,5507.483358363212
2030-01-01 01:45:00,-5953.581944039312,42451.12237623219,5953.581944039312
2030-01-01 02:00:00,-5800.36389009871,48251.4862663309,5800.36389009871
2030-01-01 02:15:00,-6255.009606319027,54506.49587264993,6255.009606319027
2030-01-01 02:30:00,-5910.588269909213,60417.08414255914,5910.588269909213
2030-01-01 02:45:00,-6203.231564940757,66620.3157074999,6203.231564940757
2030-01-01 03:00:00,-5237.093823725207,71857.40953122512,5237.093823725207
2030-01-01 03:15:00,-5010.335980437074,76867.74551166219,5010.335980437074
2030-01-01 03:30:00,-4778.818762651845,81646.56427431403,4778.818762651845
2030-01-01 03:45:00,-4642.044065667866,86288.6083399819,4642.044065667866
2030-01-01 04:00:00,-4921.110092436866,91209.71843241877,4921.110092436866
2030-01-01 04:15:00,-4791.692909041421,96001.41134146019,4791.692909041421
2030-01-01 04:30:00,-4631.418139998435,100632.82948145863,4631.418139998435
2030-01-01 04:45:00,-4598.85982223789,105231.68930369652,4598.85982223789
2030-01-01 05:00:00,-5167.074417847767,110398.76372154428,5167.074417847767
2030-01-01 05:15:00,-4872.990336715084,115271.75405825936,4872.990336715084
2030-01-01 05:30:00,-4627.47487311264,119899.22893137201,4627.47487311264
2030-01-01 05:45:00,-4698.153140856464,124597.38207222847,4698.153140856464
2030-01-01 06:00:00,-5000.564030030417,129597.9461022589,5000.564030030417
2030-01-01 06:15:00,-4805.6459061890055,134403.59200844791,4805.6459061890055
2030-01-01 06:30:00,-4859.640101514866,139263.2321099628,4859.640101514866
2030-01-01 06:45:00,-4750.113982321727,144013.3460922845,4750.113982321727
2030-01-01 07:00:00,-5135.639502237691,149148.9855945222,5135.639502237691
2030-01-01 07:15:00,-4944.016948510274,154093.0025430325,4944.016948510274
2030-01-01 07:30:00,-4915.428741824102,159008.4312848566,4915.428741824102
2030-01-01 07:45:00,-4639.882436510841,163648.31372136745,4639.882436510841
2030-01-01 08:00:00,-4566.566599548218,168214.88032091566,4566.566599548218
2030-01-01 08:15:00,-4466.974546099567,172681.85486701524,4466.974546099567
2030-01-01 08:30:00,-4326.717032983677,177008.5718999989,4326.717032983677
2030-01-01 08:45:00,-4385.321344630083,181393.893244629,4385.321344630083
2030-01-01 09:00:00,-4511.969056726726,185905.86230135572,4511.969056726726
2030-01-01 09:15:00,-4672.022498841281,190577.884800197,4672.022498841281
2030-01-01 09:30:00,-4711.992619456636,195289.87741965364,4711.992619456636
2030-01-01 09:45:00,-4888.637417144442,200178.51483679807,4888.637417144442
2030-01-01 10:00:00,-5510.630148096485,205689.14498489455,5510.630148096485
2030-01-01 10:15:00,-5422.2452538655325,211111.39023876007,5422.2452538655325
2030-01-01 10:30:00,-5229.1318540429365,216340.522092803,5229.1318540429365
2030-01-01 10:45:00,-5068.377720284971,221408.89981308798,5068.377720284971
2030-01-01 11:00:00,-5059.613380367926,226468.5131934559,5059.613380367926
2030-01-01 11:15:00,-4991.146967214103,231459.66016067,4991.146967214103
2030-01-01 11:30:00,-5128.578428636707,236588.2385893067,5128.578428636707
2030-01-01 11:45:00,-5157.521843497965,241745.76043280467,5157.521843497965
2030-01-01 12:00:00,-4734.911945878775,246480.67237868346,4734.911945878775
2030-01-01 12:15:00,-4282.556342134161,250763.22872081763,4282.556342134161
2030-01-01 12:30:00,-4038.6735616690366,254801.90228248667,4038.6735616690366
2030-01-01 12:45:00,-4000.065182269831,258801.9674647565,4000.065182269831
2030-01-01 13:00:00,-3973.266519715902,262775.2339844724,3973.266519715902
2030-01-01 13:15:00,-3605.3165644320834,266380.55054890446,3605.3165644320834
2030-01-01 13:30:00,-2959.09428479875,269339.64483370323,2959.09428479875
2030-01-01 13:45:00,-2564.068467210047,271903.7133009133,2564.068467210047
2030-01-01 14:00:00,-3508.1871335566702,275411.90043447,3508.1871335566702
2030-01-01 14:15:00,-3260.883047095842,278672.7834815658,3260.883047095842
2030-01-01 14:30:00,-2318.371363388964,280991.1548449548,2318.371363388964
2030-01-01 14:45:00,-2098.063689918825,283089.2185348736,2098.063689918825
2030-01-01 15:00:00,-2251.2591111072707,285340.4776459809,2251.2591111072707
2030-01-01 15:15:00,-2238.5725839656734,287579.05022994656,2238.5725839656734
2030-01-01 15:30:00,-1668.8101763546601,289247.8604063012,1668.8101763546601
2030-01-01 15:45:00,-1064.6185511266413,290312.47895742784,1064.6185511266413
2030-01-01 16:00:00,-239.34296599578738,290551.8219234236,239.34296599578738
2030-01-01 16:15:00,406.46787306873193,290145.35405035486,-406.46787306873193
2030-01-01 16:30:00,931.9410433120465,289213.41300704284,-931.9410433120465
2030-01-01 16:45:00,1533.157666064164,287680.2553409787,-1533.157666064164
2030-01-01 17:00:00,2191.2352563923087,285489.02008458634,-2191.2352563923087
2030-01-01 17:15:00,2392.456339686396,283096.56374489993,-2392.456339686396
2030-01-01 17:30:00,2549.5391075286316,280547.0246373713,-2549.5391075286316
2030-01-01 17:45:00,2607.6708670208955,277939.3537703504,-2607.6708670208955
2030-01-01 18:00:00,2768.156898462292,275171.1968718881,-2768.156898462292
2030-01-01 18:15:00,2854.511364861364,272316.68550702673,-2854.511364861364
2030-01-01 18:30:00,2783.0698288918084,269533.6156781349,-2783.0698288918084
2030-01-01 18:45:00,2760.10223329003,266773.51344484487,-2760.10223329003
2030-01-01 19:00:00,2881.0222702902356,263892.4911745546,-2881.0222702902356
2030-01-01 19:15:00,2635.0928439305007,261257.39833062413,-2635.0928439305007
2030-01-01 19:30:00,2512.7163077676614,258744.68202285646,-2512.7163077676614
2030-01-01 19:45:00,2363.7601034134077,256380.92191944306,-2363.7601034134077
2030-01-01 20:00:00,2126.553791101027,254254.36812834203,-2126.553791101027
2030-01-01 20:15:00,1839.3394288310064,252415.02869951102,-1839.3394288310064
2030-01-01 20:30:00,1534.0721874067076,250880.9565121043,-1534.0721874067076
2030-01-01 20:45:00,1095.7312270517868,249785.22528505253,-1095.7312270517868
2030-01-01 21:00:00,799.8362491240241,248985.3890359285,-799.8362491240241
2030-01-01 21:15:00,881.929400310506,248103.459635618,-881.929400310506
2030-01-01 21:30:00,1025.5393896497699,247077.9202459682,-1025.5393896497699
2030-01-01 21:45:00,1144.6885633629481,245933.23168260526,-1144.6885633629481
2030-01-01 22:00:00,1575.9302105672414,244357.301472038,-1575.9302105672414
2030-01-01 22:15:00,1643.0792390066108,242714.22223303138,-1643.0792390066108
2030-01-01 22:30:00,1622.9948205088567,241091.22741252254,-1622.9948205088567
2030-01-01 22:45:00,1435.813979673052,239655.41343284948,-1435.813979673052
2030-01-01 23:00:00,1260.2026353605797,238395.2107974889,-1260.2026353605797
2030-01-01 23:15:00,902.4958456162494,237492.71495187265,-902.4958456162494
2030-01-01 23:30:00,565.452467728066,236927.2624841446,-565.452467728066
2030-01-01 23:45:00,439.8747779532805,236487.3877061913,-439.8747779532805
2030-01-02 00:00:00,475.42704628364663,236011.96065990767,-475.42704628364663
2030-01-02 00:15:00,538.0950842701714,235473.8655756375,-538.0950842701714
2030-01-02 00:30:00,524.6956289092413,234949.16994672825,-524.6956289092413
2030-01-02 00:45:00,524.0820870924854,234425.08785963577,-524.0820870924854
2030-01-02 01:00:00,302.96702182942136,234122.12083780635,-302.96702182942136
2030-01-02 01:15:00,46.0521392887822,234076.06869851757,-46.0521392887822
2030-01-02 01:30:00,124.85629603650341,233951.21240248106,-124.85629603650341
2030-01-02 01:45:00,292.61663218992726,233658.59577029114,-292.61663218992726
2030-01-02 02:00:00,-313.9373701209897,233972.53314041212,313.9373701209897
2030-01-02 02:15:00,-862.3779394015546,234834.91107981367,862.3779394015546
2030-01-02 02:30:00,-877.7032498826084,235712.61432969628,877.7032498826084
2030-01-02 02:45:00,-852.6997941367099,236565.314123833,852.6997941367099
2030-01-02 03:00:00,-965.6596863408031,237530.9738101738,965.6596863408031
2030-01-02 03:15:00,-1246.008460769055,238776.98227094286,1246.008460769055
2030-01-02 03:30:00,-1415.4479520396872,240192.43022298254,1415.4479520396872
2030-01-02 03:45:00,-1498.3851674094567,241690.815390392,1498.3851674094567
2030-01-02 04:00:00,-1775.005232219035,243465.82062261103,1775.005232219035
2030-01-02 04:15:00,-1804.732096362337,245270.55271897337,1804.732096362337
2030-01-02 04:30:00,-1781.0017859588552,247051.55450493222,1781.0017859588552
2030-01-02 04:45:00,-1933.0460104631984,248984.60051539543,1933.0460104631984
2030-01-02 05:00:00,-1632.3498653223705,250616.9503807178,1632.3498653223705
2030-01-02 05:15:00,-1518.2358765031313,252135.18625722095,1518.2358765031313
2030-01-02 05:30:00,-1462.000273169915,253597.18653039087,1462.000273169915
2030-01-02 05:45:00,-1345.5642226464424,254942.7507530373,1345.5642226464424
2030-01-02 06:00:00,-992.4584065977251,255935.20915963504,992.4584065977251
2030-01-02 06:15:00,-807.3825249013371,256742.59168453637,807.3825249013371
2030-01-02 06:30:00,-411.70892246478616,257154.30060700115,411.70892246478616
2030-01-02 06:45:00,-230.71894314829115,257385.01955014945,230.71894314829115
2030-01-02 07:00:00,11.723164393235493,257373.2963857562,-11.723164393235493
2030-01-02 07:15:00,270.62521229933554,257102.67117345685,-270.62521229933554
2030-01-02 07:30:00,435.5231148633029,256667.14805859356,-435.5231148633029
2030-01-02 07:45:00,306.53270849914406,256360.61535009442,-306.53270849914406
2030-01-02 08:00:00,599.6514224031671,255760.96392769125,-599.6514224031671
2030-01-02 08:15:00,606.1576578971944,255154.80626979406,-606.1576578971944
2030-01-02 08:30:00,335.38748946698615,254819.41878032708,-335.38748946698615
2030-01-02 08:45:00,59.68173928514443,254759.73704104192,-59.68173928514443
2030-01-02 09:00:00,-302.89405237213214,255062.63109341406,302.89405237213214
2030-01-02 09:15:00,-628.6473881920865,255691.27848160616,628.6473881920865
2030-01-02 09:30:00,-620.613703032519,256311.89218463868,620.613703032519
2030-01-02 09:45:00,-624.2387834943329,256936.13096813302,624.2387834943329
2030-01-02 10:00:00,-529.3043588194341,257465.43532695246,529.3043588194341
2030-01-02 10:15:00,-670.9500264997514,258136.3853534522,670.9500264997514
2030-01-02 10:30:00,-473.5856814212748,258609.97103487348,473.5856814212748
2030-01-02 10:45:00,-420.46668085585407,259030.43771572935,420.46668085585407
2030-01-02 11:00:00,-805.3499834441318,259835.7876991735,805.3499834441318
2030-01-02 11:15:00,-760.598306865526,260596.386006039,760.598306865526
2030-01-02 11:30:00,-618.9747185107335,261215.36072454974,618.9747185107335
2030-01-02 11:45:00,-471.20849078572064,261686.56921533548,471.20849078572064
2030-01-02 12:00:00,-484.7928953711744,262171.3621107066,484.7928953711744
2030-01-02 12:15:00,-392.2753879164593,262563.6374986231,392.2753879164593
2030-01-02 12:30:00,-206.18930632094634,262769.8268049441,206.18930632094634
2030-01-02 12:45:00,-126.73932055628029,262896.56612550037,126.73932055628029
2030-01-02 13:00:00,-131.37383008018878,263027.9399555806,131.37383008018878
2030-01-02 13:15:00,243.14683185532704,262784.7931237252,-243.14683185532704
2030-01-02 13:30:00,675.9829591901362,262108.81016453507,-675.9829591901362
2030-01-02 13:45:00,826.6627906842295,261282.14737385084,-826.6627906842295
2030-01-02 14:00:00,915.537480644336,260366.6098932065,-915.537480644336
2030-01-02 14:15:00,1100.1624992898105,259266.4473939167,-1100.1624992898105
2030-01-02 14:30:00,1689.5447081266648,257576.90268579003,-1689.5447081266648
2030-01-02 14:45:00,2302.8777527477578,255274.02493304227,-2302.8777527477578
2030-01-02 15:00:00,3093.768240361933,252180.25669268033,-3093.768240361933
2030-01-02 15:15:00,3470.8673839325456,248709.38930874778,-3470.8673839325456
2030-01-02 15:30:00,3680.512695073554,245028.87661367422,-3680.512695073554
2030-01-02 15:45:00,3788.22612141796,241240.65049225627,-3788.22612141796
2030-01-02 16:00:00,4117.574663989042,237123.07582826723,-4117.574663989042
2030-01-02 16:15:00,4701.2716828942375,232421.804145373,-4701.2716828942375
2030-01-02 16:30:00,4887.847426132203,227533.95671924078,-4887.847426132203
2030-01-02 16:45:00,5213.867919798844,222320.08879944193,-5213.867919798844
2030-01-02 17:00:00,5375.884605505436,216944.2041939365,-5375.884605505436
2030-01-02 17:15:00,5275.1417535277305,211669.06244040874,-5275.1417535277305
2030-01-02 17:30:00,5057.358158609139,206611.7042817996,-5057.358158609139
2030-01-02 17:45:00,4759.71967210965,201851.98460968997,-4759.71967210965
2030-01-02 18:00:00,4832.050043780528,197019.93456590944,-4832.050043780528
2030-01-02 18:15:00,4795.640790458436,192224.293775451,-4795.640790458436
2030-01-02 18:30:00,4738.640618873949,187485.65315657703,-4738.640618873949
2030-01-02 18:45:00,4614.5414197461505,182871.11173683088,-4614.5414197461505
2030-01-02 19:00:00,4537.884840613431,178333.22689621744,-4537.884840613431
2030-01-02 19:15:00,4685.956696698622,173647.27019951883,-4685.956696698622
2030-01-02 19:30:00,4613.835422957285,169033.43477656154,-4613.835422957285
2030-01-02 19:45:00,4623.149992024961,164410.28478453658,-4623.149992024961
2030-01-02 20:00:00,4391.4551530421995,160018.8296314944,-4391.4551530421995
2030-01-02 20:15:00,3974.473823926899,156044.35580756748,-3974.473823926899
2030-01-02 20:30:00,3684.6241094341694,152359.7316981333,-3684.6241094341694
2030-01-02 20:45:00,3375.924019514867,148983.80767861844,-3375.924019514867
2030-01-02 21:00:00,3516.9950803273296,145466.81259829112,-3516.9950803273296
2030-01-02 21:15:00,3516.139998691253,141950.67259959987,-3516.139998691253
2030-01-02 21:30:00,3513.3030706895206,138437.36952891035,-3513.3030706895206
2030-01-02 21:45:00,3434.976717920117,135002.39281099022,-3434.976717920117
2030-01-02 22:00:00,3472.7349657626473,131529.65784522757,-3472.7349657626473
2030-01-02 22:15:00,3316.059084418137,128213.59876080943,-3316.059084418137
2030-01-02 22:30:00,3103.4566853167,125110.14207549272,-3103.4566853167
2030-01-02 22:45:00,2808.936142399085,122301.20593309365,-2808.936142399085
2030-01-02 23:00:00,2771.731890346684,119529.47404274697,-2771.731890346684
2030-01-02 23:15:00,2625.0762990077674,116904.3977437392,-2625.0762990077674
2030-01-02 23:30:00,2562.6373090463276,114341.76043469287,-2562.6373090463276
2030-01-02 23:45:00,2506.666200619442,111835.09423407343,-2506.666200619442
2030-01-03 00:00:00,2491.967679115134,109343.1265549583,-2491.967679115134
2030-01-03 00:15:00,2243.5407285490637,107099.58582640924,-2243.5407285490637
2030-01-03 00:30:00,2091.633835064644,105007.9519913446,-2091.633835064644
2030-01-03 00:45:00,2150.8260805495847,102857.12591079502,-2150.8260805495847
2030-01-03 01:00:00,2209.4202097066154,100647.7057010884,-2209.4202097066154
2030-01-03 01:15:00,2123.2885701817286,98524.41713090667,-2123.2885701817286
2030-01-03 01:30:00,2319.7153471242655,96204.70178378241,-2319.7153471242655
2030-01-03 01:45:00,2404.1508818673283,93800.55090191508,-2404.1508818673283
2030-01-03 02:00:00,2456.3808216845737,91344.1700802305,-2456.3808216845737
2030-01-03 02:15:00,2720.011894906562,88624.15818532393,-2720.011894906562
2030-01-03 02:30:00,3093.8285649414047,85530.32962038253,-3093.8285649414047
2030-01-03 02:45:00,3393.114974549375,82137.21464583316,-3393.114974549375
2030-01-03 03:00:00,3586.5562325881747,78550.65841324498,-3586.5562325881747
2030-01-03 03:15:00,3612.7625591599517,74937.89585408503,-3612.7625591599517
2030-01-03 03:30:00,3816.734884037829,71121.1609700472,-3816.734884037829
2030-01-03 03:45:00,4033.525887447793,67087.63508259942,-4033.525887447793
2030-01-03 04:00:00,4516.280727943396,62571.35435465602,-4516.280727943396
2030-01-03 04:15:00,4977.186778965108,57594.16757569091,-4977.186778965108
2030-01-03 04:30:00,5262.179493341373,52331.98808234953,-5262.179493341373
2030-01-03 04:45:00,5568.988706278735,46762.9993760708,-5568.988706278735
2030-01-03 05:00:00,6124.005088471609,40638.99428759919,-6124.005088471609
2030-01-03 05:15:00,6380.613144419029,34258.38114318016,-6380.613144419029
2030-01-03 05:30:00,6717.991194530974,27540.389948649186,-6717.991194530974
2030-01-03 05:45:00,7353.9842822280225,20186.405666421164,-7353.9842822280225
2030-01-03 06:00:00,8037.806587667337,12148.599078753827,-8037.806587667337
2030-01-03 06:15:00,8514.283334302016,3634.315744451811,-8514.283334302016
2030-01-03 06:30:00,9111.429780715429,3634.315744451811,-3634.315744451811
2030-01-03 06:45:00,9685.636991375888,0.0,0.0
2030-01-03 07:00:00,10276.797789860699,0.0,0.0
2030-01-03 07:15:00,10864.24105425984,0.0,0.0
2030-01-03 07:30:00,11118.690072228677,0.0,0.0
2030-01-03 07:45:00,11486.289903159959,0.0,0.0
2030-01-03 08:00:00,11823.639019473943,0.0,0.0
2030-01-03 08:15:00,11998.9783301873,0.0,0.0
2030-01-03 08:30:00,12168.5917321325,0.0,0.0
2030-01-03 08:45:00,11970.535445081076,0.0,0.0
2030-01-03 09:00:00,11707.156232315692,0.0,0.0
2030-01-03 09:15:00,11749.337810769515,0.0,0.0
2030-01-03 09:30:00,11375.143984109118,0.0,0.0
2030-01-03 09:45:00,10762.739176766678,0.0,0.0
2030-01-03 10:00:00,10442.567423353277,0.0,0.0
2030-01-03 10:15:00,10376.109963107308,0.0,0.0
2030-01-03 10:30:00,10049.868382897006,0.0,0.0
2030-01-03 10:45:00,9790.16863328421,0.0,0.0
2030-01-03 11:00:00,9459.269178429666,0.0,0.0
2030-01-03 11:15:00,9294.503862552368,0.0,0.0
2030-01-03 11:30:00,9183.623352592662,0.0,0.0
2030-01-03 11:45:00,9089.242287910052,0.0,0.0
2030-01-03 12:00:00,8898.566784670753,0.0,0.0
2030-01-03 12:15:00,8945.734064989134,0.0,0.0
2030-01-03 12:30:00,9026.573237585126,0.0,0.0
2030-01-03 12:45:00,9059.754228749624,0.0,0.0
2030-01-03 13:00:00,9115.60963347378,0.0,0.0
2030-01-03 13:15:00,9249.808216775516,0.0,0.0
2030-01-03 13:30:00,9454.816495886429,0.0,0.0
2030-01-03 13:45:00,9771.119401863834,0.0,0.0
2030-01-03 14:00:00,10166.11279820286,0.0,0.0
2030-01-03 14:15:00,10628.99195223446,0.0,0.0
2030-01-03 14:30:00,10993.225083522253,0.0,0.0
2030-01-03 14:45:00,11525.012876220198,0.0,0.0
2030-01-03 15:00:00,12027.962370016965,0.0,0.0
2030-01-03 15:15:00,12432.2206620182,0.0,0.0
2030-01-03 15:30:00,12881.168223302233,0.0,0.0
2030-01-03 15:45:00,12976.559174720327,0.0,0.0
2030-01-03 16:00:00,13331.371798960736,0.0,0.0
2030-01-03 16:15:00,13420.92415740588,0.0,0.0
2030-01-03 16:30:00,13508.11506621044,0.0,0.0
2030-01-03 16:45:00,13402.761394109455,0.0,0.0
2030-01-03 17:00:00,13246.431470905263,0.0,0.0
2030-01-03 17:15:00,12903.37859450013,0.0,0.0
2030-01-03 17:30:00,12593.556972269886,0.0,0.0
2030-01-03 17:45:00,12206.74653924108,0.0,0.0
2030-01-03 18:00:00,11699.48854966451,0.0,0.0
2030-01-03 18:15:00,11299.39296785756,0.0,0.0
2030-01-03 18:30:00,10837.287098769199,0.0,0.0
2030-01-03 18:45:00,10256.756649725598,0.0,0.0
2030-01-03 19:00:00,9717.982689358463,0.0,0.0
2030-01-03 19:15:00,8990.853224918214,0.0,0.0
2030-01-03 19:30:00,8251.080567761675,0.0,0.0
2030-01-03 19:45:00,7635.63304809713,0.0,0.0
2030-01-03 20:00:00,6804.570723208553,0.0,0.0
2030-01-03 20:15:00,5992.308782649265,0.0,0.0
2030-01-03 20:30:00,5213.805005328708,0.0,0.0
2030-01-03 20:45:00,4625.756760141632,0.0,0.0
2030-01-03 21:00:00,3992.0014057497756,0.0,0.0
2030-01-03 21:15:00,3480.0665056625767,0.0,0.0
2030-01-03 21:30:00,2974.886702416861,0.0,0.0
2030-01-03 21:45:00,2654.881829603817,0.0,0.0
2030-01-03 22:00:00,2604.21270271725,0.0,0.0
2030-01-03 22:15:00,2080.0066362462403,0.0,0.0
2030-01-03 22:30:00,1472.7362056011589,0.0,0.0
2030-01-03 22:45:00,955.2017561252778,0.0,0.0
2030-01-03 23:00:00,462.54081930662323,0.0,0.0
2030-01-03 23:15:00,-303.91580040198096,303.91580040198096,303.91580040198096
2030-01-03 23:30:00,-718.0355467605568,1021.9513471625378,718.0355467605568
2030-01-03 23:45:00,-1308.2841336139772,2330.235480776515,1308.2841336139772
2030-01-04 00:00:00,-1805.4224157804128,4135.657896556928,1805.4224157804128
2030-01-04 00:15:00,-2163.793964233839,6299.451860790767,2163.793964233839
2030-01-04 00:30:00,-2714.3904835068115,9013.842344297578,2714.3904835068115
2030-01-04 00:45:00,-2895.463975355311,11909.30631965289,2895.463975355311
2030-01-04 01:00:00,-3558.166413481871,15467.47273313476,3558.166413481871
2030-01-04 01:15:00,-4096.257145608775,19563.729878743536,4096.257145608775
2030-01-04 01:30:00,-4256.893771037556,23820.62364978109,4256.893771037556
2030-01-04 01:45:00,-4386.113521966998,28206.737171748086,4386.113521966998
2030-01-04 02:00:00,-4523.792660859535,32730.529832607623,4523.792660859535
2030-01-04 02:15:00,-4644.601317012533,37375.13114962015,4644.601317012533
2030-01-04 02:30:00,-4611.172562449827,41986.30371206998,4611.172562449827
2030-01-04 02:45:00,-4437.51509132755,46423.81880339753,4437.51509132755
2030-01-04 03:00:00,-3635.190726625824,50059.00953002335,3635.190726625824
2030-01-04 03:15:00,-3670.43091222767,53729.44044225102,3670.43091222767
2030-01-04 03:30:00,-3615.576665919125,57345.01710817014,3615.576665919125
2030-01-04 03:45:00,-3358.565337234564,60703.5824454047,3358.565337234564
2030-01-04 04:00:00,-2993.546088728952,63697.128534133655,2993.546088728952
2030-01-04 04:15:00,-3334.642476821322,67031.77101095498,3334.642476821322
2030-01-04 04:30:00,-3568.5320967893767,70600.30310774436,3568.5320967893767
2030-01-04 04:45:00,-3682.667697996925,74282.97080574128,3682.667697996925
2030-01-04 05:00:00,-4477.181114748433,78760.1519204897,4477.181114748433
2030-01-04 05:15:00,-4774.021488665829,83534.17340915554,4774.021488665829
2030-01-04 05:30:00,-5008.973745008669,88543.14715416421,5008.973745008669
2030-01-04 05:45:00,-5457.9880932705055,94001.13524743472,5457.9880932705055
2030-01-04 06:00:00,-6094.583147157486,100095.7183945922,6094.583147157486
2030-01-04 06:15:00,-6858.127489014067,106953.84588360626,6858.127489014067
2030-01-04 06:30:00,-6866.461113830748,113820.30699743702,6866.461113830748
2030-01-04 06:45:00,-6790.9838208595065,120611.29081829652,6790.9838208595065
2030-01-04 07:00:00,-6704.452495255711,127315.74331355223,6704.452495255711
2030-01-04 07:15:00,-6431.415553965548,133747.15886751778,6431.415553965548
2030-01-04 07:30:00,-6195.86705922371,139943.02592674148,6195.86705922371
2030-01-04 07:45:00,-5953.292280606598,145896.3182073481,5953.292280606598
2030-01-04 08:00:00,-5634.209423712051,151530.52763106013,5634.209423712051
2030-01-04 08:15:00,-5607.599540686377,157138.1271717465,5607.599540686377
2030-01-04 08:30:00,-5722.125156500959,162860.25232824747,5722.125156500959
2030-01-04 08:45:00,-5886.300503507842,168746.5528317553,5886.300503507842
2030-01-04 09:00:00,-6032.8219952926775,174779.37482704798,6032.8219952926775
2030-01-04 09:15:00,-6132.59764397785,180911.97247102583,6132.59764397785
2030-01-04 09:30:00,-6274.59307372295,187186.5655447488,6274.59307372295
2030-01-04 09:45:00,-6513.318911987688,193699.88445673647,6513.318911987688
2030-01-04 10:00:00,-6432.7274696693385,200132.6119264058,6432.7274696693385
2030-01-04 10:15:00,-6466.58299353785,206599.19491994366,6466.58299353785
2030-01-04 10:30:00,-6506.043939558713,213105.23885950237,6506.043939558713
2030-01-04 10:45:00,-6420.17107142217,219525.40993092454,6420.17107142217
2030-01-04 11:00:00,-6355.694184539578,225881.1041154641,6355.694184539578
2030-01-04 11:15:00,-6244.7253784848,232125.8294939489,6244.7253784848
2030-01-04 11:30:00,-6116.93551650508,238242.765010454,6116.93551650508
2030-01-04 11:45:00,-5991.645966013228,244234.41097646722,5991.645966013228
2030-01-04 12:00:00,-6090.718156328487,250325.1291327957,6090.718156328487
2030-01-04 12:15:00,-6317.62165821694,256642.75079101263,6317.62165821694
2030-01-04 12:30:00,-6389.881486832954,263032.6322778456,6389.881486832954
2030-01-04 12:45:00,-6581.185656306032,269613.8179341516,6581.185656306032
2030-01-04 13:00:00,-6675.6499571000895,276289.4678912517,6675.6499571000895
2030-01-04 13:15:00,-6726.533156501537,283016.00104775326,6726.533156501537
2030-01-04 13:30:00,-6826.126320997835,289842.1273687511,6826.126320997835
2030-01-04 13:45:00,-6904.074858011456,296746.20222676254,6904.074858011456
2030-01-04 14:00:00,-6836.1489593128645,303582.3511860754,6836.1489593128645
2030-01-04 14:15:00,-6702.290529498907,310284.6417155743,6702.290529498907
2030-01-04 14:30:00,-6585.535231806862,316870.1769473812,6585.535231806862
2030-01-04 14:45:00,-6486.661447189952,323356.8383945711,6486.661447189952
2030-01-04 15:00:00,-6549.155778119406,329905.9941726905,6549.155778119406
2030-01-04 15:15:00,-6456.727297881171,336362.72147057165,6456.727297881171
2030-01-04 15:30:00,-6373.6706406424055,342736.39211121405,6373.6706406424055
2030-01-04 15:45:00,-6286.790840291826,349023.1829515059,6286.790840291826
2030-01-04 16:00:00,-6166.119103091645,355189.30205459753,6166.119103091645
2030-01-04 16:15:00,-5877.727975546364,361067.0300301439,5877.727975546364
2030-01-04 16:30:00,-5665.488434074527,366732.5184642184,5665.488434074527
2030-01-04 16:45:00,-5591.91931081186,372324.43777503027,5591.91931081186
2030-01-04 17:00:00,-5426.639090908677,377751.07686593896,5426.639090908677
2030-01-04 17:15:00,-5503.335308051395,383254.41217399033,5503.335308051395
2030-01-04 17:30:00,-5517.88034546189,388772.2925194522,5517.88034546189
2030-01-04 17:45:00,-5436.558940357165,394208.8514598094,5436.558940357165
2030-01-04 18:00:00,-5442.907272699169,399651.7587325086,5442.907272699169
2030-01-04 18:15:00,-5350.979333916195,405002.7380664248,5350.979333916195
2030-01-04 18:30:00,-5574.476115322352,410577.2141817472,5574.476115322352
2030-01-04 18:45:00,-5752.964217457607,416330.1783992048,5752.964217457607
2030-01-04 19:00:00,-5805.2411135348375,422135.41951273964,5805.2411135348375
2030-01-04 19:15:00,-6119.333799404314,428254.75331214396,6119.333799404314
2030-01-04 19:30:00,-6352.346341286997,434607.099653431,6352.346341286997
2030-01-04 19:45:00,-6496.516884168264,441103.61653759924,6496.516884168264
2030-01-04 20:00:00,-6808.924726112091,447912.54126371135,6808.924726112091
2030-01-04 20:15:00,-7270.989171152749,455183.5304348641,7270.989171152749
2030-01-04 20:30:00,-7546.467190616979,462729.9976254811,7546.467190616979
2030-01-04 20:45:00,-7816.15090336309,470546.1485288442,7816.15090336309
2030-01-04 21:00:00,-8016.758923904286,478562.90745274845,8016.758923904286
2030-01-04 21:15:00,-8222.817995951693,486785.72544870013,8222.817995951693
2030-01-04 21:30:00,-8544.922136280424,495330.6475849806,8544.922136280424
2030-01-04 21:45:00,-8646.08780177787,503976.73538675846,8646.08780177787
2030-01-04 22:00:00,-8143.572819816829,512120.3082065753,8143.572819816829
2030-01-04 22:15:00,-8362.372643273433,520482.6808498487,8362.372643273433
2030-01-04 22:30:00,-8658.030897302575,529140.7117471513,8658.030897302575
