Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Anzahl Autos,Strombedarf (kWh)
00:00:00,0.378260869565217,0.01106538402960569,27110.19087253394,173505.22158421724
00:15:00,0.337108223104694,0.009861532736598053,24160.755204665227,154628.83330985747
00:30:00,0.294634445402106,0.008619033976397301,21116.63324217339,135146.4527499097
00:45:00,0.252814110433403,0.007395650581738075,18119.343925258283,115963.80112165301
01:00:00,0.212954103666359,0.006229613283703529,15262.552545073646,97680.33628847134
01:15:00,0.190737050714236,0.005579690855290828,13670.242595462529,87489.55261096019
01:30:00,0.171133768697656,0.005006229889044301,12265.263228158537,78497.68466021464
01:45:00,0.151530486681077,0.004432768922797803,10860.283860854617,69505.81670946955
02:00:00,0.130620319196726,0.003821077225468204,9361.6392023971,59914.49089534144
02:15:00,0.115591136317349,0.003381423818012563,8284.488354130779,53020.72546643699
02:30:00,0.100561953437971,0.002941770410556892,7207.337505864386,46126.96003753207
02:45:00,0.0861862132924804,0.0025212323686428133,6177.019303174892,39532.923540319316
03:00:00,0.0711570304131028,0.0020815789611871543,5099.868454908528,32639.15811141458
03:15:00,0.0678898167436727,0.001986002133479397,4865.705227024522,31140.513452956944
03:30:00,0.0659294885420151,0.001928656036854756,4725.207290294152,30241.32665788257
03:45:00,0.0633157176064713,0.0018521945746885584,4537.876707986968,29042.410931116596
04:00:00,0.0607019466709273,0.001775733112522355,4350.54612567977,27843.49520435053
04:15:00,0.0609180691544324,0.0017820554114166734,4366.03575797085,27942.62885101344
04:30:00,0.0615715118883184,0.001801170776958224,4412.868403547649,28242.357782704956
04:45:00,0.0615715118883184,0.001801170776958224,4412.868403547649,28242.357782704956
05:00:00,0.0620037568553291,0.0018138153747468753,4443.847668129844,28440.625076031007
05:15:00,0.058741618469269,0.0017183870158976934,4210.0481889493485,26944.308409275833
05:30:00,0.0574347330014972,0.0016801562848145974,4116.382897795764,26344.85054589289
05:45:00,0.0543478260869563,0.0015898540272421921,3895.142366743371,24928.911147157574
06:00:00,0.0521739130434781,0.001526259866152506,3739.3366720736394,23931.754701271293
06:15:00,0.0521739130434781,0.001526259866152506,3739.3366720736394,23931.754701271293
06:30:00,0.0521739130434781,0.001526259866152506,3739.3366720736394,23931.754701271293
06:45:00,0.0521739130434781,0.001526259866152506,3739.3366720736394,23931.754701271293
07:00:00,0.0521739130434781,0.001526259866152506,3739.3366720736394,23931.754701271293
07:15:00,0.0624410771057097,0.0018266084413940992,4475.190681415543,28641.220361059473
07:30:00,0.0724588405975046,0.002119661223411675,5193.169997358604,33236.28798309506
07:45:00,0.0818231613554136,0.002393598639887703,5864.316667724872,37531.62667343918
08:00:00,0.0935851305653612,0.002737675219635607,6707.304288107238,42926.74744388633
08:15:00,0.10665398524308,0.00311998253046659,7643.957199643145,48921.326077716134
08:30:00,0.121904365889333,0.0035661067056751514,8736.96142890412,55916.55314498637
08:45:00,0.135410540817433,0.003961207083153375,9704.95735372577,62111.727063844926
09:00:00,0.153917984566376,0.0045026111483525404,11031.397313463724,70600.94280616783
09:15:00,0.194426358783936,0.005687615343070061,13934.65759052165,89181.80857933857
09:30:00,0.232763357599703,0.006809099611127191,16682.294047261617,106766.68190247436
09:45:00,0.272623364366748,0.007975136909161766,19539.085427446327,125050.1467356565
10:00:00,0.312699493617298,0.009147496506090655,22411.366439922105,143432.7452155015
10:15:00,0.331870530666866,0.009708312874548495,23785.366542643813,152226.3458729204
10:30:00,0.35125769019994,0.010275451541900677,25174.856277656658,161119.08017700262
10:45:00,0.372383980167797,0.01089346553812462,26688.990568405316,170809.53963779402
11:00:00,0.394163712869539,0.011530594899890086,28249.95750473071,180799.72803027657
11:15:00,0.427494367581094,0.012505627011367726,30638.78617785093,196088.23153824595
11:30:00,0.469304551983057,0.013728713468309804,33635.34799735902,215266.22718309774
11:45:00,0.506771985581432,0.014824760071931037,36320.66217623104,232452.23792787865
12:00:00,0.541188327993884,0.01583155214673889,38787.30275951028,248238.73766086582
12:15:00,0.562103570761605,0.016443392312927064,40286.31116667131,257832.3914666964
12:30:00,0.58192297526169,0.017023175578067908,41706.78016626638,266923.39306410484
12:45:00,0.601526257278269,0.017596636544314405,43111.75953357029,275915.2610148499
13:00:00,0.618520843642674,0.018093784517253273,44329.77206727052,283710.54123053135
13:15:00,0.616781713207892,0.018042909188381542,44205.12751153478,282912.8160738226
13:30:00,0.614167942272348,0.017966447726215338,44017.79692922758,281713.9003470565
13:45:00,0.610900728602918,0.017870870898507585,43783.633701343584,280215.25568859896
14:00:00,0.608286957667374,0.017794409436341377,43596.303119036376,279016.3399618328
14:15:00,0.601752530328515,0.0176032557809259,43127.976663268455,276019.0506449181
14:30:00,0.593911217521883,0.017373871394427292,42565.98491634687,272422.30346461997
14:45:00,0.586507224965632,0.017157280074575915,42035.33618271099,269026.15156935033
15:00:00,0.579535477376391,0.01695333335251317,41535.666713657265,265828.2669674065
15:15:00,0.580434782608695,0.01697964101094666,41600.12047681932,266240.77105164365
15:30:00,0.578228591908619,0.01691510262143007,41442.001422503665,265228.80910402344
15:45:00,0.578228591908619,0.01691510262143007,41442.001422503665,265228.80910402344
16:00:00,0.579535477376391,0.01695333335251317,41535.666713657265,265828.2669674065
16:15:00,0.583456133779707,0.017068025545762474,41816.66258711806,267626.6405575556
16:30:00,0.588683675650795,0.017220948470094883,42191.32375173246,270024.47201108775
16:45:00,0.593257774787997,0.01735475602888574,42519.152270770064,272122.5745329284
17:00:00,0.601094012311258,0.017583991946525747,43080.78026898808,275716.99372152373
17:15:00,0.602622095545906,0.017628693445361766,43190.29894113632,276417.9132232725
17:30:00,0.610026088102157,0.017845284765213142,43720.9476747722,279814.0651185421
17:45:00,0.613946744505473,0.017959976958462447,44001.94354823299,281612.43870869116
18:00:00,0.618958163893055,0.01810657758390051,44361.11508055625,283911.13651556004
18:15:00,0.61220761407069,0.017909101629590685,43877.29899249718,280814.71355198196
18:30:00,0.604366301264058,0.017679717243092075,43315.30724557558,277217.96637168375
18:45:00,0.596308865973921,0.017444010557699147,42737.82586636291,273522.0855447226
19:00:00,0.589337118384681,0.01724006383563643,42238.156397309256,270324.20094277925
19:15:00,0.571040721835874,0.016704833600473035,40926.84232115893,261931.79085541717
19:30:00,0.551437439819294,0.016131372634226513,39521.86295385496,252939.92290467175
19:45:00,0.529873829601057,0.01550056557135536,37976.38564982063,243048.86815885204
20:00:00,0.510923990318364,0.014946219970650414,36618.23892809352,234356.72913979852
20:15:00,0.498945898624911,0.014595821092008182,35759.76167542005,228862.47472268832
20:30:00,0.489144257616621,0.01430909060888492,35057.27199176805,224366.54074731554
20:45:00,0.47847305139094,0.013996922461325789,34292.460030248185,219471.74419358838
21:00:00,0.470410540817433,0.013761067307074288,33714.614902332,215773.53537492483
21:15:00,0.462353105527296,0.013525360621681363,33137.13352311934,212077.65454796376
21:30:00,0.454511792720665,0.01329597623518278,32575.141776197812,208480.90736766602
21:45:00,0.447540045131424,0.013092029513120036,32075.47230714409,205283.02276572218
22:00:00,0.439698732324793,0.012862645126621455,31513.480560222564,201686.27558542442
22:15:00,0.434471190453705,0.012709722202289048,31138.819395608167,199288.4441318923
22:30:00,0.429243648582617,0.012556799277956639,30764.158230993766,196890.6126783601
22:45:00,0.424016106711529,0.012403876353624234,30389.497066379372,194492.78122482798
23:00:00,0.421739130434782,0.012337267251399444,30226.30476592864,193448.3505019433
23:15:00,0.410869565,0.012019296439591605,29447.276276999433,188462.5681727964
23:30:00,0.4,0.011701325640502582,28668.247819231325,183476.7860430805
23:45:00,0.389130435,0.011383354841413559,27889.21936146322,178491.0039133646
