Uhrzeit;Relativer Bedarf;Normierter Bedarf;Anzahl Autos;Strombedarf (kWh)
00:00;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
00:15;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
00:30;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
00:45;0.049129312;0.0018521635698543304;6482.572494490157;41488.463964737006
01:00;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
01:15;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
01:30;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
01:45;0.049129312;0.0018521635698543304;6482.572494490157;41488.463964737006
02:00;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
02:15;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
02:30;0.048473991;0.0018274581214499134;6396.103425074697;40935.06192047807
02:45;0.04781867;0.0018027526730454962;6309.6343556592365;40381.65987621911
03:00;0.06158041;0.0023215670518384893;8125.484681434713;52003.10196118217
03:15;0.077308112;0.0029144977381449673;10200.742083507386;65284.749334447275
03:30;0.092380494;0.003482723013746794;12189.53054811378;78012.9955079282
03:45;0.112040122;0.004223886390479775;14783.602366679212;94615.05514674696
04:00;0.165121119;0.006225027560438496;21787.596461534737;139440.6173538223
04:15;0.226065966;0.008522634035850688;29829.219125477408;190907.00240305543
04:30;0.283734209;0.010696713306940563;37438.496574291974;239606.37807546864
04:45;0.34664502;0.013068436165265774;45739.52657843021;292732.97010195337
05:00;0.450185729;0.01697189667386578;59401.638358530225;380170.48549459345
05:15;0.555692401;0.020949473527679036;73323.15734687663;469268.20702001045
05:30;0.660543752;0.024902344933087878;87158.20726580758;557812.5265011685
05:45;0.77063767;0.02905285988803229;101685.00960811302;650784.0614919234
06:00;0.831582518;0.03135046640114425;109726.63240400488;702250.4473856313
06:15;0.883352872;0.03330219663659437;116557.68822808028;745969.2046597139
06:30;0.938399831;0.03537745411406657;123821.089399233;792454.9721550912
06:45;0.990825507;0.03735388983562088;130738.61442467308;836727.1323179078
07:00;0.989514865;0.037304478938812044;130565.67628584216;835620.3282293899
07:15;0.978374409;0.03688448635363672;129095.70223772852;826212.4943214626
07:30;0.967889274;0.03648919921686581;127712.19725903033;817358.0624577942
07:45;0.955438176;0.036019795734881656;126069.2850720858;806843.4244613491
08:00;0.897769933;0.033845716463791774;118460.0076232712;758144.0487889358
08:15;0.836825085;0.03154810995067982;110418.38482737936;706677.6628952279
08:30;0.775224917;0.029225798026863207;102290.29309402122;654657.8758017359
08:45;0.712969427;0.026878780616942415;94075.73215929845;602084.6858195101
09:00;0.644816049;0.024309414209081632;85082.94973178572;544530.8782834286
09:15;0.574041387;0.02164122600760318;75744.29102661113;484763.46257031127
09:30;0.502611404;0.018948332357720317;66319.16325202111;424442.64481293515
09:45;0.434458026;0.016378965949859534;57326.38082450837;366888.8372768536
10:00;0.398415374;0.015020166400715892;52570.58240250562;336451.727376036
10:15;0.366959969;0.013834304990403171;48420.0674664111;309888.43178503105
10:30;0.333538601;0.012574327234877197;44010.14532207019;281664.93006124924
10:45;0.301427875;0.011363760376160058;39773.1613165602;254548.2324259853
11:00;0.288321456;0.010869651445771481;38043.78006020019;243480.1923852812
11:15;0.278491642;0.010499069757404991;36746.74415091747;235179.1625658718
11:30;0.268006507;0.010103782620634084;35363.2391722193;226324.73070220352
11:45;0.258832014;0.009757906380672011;34152.67233235204;218577.10292705309
12:00;0.252934125;0.009535557345032258;33374.4507076129;213596.4845287226
12:15;0.247691558;0.009337913795496687;32682.698284238406;209169.26901912582
12:30;0.243759632;0.009189681105070185;32163.883867745648;205848.85675357215
12:45;0.239172385;0.009016742966239263;31558.600381837423;201975.0424437595
13:00;0.236551102;0.008917921210321363;31212.72423612477;199761.43511119855
13:15;0.233929818;0.008819099416703695;30866.84795846293;197547.82693416276
13:30;0.231308534;0.008720277623086026;30520.97168080109;195334.21875712698
13:45;0.22868725;0.008621455829468357;30175.09540313925;193120.61058009122
14:00;0.22147872;0.008349695934719535;29223.935771518372;187033.18893771758
14:15;0.214270189;0.008077936002270946;28272.776007948312;180945.7664508692
14:30;0.207061659;0.0078061761075221255;27321.616376327438;174858.3448084956
14:45;0.197887166;0.007460299867560052;26111.04953646018;167110.71703334516
15:00;0.18674671;0.007040307282384728;24641.075488346545;157702.8831254179
15:15;0.173640291;0.0065461983519961514;22911.69423198653;146634.8430847138
15:30;0.160533872;0.006052089421607575;21182.312975626515;135566.8030440097
15:45;0.149393416;0.005632096836432251;19712.33892751288;126158.96913608244
16:00;0.128423146;0.004841522562890436;16945.328970116523;108450.10540874576
16:15;0.11007416;0.00414977008296629;14524.195290382015;92954.8498584449
16:30;0.091725173;0.003458017565342377;12103.061478698319;77459.59346366924
16:45;0.070754903;0.0026674432918005623;9336.051521301968;59750.7297363326
17:00;0.066167656;0.0024945051529696428;8730.76803539375;55876.915426520005
17:15;0.064201694;0.0024203888454561577;8471.360959096552;54216.71013821793
17:30;0.060925089;0.002296861603434072;8039.015612019252;51449.699916923215
17:45;0.057648484;0.0021733343614119866;7606.670264941953;48682.689695628505
18:00;0.058303805;0.0021980398098164038;7693.139334357413;49236.091739887444
18:15;0.058303805;0.0021980398098164038;7693.139334357413;49236.091739887444
18:30;0.058303805;0.0021980398098164038;7693.139334357413;49236.091739887444
18:45;0.058303805;0.0021980398098164038;7693.139334357413;49236.091739887444
19:00;0.058303805;0.0021980398098164038;7693.139334357413;49236.091739887444
