,Photovoltaik,Wind Onshore,Wind Offshore
0,3.463563313937379e-05,0.4963188053481507,0.5236656596173213
1,1.7317816569686895e-05,0.4971870116339642,0.5206445115810675
2,1.7317816569686895e-05,0.5071887480465359,0.5176233635448136
3,1.7317816569686895e-05,0.4934363604792499,0.5186304128902316
4,1.7317816569686895e-05,0.5085605139781212,0.5186304128902316
5,1.7317816569686895e-05,0.5093071713839208,0.5206445115810675
6,1.7317816569686895e-05,0.50423684667477,0.5206445115810675
7,1.7317816569686895e-05,0.5133182844243792,0.5196374622356495
8,1.7317816569686895e-05,0.5021010592116687,0.5196374622356495
9,1.7317816569686895e-05,0.515488800138913,0.5196374622356495
10,1.7317816569686895e-05,0.5044625803090814,0.5166163141993958
11,1.7317816569686895e-05,0.5106615731897899,0.5146022155085599
12,1.7317816569686895e-05,0.4810036464664004,0.5176233635448136
13,1.7317816569686895e-05,0.47004688313943394,0.5226586102719033
14,1.7317816569686895e-05,0.4623893036985588,0.5226586102719033
15,1.7317816569686895e-05,0.46247612432714014,0.5226586102719033
16,1.7317816569686895e-05,0.4680326445563466,0.5226586102719033
17,1.7317816569686895e-05,0.45909011981246745,0.5226586102719033
18,1.7317816569686895e-05,0.4529605834346241,0.5246727089627392
19,1.7317816569686895e-05,0.4562597673207154,0.5236656596173213
20,1.7317816569686895e-05,0.4744052786942177,0.5196374622356495
21,3.463563313937379e-05,0.4669734328876541,0.5246727089627392
22,3.463563313937379e-05,0.4598020489668345,0.5246727089627392
23,1.7317816569686895e-05,0.45990623372113215,0.525679758308157
24,1.7317816569686895e-05,0.46490710192741797,0.525679758308157
25,1.7317816569686895e-05,0.4629623198471957,0.525679758308157
26,1.7317816569686895e-05,0.46205938530994967,0.5246727089627392
27,1.7317816569686895e-05,0.4591943045667651,0.5246727089627392
28,1.7317816569686895e-05,0.47318978989407884,0.5236656596173213
29,1.7317816569686895e-05,0.47162701857961453,0.5236656596173213
30,3.463563313937379e-05,0.47266886612259074,0.5236656596173213
31,3.463563313937379e-05,0.4663483243618684,0.5246727089627392
32,8.658908284843447e-05,0.4655322104532037,0.527693856998993
33,0.0009524799113327792,0.4626150373328703,0.527693856998993
34,0.004727763923524522,0.45693696822364993,0.5297079556898288
35,0.010563868107509006,0.4498524049314117,0.5307150050352467
36,0.01846079246328623,0.440232679284598,0.5307150050352467
37,0.027795095594347466,0.4402500434103143,0.5307150050352467
38,0.03659254641174841,0.43420732766105224,0.5307150050352467
39,0.04599612080908839,0.4307518666435145,0.5307150050352467
40,0.0564214463840399,0.4323667303351276,0.5307150050352467
41,0.06769534497090607,0.4238235804827227,0.5287009063444109
42,0.07893460792463286,0.4162528216704289,0.525679758308157
43,0.08942920476586312,0.4059558951206807,0.5297079556898288
44,0.0984344693821003,0.4009897551658274,0.5307150050352467
45,0.10780340814630092,0.39977426636568847,0.5307150050352467
46,0.11580423940149626,0.403021357874631,0.5307150050352467
47,0.12250623441396509,0.40003472825143255,0.5317220543806647
48,0.12740717650318648,0.38984198645598195,0.5317220543806647
49,0.13135563868107508,0.3792845980204897,0.5317220543806647
50,0.1326544749238016,0.3675117207848585,0.5317220543806647
51,0.12898309781102799,0.36054870637263414,0.5307150050352467
