Datum,Wind Offshore,Wind Onshore,Photovoltaik
2016-01-01 00:00:00,572.75,1678.25,0.0
2016-01-01 00:15:00,571.25,1625.25,0.0
2016-01-01 00:30:00,571.5,1581.75,0.0
2016-01-01 00:45:00,567.0,1561.5,0.0
2016-01-01 01:00:00,569.5,1562.75,0.0
2016-01-01 01:15:00,575.0,1554.5,0.0
2016-01-01 01:30:00,578.5,1564.25,0.0
2016-01-01 01:45:00,570.0,1572.25,0.0
2016-01-01 02:00:00,565.0,1573.25,0.0
2016-01-01 02:15:00,562.5,1565.0,0.0
2016-01-01 02:30:00,557.0,1560.75,0.0
2016-01-01 02:45:00,551.75,1564.25,0.0
2016-01-01 03:00:00,521.0,1574.75,0.0
2016-01-01 03:15:00,510.25,1602.75,0.0
2016-01-01 03:30:00,500.0,1610.25,0.0
2016-01-01 03:45:00,483.5,1611.25,0.0
2016-01-01 04:00:00,485.0,1616.0,0.0
2016-01-01 04:15:00,504.25,1616.5,0.0
2016-01-01 04:30:00,491.75,1610.0,0.0
2016-01-01 04:45:00,464.75,1577.0,0.0
2016-01-01 05:00:00,430.0,1512.5,0.0
2016-01-01 05:15:00,395.25,1464.0,0.0
2016-01-01 05:30:00,393.5,1428.0,0.0
2016-01-01 05:45:00,364.75,1416.25,0.0
2016-01-01 06:00:00,342.75,1389.75,0.0
2016-01-01 06:15:00,342.25,1346.5,0.0
2016-01-01 06:30:00,322.5,1296.75,0.0
2016-01-01 06:45:00,323.75,1257.75,0.0
2016-01-01 07:00:00,281.75,1211.75,0.0
2016-01-01 07:15:00,229.25,1181.75,0.0
2016-01-01 07:30:00,237.25,1150.5,0.0
2016-01-01 07:45:00,199.25,1110.75,0.0
2016-01-01 08:00:00,172.5,1061.0,2.0
2016-01-01 08:15:00,170.25,1010.0,10.5
2016-01-01 08:30:00,159.0,971.5,36.75
2016-01-01 08:45:00,148.25,936.0,87.75
2016-01-01 09:00:00,123.5,894.0,145.75
2016-01-01 09:15:00,107.0,843.5,193.75
2016-01-01 09:30:00,106.5,791.75,253.25
2016-01-01 09:45:00,105.0,749.0,371.75
2016-01-01 10:00:00,96.5,695.5,474.0
2016-01-01 10:15:00,85.0,632.75,582.5
2016-01-01 10:30:00,69.25,578.25,680.0
2016-01-01 10:45:00,54.75,515.5,786.0
2016-01-01 11:00:00,43.0,466.5,867.0
2016-01-01 11:15:00,43.25,429.75,924.25
2016-01-01 11:30:00,45.25,387.0,964.75
2016-01-01 11:45:00,40.25,341.25,1011.5
2016-01-01 12:00:00,38.0,311.5,1030.75
2016-01-01 12:15:00,34.75,287.0,1035.25
2016-01-01 12:30:00,31.5,264.25,1021.25
2016-01-01 12:45:00,25.5,237.5,1033.75
2016-01-01 13:00:00,20.5,214.0,994.5
2016-01-01 13:15:00,22.0,179.0,970.25
2016-01-01 13:30:00,20.75,152.75,909.25
2016-01-01 13:45:00,18.75,136.75,843.0
2016-01-01 14:00:00,16.5,128.25,759.25
2016-01-01 14:15:00,13.75,111.25,657.25
2016-01-01 14:30:00,9.5,100.0,562.0
2016-01-01 14:45:00,5.75,94.5,463.5
2016-01-01 15:00:00,3.0,91.5,351.75
2016-01-01 15:15:00,1.0,91.5,245.75
2016-01-01 15:30:00,0.5,96.0,158.0
2016-01-01 15:45:00,0.0,102.5,85.25
2016-01-01 16:00:00,0.0,115.75,34.0
2016-01-01 16:15:00,0.0,137.25,10.25
2016-01-01 16:30:00,0.0,170.0,4.5
2016-01-01 16:45:00,0.0,206.5,1.75
2016-01-01 17:00:00,0.0,238.75,0.0
2016-01-01 17:15:00,0.0,280.0,0.0
2016-01-01 17:30:00,0.5,333.5,0.0
2016-01-01 17:45:00,4.0,382.5,0.0
2016-01-01 18:00:00,13.25,427.25,0.0
2016-01-01 18:15:00,21.25,469.25,0.0
2016-01-01 18:30:00,28.25,502.5,0.0
2016-01-01 18:45:00,37.0,555.5,0.0
2016-01-01 19:00:00,46.25,626.0,0.0
2016-01-01 19:15:00,60.75,698.5,0.0
2016-01-01 19:30:00,73.5,780.25,0.0
2016-01-01 19:45:00,90.75,841.5,0.0
2016-01-01 20:00:00,114.25,878.75,0.0
2016-01-01 20:15:00,146.25,898.75,0.0
2016-01-01 20:30:00,172.0,905.75,0.0
2016-01-01 20:45:00,185.5,946.5,0.0
2016-01-01 21:00:00,204.75,1008.5,0.0
2016-01-01 21:15:00,218.75,1069.75,0.0
2016-01-01 21:30:00,230.5,1123.0,0.0
2016-01-01 21:45:00,258.5,1147.75,0.0
2016-01-01 22:00:00,284.0,1167.75,0.0
2016-01-01 22:15:00,291.75,1205.5,0.0
2016-01-01 22:30:00,292.5,1241.25,0.0
2016-01-01 22:45:00,327.75,1264.25,0.0
2016-01-01 23:00:00,348.25,1307.0,0.0
2016-01-01 23:15:00,360.25,1363.75,0.0
2016-01-01 23:30:00,375.5,1399.5,0.0
2016-01-01 23:45:00,369.25,1385.5,0.0
2016-01-02 00:00:00,373.5,1374.75,0.0
2016-01-02 00:15:00,405.25,1394.0,0.0
2016-01-02 00:30:00,424.25,1423.25,0.0
2016-01-02 00:45:00,458.25,1477.5,0.0
2016-01-02 01:00:00,494.0,1519.25,0.0
2016-01-02 01:15:00,533.5,1575.25,0.0
2016-01-02 01:30:00,549.75,1670.75,0.0
2016-01-02 01:45:00,592.75,1749.75,0.0
2016-01-02 02:00:00,610.0,1834.0,0.0
2016-01-02 02:15:00,622.5,1940.25,0.0
2016-01-02 02:30:00,635.75,2065.0,0.0
2016-01-02 02:45:00,649.5,2172.5,0.0
2016-01-02 03:00:00,670.5,2203.25,0.0
2016-01-02 03:15:00,682.0,2255.75,0.0
2016-01-02 03:30:00,690.0,2325.5,0.0
2016-01-02 03:45:00,695.0,2412.5,0.0
2016-01-02 04:00:00,696.5,2505.75,0.0
2016-01-02 04:15:00,697.0,2571.25,0.0
2016-01-02 04:30:00,698.0,2654.0,0.0
2016-01-02 04:45:00,699.0,2739.25,0.0
2016-01-02 05:00:00,702.25,2833.5,0.0
2016-01-02 05:15:00,705.0,2930.25,0.0
2016-01-02 05:30:00,706.0,3006.0,0.0
2016-01-02 05:45:00,705.0,3050.75,0.0
2016-01-02 06:00:00,706.25,3172.75,0.0
2016-01-02 06:15:00,706.25,3239.75,0.0
2016-01-02 06:30:00,703.0,3283.25,0.0
2016-01-02 06:45:00,704.25,3314.0,0.0
2016-01-02 07:00:00,703.75,3362.0,0.0
2016-01-02 07:15:00,701.75,3410.75,0.0
2016-01-02 07:30:00,701.5,3451.25,0.0
2016-01-02 07:45:00,701.25,3511.75,0.0
2016-01-02 08:00:00,702.25,3575.0,1.5
2016-01-02 08:15:00,703.0,3576.0,8.5
2016-01-02 08:30:00,703.5,3584.25,31.5
2016-01-02 08:45:00,704.25,3623.75,64.75
2016-01-02 09:00:00,702.0,3644.75,95.75
2016-01-02 09:15:00,701.5,3708.25,129.5
2016-01-02 09:30:00,698.5,3775.0,158.25
2016-01-02 09:45:00,696.5,3806.5,209.25
2016-01-02 10:00:00,695.25,3834.5,260.75
2016-01-02 10:15:00,695.5,3835.0,314.5
2016-01-02 10:30:00,694.25,3886.25,362.75
2016-01-02 10:45:00,693.5,3902.5,403.25
2016-01-02 11:00:00,693.5,3909.0,432.25
2016-01-02 11:15:00,694.5,3934.75,460.0
2016-01-02 11:30:00,693.5,3973.5,477.75
2016-01-02 11:45:00,693.25,3997.25,495.5
2016-01-02 12:00:00,693.25,3989.75,493.25
2016-01-02 12:15:00,693.75,3975.0,511.25
2016-01-02 12:30:00,693.25,3989.0,525.75
2016-01-02 12:45:00,693.25,3982.75,512.75
2016-01-02 13:00:00,692.5,3986.0,494.5
2016-01-02 13:15:00,691.0,3994.25,481.75
2016-01-02 13:30:00,690.5,3991.25,466.5
2016-01-02 13:45:00,689.75,3992.75,425.75
2016-01-02 14:00:00,690.75,4016.0,385.5
2016-01-02 14:15:00,692.0,4043.0,328.0
2016-01-02 14:30:00,692.75,4065.0,261.75
2016-01-02 14:45:00,693.25,4084.75,202.0
2016-01-02 15:00:00,694.75,4078.5,156.0
2016-01-02 15:15:00,693.75,4098.75,114.75
2016-01-02 15:30:00,694.25,4123.5,72.5
2016-01-02 15:45:00,694.75,4158.75,38.5
2016-01-02 16:00:00,693.25,4189.75,17.0
2016-01-02 16:15:00,691.0,4214.25,6.75
2016-01-02 16:30:00,685.75,4256.5,2.75
2016-01-02 16:45:00,685.0,4314.75,0.75
2016-01-02 17:00:00,684.25,4342.5,0.0
2016-01-02 17:15:00,685.0,4381.0,0.0
2016-01-02 17:30:00,683.5,4442.25,0.0
2016-01-02 17:45:00,685.5,4472.0,0.0
2016-01-02 18:00:00,686.5,4504.0,0.0
2016-01-02 18:15:00,685.0,4507.5,0.0
2016-01-02 18:30:00,683.0,4498.75,0.0
2016-01-02 18:45:00,679.25,4509.5,0.0
2016-01-02 19:00:00,681.75,4523.75,0.0
2016-01-02 19:15:00,683.75,4496.0,0.0
2016-01-02 19:30:00,682.25,4497.5,0.0
2016-01-02 19:45:00,685.0,4450.5,0.0
2016-01-02 20:00:00,682.0,4413.75,0.0
2016-01-02 20:15:00,684.25,4384.0,0.0
2016-01-02 20:30:00,686.75,4386.75,0.0
2016-01-02 20:45:00,685.5,4354.25,0.0
2016-01-02 21:00:00,685.5,4328.0,0.0
2016-01-02 21:15:00,684.0,4298.0,0.0
2016-01-02 21:30:00,681.25,4233.25,0.0
2016-01-02 21:45:00,681.75,4217.0,0.0
2016-01-02 22:00:00,681.5,4060.75,0.0
2016-01-02 22:15:00,679.5,4057.25,0.0
2016-01-02 22:30:00,683.0,4078.75,0.0
2016-01-02 22:45:00,683.0,4080.75,0.0
2016-01-02 23:00:00,681.75,4099.0,0.0
2016-01-02 23:15:00,682.25,4124.0,0.0
2016-01-02 23:30:00,682.0,4155.5,0.0
2016-01-02 23:45:00,682.75,4184.0,0.0
2016-01-03 00:00:00,681.0,4170.75,0.0
2016-01-03 00:15:00,680.5,4163.75,0.0
2016-01-03 00:30:00,679.5,4163.5,0.0
2016-01-03 00:45:00,678.25,4151.0,0.0
2016-01-03 01:00:00,678.5,4074.5,0.0
2016-01-03 01:15:00,678.0,4093.75,0.0
2016-01-03 01:30:00,675.25,4094.0,0.0
2016-01-03 01:45:00,672.25,4089.75,0.0
2016-01-03 02:00:00,670.5,4081.0,0.0
2016-01-03 02:15:00,671.75,4114.0,0.0
2016-01-03 02:30:00,673.5,4124.0,0.0
2016-01-03 02:45:00,673.25,4104.75,0.0
2016-01-03 03:00:00,673.5,4085.75,0.0
2016-01-03 03:15:00,673.25,4068.5,0.0
2016-01-03 03:30:00,672.5,4050.75,0.0
2016-01-03 03:45:00,672.5,4033.25,0.0
2016-01-03 04:00:00,671.5,4025.75,0.0
2016-01-03 04:15:00,673.5,3997.25,0.0
2016-01-03 04:30:00,672.75,4014.25,0.0
2016-01-03 04:45:00,672.25,4000.5,0.0
2016-01-03 05:00:00,670.0,4001.5,0.0
2016-01-03 05:15:00,671.0,3995.25,0.0
2016-01-03 05:30:00,669.75,4001.0,0.0
2016-01-03 05:45:00,669.0,4000.25,0.0
2016-01-03 06:00:00,668.0,4095.0,0.0
2016-01-03 06:15:00,668.25,4066.0,0.0
2016-01-03 06:30:00,669.5,4025.75,0.0
2016-01-03 06:45:00,669.0,4000.5,0.0
2016-01-03 07:00:00,668.75,3991.25,0.0
2016-01-03 07:15:00,669.25,3985.5,0.0
2016-01-03 07:30:00,668.75,3981.5,0.0
2016-01-03 07:45:00,670.0,3960.25,0.0
2016-01-03 08:00:00,670.25,3919.0,1.5
2016-01-03 08:15:00,672.25,3882.5,6.75
2016-01-03 08:30:00,670.25,3863.25,18.5
2016-01-03 08:45:00,670.5,3840.5,39.5
2016-01-03 09:00:00,669.75,3819.5,80.25
2016-01-03 09:15:00,664.75,3777.5,128.75
2016-01-03 09:30:00,670.0,3704.0,182.5
2016-01-03 09:45:00,667.75,3661.5,246.25
2016-01-03 10:00:00,669.0,3641.75,306.5
2016-01-03 10:15:00,666.75,3645.5,374.0
2016-01-03 10:30:00,666.0,3630.25,448.5
2016-01-03 10:45:00,664.25,3568.25,518.5
2016-01-03 11:00:00,663.75,3466.75,580.75
2016-01-03 11:15:00,664.25,3398.0,636.75
2016-01-03 11:30:00,663.25,3329.25,685.75
2016-01-03 11:45:00,664.0,3256.75,717.75
2016-01-03 12:00:00,666.0,3184.5,743.5
2016-01-03 12:15:00,665.75,3124.5,762.25
2016-01-03 12:30:00,666.5,3082.5,755.0
2016-01-03 12:45:00,667.75,3046.25,790.25
2016-01-03 13:00:00,668.75,3038.75,767.25
2016-01-03 13:15:00,668.75,3047.25,750.0
2016-01-03 13:30:00,668.75,3028.0,714.75
2016-01-03 13:45:00,668.75,3020.25,676.5
2016-01-03 14:00:00,663.75,3022.0,594.75
2016-01-03 14:15:00,650.5,3019.25,510.5
2016-01-03 14:30:00,641.0,3049.0,427.75
2016-01-03 14:45:00,635.75,3085.75,347.0
2016-01-03 15:00:00,632.75,3138.25,264.25
2016-01-03 15:15:00,633.75,3178.75,192.5
2016-01-03 15:30:00,634.5,3212.75,128.25
2016-01-03 15:45:00,633.25,3258.5,73.5
2016-01-03 16:00:00,633.75,3282.0,32.25
2016-01-03 16:15:00,635.75,3298.5,12.75
2016-01-03 16:30:00,646.25,3319.5,2.5
2016-01-03 16:45:00,654.25,3374.75,0.5
2016-01-03 17:00:00,657.5,3421.75,0.0
2016-01-03 17:15:00,653.75,3427.5,0.0
2016-01-03 17:30:00,646.0,3621.25,0.0
2016-01-03 17:45:00,643.25,3686.25,0.0
2016-01-03 18:00:00,640.0,3744.0,0.0
2016-01-03 18:15:00,635.25,3795.25,0.0
2016-01-03 18:30:00,634.0,3837.0,0.0
2016-01-03 18:45:00,631.25,3832.5,0.0
2016-01-03 19:00:00,631.0,3853.0,0.0
2016-01-03 19:15:00,630.25,3866.75,0.0
2016-01-03 19:30:00,631.75,3904.75,0.0
2016-01-03 19:45:00,632.0,3932.0,0.0
2016-01-03 20:00:00,633.5,3932.75,0.0
2016-01-03 20:15:00,634.25,3925.5,0.0
2016-01-03 20:30:00,635.0,3908.0,0.0
2016-01-03 20:45:00,635.75,3873.25,0.0
2016-01-03 21:00:00,635.25,3850.5,0.0
2016-01-03 21:15:00,635.5,3880.5,0.0
2016-01-03 21:30:00,638.0,3870.25,0.0
2016-01-03 21:45:00,639.5,3850.0,0.0
2016-01-03 22:00:00,642.0,3744.75,0.0
2016-01-03 22:15:00,640.0,3707.25,0.0
2016-01-03 22:30:00,642.25,3698.5,0.0
2016-01-03 22:45:00,644.25,3694.5,0.0
2016-01-03 23:00:00,646.25,3672.25,0.0
2016-01-03 23:15:00,647.0,3681.75,0.0
2016-01-03 23:30:00,647.25,3652.0,0.0
2016-01-03 23:45:00,646.75,3624.25,0.0
2016-01-04 00:00:00,649.0,3593.5,0.0
2016-01-04 00:15:00,651.0,3578.25,0.0
2016-01-04 00:30:00,650.5,3559.25,0.0
2016-01-04 00:45:00,650.5,3545.5,0.0
2016-01-04 01:00:00,649.5,3465.75,0.0
2016-01-04 01:15:00,650.0,3422.25,0.0
2016-01-04 01:30:00,651.5,3361.75,0.0
2016-01-04 01:45:00,649.0,3310.5,0.0
2016-01-04 02:00:00,649.75,3281.5,0.0
2016-01-04 02:15:00,650.75,3232.75,0.0
2016-01-04 02:30:00,652.0,3222.5,0.0
2016-01-04 02:45:00,650.75,3201.25,0.0
2016-01-04 03:00:00,649.25,3170.5,0.0
2016-01-04 03:15:00,651.25,3085.75,0.0
2016-01-04 03:30:00,651.5,3031.25,0.0
2016-01-04 03:45:00,652.25,2994.5,0.0
2016-01-04 04:00:00,652.25,2944.5,0.0
2016-01-04 04:15:00,653.25,2914.5,0.0
2016-01-04 04:30:00,653.25,2848.5,0.0
2016-01-04 04:45:00,653.5,2829.0,0.0
2016-01-04 05:00:00,654.25,2794.5,0.0
2016-01-04 05:15:00,654.75,2767.25,0.0
2016-01-04 05:30:00,654.75,2759.5,0.0
2016-01-04 05:45:00,654.25,2747.0,0.0
2016-01-04 06:00:00,655.25,2785.75,0.0
2016-01-04 06:15:00,657.0,2799.25,0.0
2016-01-04 06:30:00,662.0,2815.75,0.0
2016-01-04 06:45:00,662.75,2815.75,0.0
2016-01-04 07:00:00,664.25,2783.25,0.0
2016-01-04 07:15:00,664.75,2746.5,0.0
2016-01-04 07:30:00,665.5,2716.25,0.0
2016-01-04 07:45:00,667.25,2710.75,0.0
2016-01-04 08:00:00,668.25,2721.0,1.5
2016-01-04 08:15:00,668.0,2677.0,7.25
2016-01-04 08:30:00,667.75,2660.25,21.25
2016-01-04 08:45:00,668.5,2670.0,41.0
2016-01-04 09:00:00,666.0,2600.25,64.25
2016-01-04 09:15:00,666.5,2544.25,105.0
2016-01-04 09:30:00,666.0,2519.75,154.5
2016-01-04 09:45:00,666.25,2452.0,208.75
2016-01-04 10:00:00,666.25,2401.25,260.0
2016-01-04 10:15:00,666.0,2361.0,317.75
2016-01-04 10:30:00,666.5,2321.25,363.75
2016-01-04 10:45:00,670.25,2261.25,408.25
2016-01-04 11:00:00,668.0,2200.25,447.75
2016-01-04 11:15:00,667.0,2158.0,490.5
2016-01-04 11:30:00,669.5,2099.0,516.25
2016-01-04 11:45:00,668.25,2064.0,543.75
2016-01-04 12:00:00,668.5,2068.75,560.0
2016-01-04 12:15:00,668.0,2058.75,557.5
2016-01-04 12:30:00,666.0,2005.5,556.5
2016-01-04 12:45:00,667.5,1962.5,557.0
2016-01-04 13:00:00,665.75,1929.0,535.25
2016-01-04 13:15:00,668.0,1911.75,523.75
2016-01-04 13:30:00,669.0,1900.25,490.5
2016-01-04 13:45:00,669.0,1885.5,455.75
2016-01-04 14:00:00,667.5,1864.25,397.25
2016-01-04 14:15:00,670.25,1877.25,350.0
2016-01-04 14:30:00,671.75,1918.5,298.25
2016-01-04 14:45:00,671.5,1948.0,252.0
2016-01-04 15:00:00,672.0,1955.75,207.0
2016-01-04 15:15:00,670.75,1961.75,165.0
2016-01-04 15:30:00,673.5,1951.75,101.25
2016-01-04 15:45:00,672.5,1946.5,63.0
2016-01-04 16:00:00,671.0,1947.25,34.25
2016-01-04 16:15:00,669.75,2004.75,17.0
2016-01-04 16:30:00,668.25,2030.25,5.75
2016-01-04 16:45:00,667.75,2063.0,0.5
2016-01-04 17:00:00,671.0,2103.5,0.0
2016-01-04 17:15:00,672.25,2139.0,0.0
2016-01-04 17:30:00,673.75,2178.75,0.0
2016-01-04 17:45:00,671.5,2197.0,0.0
2016-01-04 18:00:00,671.75,2200.75,0.0
2016-01-04 18:15:00,669.5,2203.5,0.0
2016-01-04 18:30:00,670.25,2184.5,0.0
2016-01-04 18:45:00,670.5,2195.0,0.0
2016-01-04 19:00:00,670.25,2180.25,0.0
2016-01-04 19:15:00,671.75,2144.0,0.0
2016-01-04 19:30:00,674.0,2147.0,0.0
2016-01-04 19:45:00,674.25,2171.0,0.0
2016-01-04 20:00:00,672.75,2135.75,0.0
2016-01-04 20:15:00,672.25,2124.0,0.0
2016-01-04 20:30:00,675.25,2096.75,0.0
2016-01-04 20:45:00,674.0,2091.5,0.0
2016-01-04 21:00:00,674.25,2068.75,0.0
2016-01-04 21:15:00,674.0,2025.0,0.0
2016-01-04 21:30:00,674.0,1991.75,0.0
2016-01-04 21:45:00,672.75,1978.0,0.0
2016-01-04 22:00:00,671.75,1964.75,0.0
2016-01-04 22:15:00,673.5,1951.75,0.0
2016-01-04 22:30:00,672.5,1922.75,0.0
2016-01-04 22:45:00,675.25,1881.5,0.0
2016-01-04 23:00:00,673.25,1874.5,0.0
2016-01-04 23:15:00,674.75,1871.5,0.0
2016-01-04 23:30:00,673.5,1854.0,0.0
2016-01-04 23:45:00,673.0,1849.75,0.0
2016-01-05 00:00:00,672.5,1857.75,0.0
2016-01-05 00:15:00,674.5,1833.0,0.0
2016-01-05 00:30:00,673.75,1810.25,0.0
2016-01-05 00:45:00,674.5,1798.25,0.0
2016-01-05 01:00:00,672.0,1777.75,0.0
2016-01-05 01:15:00,671.25,1773.0,0.0
2016-01-05 01:30:00,671.75,1768.0,0.0
2016-01-05 01:45:00,670.5,1761.5,0.0
2016-01-05 02:00:00,673.75,1748.5,0.0
2016-01-05 02:15:00,673.5,1749.75,0.0
2016-01-05 02:30:00,673.5,1747.5,0.0
2016-01-05 02:45:00,672.5,1760.5,0.0
2016-01-05 03:00:00,672.75,1755.0,0.0
2016-01-05 03:15:00,673.75,1730.0,0.0
2016-01-05 03:30:00,674.25,1713.75,0.0
2016-01-05 03:45:00,675.0,1697.0,0.0
2016-01-05 04:00:00,676.0,1699.5,0.0
2016-01-05 04:15:00,674.75,1701.0,0.0
2016-01-05 04:30:00,673.0,1737.0,0.0
2016-01-05 04:45:00,674.75,1756.75,0.0
2016-01-05 05:00:00,677.5,1755.0,0.0
2016-01-05 05:15:00,677.25,1766.75,0.0
2016-01-05 05:30:00,676.0,1763.75,0.0
2016-01-05 05:45:00,674.25,1766.0,0.0
2016-01-05 06:00:00,676.0,1788.75,0.0
2016-01-05 06:15:00,675.0,1770.0,0.0
2016-01-05 06:30:00,674.0,1776.0,0.0
2016-01-05 06:45:00,674.0,1774.75,0.0
2016-01-05 07:00:00,673.5,1781.25,0.0
2016-01-05 07:15:00,673.5,1783.0,0.0
2016-01-05 07:30:00,672.25,1774.5,0.0
2016-01-05 07:45:00,672.75,1762.25,0.0
2016-01-05 08:00:00,674.25,1770.5,1.25
2016-01-05 08:15:00,674.0,1766.5,6.5
2016-01-05 08:30:00,673.25,1763.25,21.25
2016-01-05 08:45:00,673.75,1767.25,46.5
2016-01-05 09:00:00,671.75,1772.5,78.5
2016-01-05 09:15:00,669.5,1758.0,119.0
2016-01-05 09:30:00,662.0,1759.75,166.25
2016-01-05 09:45:00,656.5,1750.75,239.0
2016-01-05 10:00:00,654.25,1749.75,308.0
2016-01-05 10:15:00,652.0,1742.75,376.75
2016-01-05 10:30:00,648.25,1725.25,457.75
2016-01-05 10:45:00,647.75,1708.25,527.75
2016-01-05 11:00:00,639.75,1682.5,550.0
2016-01-05 11:15:00,635.25,1661.5,597.75
2016-01-05 11:30:00,634.75,1668.5,651.25
2016-01-05 11:45:00,630.75,1663.25,697.75
2016-01-05 12:00:00,633.5,1636.5,740.25
2016-01-05 12:15:00,633.0,1632.75,733.75
2016-01-05 12:30:00,631.75,1601.0,735.5
2016-01-05 12:45:00,630.25,1582.25,727.0
2016-01-05 13:00:00,630.0,1585.75,683.75
2016-01-05 13:15:00,631.25,1578.75,637.0
2016-01-05 13:30:00,632.0,1601.75,572.5
2016-01-05 13:45:00,627.25,1590.25,529.5
2016-01-05 14:00:00,629.75,1591.75,485.75
2016-01-05 14:15:00,632.25,1587.0,427.75
2016-01-05 14:30:00,631.75,1563.0,377.0
2016-01-05 14:45:00,637.75,1577.75,320.0
2016-01-05 15:00:00,630.5,1619.5,261.0
2016-01-05 15:15:00,627.0,1612.25,196.5
2016-01-05 15:30:00,630.75,1608.5,133.5
2016-01-05 15:45:00,624.25,1627.5,82.25
2016-01-05 16:00:00,630.25,1633.0,42.75
2016-01-05 16:15:00,631.5,1622.0,15.75
2016-01-05 16:30:00,630.0,1597.0,3.0
2016-01-05 16:45:00,619.25,1607.75,0.75
2016-01-05 17:00:00,625.5,1650.5,0.0
2016-01-05 17:15:00,631.25,1644.75,0.0
2016-01-05 17:30:00,632.25,1651.25,0.0
2016-01-05 17:45:00,637.75,1641.0,0.0
2016-01-05 18:00:00,635.75,1666.25,0.0
2016-01-05 18:15:00,636.5,1689.0,0.0
2016-01-05 18:30:00,637.0,1696.5,0.0
2016-01-05 18:45:00,649.75,1684.25,0.0
2016-01-05 19:00:00,655.0,1664.0,0.0
2016-01-05 19:15:00,652.25,1650.0,0.0
2016-01-05 19:30:00,647.5,1620.25,0.0
2016-01-05 19:45:00,645.75,1622.75,0.0
2016-01-05 20:00:00,643.5,1616.0,0.0
2016-01-05 20:15:00,644.25,1625.75,0.0
2016-01-05 20:30:00,643.25,1618.0,0.0
2016-01-05 20:45:00,633.25,1600.75,0.0
2016-01-05 21:00:00,631.5,1564.0,0.0
2016-01-05 21:15:00,628.75,1556.0,0.0
2016-01-05 21:30:00,637.0,1555.5,0.0
2016-01-05 21:45:00,645.25,1536.0,0.0
2016-01-05 22:00:00,640.5,1510.25,0.0
2016-01-05 22:15:00,637.75,1523.0,0.0
2016-01-05 22:30:00,627.75,1506.0,0.0
2016-01-05 22:45:00,625.75,1514.25,0.0
2016-01-05 23:00:00,626.75,1506.5,0.0
2016-01-05 23:15:00,621.5,1508.25,0.0
2016-01-05 23:30:00,624.5,1527.75,0.0
2016-01-05 23:45:00,623.75,1533.75,0.0
2016-01-06 00:00:00,621.25,1525.75,0.0
2016-01-06 00:15:00,621.75,1508.0,0.0
2016-01-06 00:30:00,627.75,1430.5,0.0
2016-01-06 00:45:00,628.25,1408.5,0.0
2016-01-06 01:00:00,625.75,1434.5,0.0
2016-01-06 01:15:00,629.25,1430.5,0.0
2016-01-06 01:30:00,625.75,1413.25,0.0
2016-01-06 01:45:00,633.25,1363.75,0.0
2016-01-06 02:00:00,632.5,1340.75,0.0
2016-01-06 02:15:00,635.5,1332.5,0.0
2016-01-06 02:30:00,630.75,1307.5,0.0
2016-01-06 02:45:00,638.25,1297.5,0.0
2016-01-06 03:00:00,642.75,1280.5,0.0
2016-01-06 03:15:00,636.75,1275.25,0.0
2016-01-06 03:30:00,640.25,1270.25,0.0
2016-01-06 03:45:00,638.5,1264.75,0.0
2016-01-06 04:00:00,638.75,1235.75,0.0
2016-01-06 04:15:00,639.75,1235.25,0.0
2016-01-06 04:30:00,642.25,1237.5,0.0
2016-01-06 04:45:00,637.5,1252.75,0.0
2016-01-06 05:00:00,633.75,1248.75,0.0
2016-01-06 05:15:00,634.5,1293.0,0.0
2016-01-06 05:30:00,645.0,1297.25,0.0
2016-01-06 05:45:00,649.75,1289.75,0.0
2016-01-06 06:00:00,653.0,1283.0,0.0
2016-01-06 06:15:00,657.75,1270.0,0.0
2016-01-06 06:30:00,660.75,1251.0,0.0
2016-01-06 06:45:00,661.25,1246.5,0.0
2016-01-06 07:00:00,660.5,1250.25,0.0
2016-01-06 07:15:00,661.5,1246.75,0.0
2016-01-06 07:30:00,665.25,1234.25,0.0
2016-01-06 07:45:00,663.25,1233.0,0.0
2016-01-06 08:00:00,666.5,1231.0,2.5
2016-01-06 08:15:00,666.0,1235.75,14.0
2016-01-06 08:30:00,663.0,1222.75,38.75
2016-01-06 08:45:00,664.0,1219.75,71.75
2016-01-06 09:00:00,662.25,1213.0,115.75
2016-01-06 09:15:00,665.5,1173.5,167.75
2016-01-06 09:30:00,665.5,1144.25,210.0
2016-01-06 09:45:00,667.25,1125.75,275.5
2016-01-06 10:00:00,666.75,1096.75,355.5
2016-01-06 10:15:00,664.5,1083.25,421.0
2016-01-06 10:30:00,662.5,1054.0,486.25
2016-01-06 10:45:00,660.75,1034.25,554.5
2016-01-06 11:00:00,652.0,1037.0,615.25
2016-01-06 11:15:00,646.25,1030.75,664.5
2016-01-06 11:30:00,641.5,1012.25,708.75
2016-01-06 11:45:00,642.25,995.75,732.5
2016-01-06 12:00:00,649.0,966.75,728.5
2016-01-06 12:15:00,647.0,916.25,716.5
2016-01-06 12:30:00,647.5,884.75,695.5
2016-01-06 12:45:00,642.0,869.0,679.75
2016-01-06 13:00:00,636.25,871.5,642.25
2016-01-06 13:15:00,636.0,855.75,608.0
2016-01-06 13:30:00,638.75,828.5,563.75
2016-01-06 13:45:00,643.75,818.0,511.25
2016-01-06 14:00:00,649.25,801.0,452.0
2016-01-06 14:15:00,646.0,771.5,400.5
2016-01-06 14:30:00,648.25,759.5,338.5
