,Photovoltaik,Wind Onshore,Wind Offshore
0,5.98623227372594e-06,0.28587468638204605,0.37691570748508274
1,2.99311613686297e-06,0.28792023645531445,0.37904212996046127
2,2.99311613686297e-06,0.29042508674187395,0.3817319748845147
3,2.99311613686297e-06,0.29015357559553795,0.37613769227600247
4,2.99311613686297e-06,0.2921859334074186,0.3766140535836222
5,2.99311613686297e-06,0.2921306489333093,0.3902270561737567
6,2.99311613686297e-06,0.2927546849767083,0.39410529015501733
7,2.99311613686297e-06,0.2939237765382785,0.39688092967308847
8,4.340848644305823e-06,0.2934406361071225,0.39470869570495526
9,2.99311613686297e-06,0.29420575549250594,0.3917940955812654
10,2.99311613686297e-06,0.2907507811729999,0.38531442946252625
11,2.99311613686297e-06,0.29183189691066685,0.38610291689472437
12,2.99311613686297e-06,0.2904068891849993,0.3858693336928202
13,2.99311613686297e-06,0.2893083259951233,0.3868287416441013
14,2.99311613686297e-06,0.28796834261744214,0.38750233134420625
15,2.99311613686297e-06,0.28901390272105976,0.38586738848586877
16,4.340848644305823e-06,0.29025670719964436,0.38718320236664705
17,2.99311613686297e-06,0.2899607902340636,0.3956171276924467
18,4.340848644305823e-06,0.2881405051484506,0.3942160355421597
19,2.99311613686297e-06,0.28869841751269604,0.3829389138334328
20,5.6885811517486754e-06,0.29273123012940333,0.37435001121462175
21,4.638499766283088e-06,0.2914872183608277,0.36430772518180027
22,4.638499766283088e-06,0.29053854699910686,0.35976322475251576
23,2.99311613686297e-06,0.2902524966273268,0.35106353791872963
24,4.340848644305823e-06,0.29394199269202337,0.3426906794998759
25,2.99311613686297e-06,0.29278341871789954,0.34232915304932937
26,2.99311613686297e-06,0.2929741338569166,0.3436436940533056
27,2.99311613686297e-06,0.2929677273209273,0.3473593913179445
28,2.99311613686297e-06,0.2929849718967809,0.3466391344137955
29,5.6203532292471355e-06,0.29288128295605226,0.3372745370810473
30,7.265736858667252e-06,0.29168641804155876,0.3365766011686293
31,8.613469366110106e-06,0.29095880181082673,0.3304281216115203
32,0.00017464353955688784,0.2889839486562436,0.3229842731513728
33,0.0011347010028211046,0.288728051808476,0.3169577408283849
34,0.004491710669879389,0.2861703190765409,0.3109232131316584
35,0.010465421985648494,0.2848192549608031,0.31039453732434175
36,0.01826128314694772,0.2833895966675719,0.3137126790615915
37,0.02672572553453672,0.2833420097672932,0.31016340641591306
38,0.03591410188262881,0.2797506028893151,0.3100917068362488
39,0.04680922380951821,0.27894684592568786,0.3092862091349404
40,0.05757269416406964,0.2795023477491266,0.3085854973316234
41,0.06815494837611406,0.2774953107508577,0.306717035973736
42,0.07823657107273138,0.27555409342923814,0.30121523695080676
43,0.08880027493628624,0.27315975463564546,0.29748205889335577
44,0.09696931358848775,0.2728317219505664,0.3028708195378581
45,0.10435849176302782,0.2725609998791777,0.3129272523487907
46,0.1108297676745179,0.27123562831535053,0.3228631577506552
47,0.11562518267299834,0.2686171566323593,0.3281581474676715
48,0.12005458904661352,0.26579385545404605,0.32690576254334774
49,0.1213076967895622,0.26429519150077313,0.3275281035605952
50,0.12169539643267718,0.26150133252924496,0.3300801190636584
51,0.11991993281586187,0.2587330690291527,0.3328951018785562
52,0.1159094168068493,0.25772860890425026,0.3307289383018364
53,0.11156745356007106,0.255084478027214,0.33215416204783094
54,0.10468645973181633,0.2518033364283945,0.33508736763101643
55,0.09713665490857189,0.24832154741509743,0.3333754089521156
56,0.08794182217621335,0.24605935134547124,0.35262878603642583
57,0.07752461032506505,0.24346744614323093,0.35569350764195934
58,0.0663896797186887,0.2403110010800311,0.3496929904673275
59,0.054858401991699585,0.23832030192380843,0.3453167278625413
60,0.04257567528708165,0.23804215445722482,0.3521962785911553
61,0.030462078784200677,0.23803228243501198,0.3556938014427197
62,0.019576810323867867,0.23922884099214128,0.35464996437561297
63,0.010469976066414914,0.24036357647544954,0.35540334492887
64,0.004233472842394793,0.24241274367012228,0.3540298679201281
65,0.0011870470077420077,0.2446301638211298,0.3560180524665436
