,Photovoltaik,Wind Onshore,Wind Offshore
0,2.425918513397135e-05,0.148245478435616,0.1583917148949132
1,1.2129592566985676e-05,0.1435638098182541,0.15747791653975024
2,1.2129592566985676e-05,0.13972130821721176,0.15656411818458726
3,1.2129592566985676e-05,0.13793255747189895,0.15686871763630825
4,1.2129592566985676e-05,0.13804297418457256,0.15686871763630825
5,1.2129592566985676e-05,0.13731422388092662,0.15747791653975024
6,1.2129592566985676e-05,0.13817547423978094,0.15747791653975024
7,1.2129592566985676e-05,0.13888214120089218,0.15717331708802923
8,2.425918513397135e-05,0.13897047457103107,0.15717331708802923
9,1.2129592566985676e-05,0.13824172426738512,0.15717331708802923
10,1.2129592566985676e-05,0.13786630744429476,0.15625951873286628
11,1.2129592566985676e-05,0.13817547423978094,0.15565031982942432
12,1.2129592566985676e-05,0.13910297462623944,0.15656411818458726
13,1.2129592566985676e-05,0.14157630899012874,0.1580871154431922
14,1.2129592566985676e-05,0.14223880926617052,0.1580871154431922
15,1.2129592566985676e-05,0.14232714263630944,0.1580871154431922
16,2.425918513397135e-05,0.14274672614446923,0.1580871154431922
17,1.2129592566985676e-05,0.1427908928295387,0.1580871154431922
18,2.425918513397135e-05,0.1422167259236358,0.15869631434663417
19,1.2129592566985676e-05,0.13930172470905197,0.1583917148949132
20,3.638877770095702e-05,0.13360422233509264,0.15717331708802923
21,1.2129592566985676e-05,0.1293200538833558,0.15869631434663417
22,1.2129592566985676e-05,0.12614005255835523,0.15869631434663417
23,1.2129592566985676e-05,0.1251021354592231,0.15900091379835515
24,2.425918513397135e-05,0.12276130115054215,0.15900091379835515
25,1.2129592566985676e-05,0.11894088289203454,0.15900091379835515
26,1.2129592566985676e-05,0.11454629772762405,0.15869631434663417
27,1.2129592566985676e-05,0.11110129629220679,0.15869631434663417
28,1.2129592566985676e-05,0.10703796126581719,0.1583917148949132
29,1.2129592566985676e-05,0.10438796016165007,0.1583917148949132
30,1.2129592566985676e-05,0.10162754234480931,0.1583917148949132
31,2.425918513397135e-05,0.09811629088178787,0.15869631434663417
32,0.0001455551108038281,0.09372170571737738,0.15961011270179715
33,0.0012857368121004815,0.08921670384029326,0.15961011270179715
34,0.007277755540191405,0.08581586908994546,0.1602193116052391
35,0.016302172410028747,0.08268003445001436,0.1605239110569601
36,0.026466770981162742,0.07897003290418038,0.1605239110569601
37,0.03614618584961731,0.07450919771216571,0.1605239110569601
38,0.04569217519983504,0.06993794580747742,0.1605239110569601
39,0.05538371966085659,0.06616169423403927,0.1605239110569601
40,0.06552405904685661,0.06143585893160789,0.1605239110569601
41,0.07435440243562219,0.05589293995539165,0.15991471215351813
42,0.08219011923389494,0.051078771282821366,0.15900091379835515
43,0.08991666969906481,0.045535852306605125,0.1602193116052391
44,0.09658794561090693,0.04120751716979882,0.1605239110569601
45,0.10184005919241172,0.03796126581719409,0.1605239110569601
46,0.10640078599759833,0.03418501424375593,0.1605239110569601
47,0.10902077799206725,0.030143762559901068,0.16082851050868108
48,0.1088024453258615,0.027515844798268668,0.16082851050868108
49,0.10837790958601701,0.02535167722986551,0.16082851050868108
50,0.10887522288126342,0.02334209305920544,0.16082851050868108
51,0.10722559829215336,0.020979175407989752,0.1605239110569601
52,0.10494523488956006,0.018903341209725505,0.1605239110569601
53,0.09983867641885909,0.015811673254863857,0.16082851050868108
54,0.09190592288005046,0.01349292228871762,0.16082851050868108
55,0.08362141115679925,0.012079588366495152,0.16082851050868108
56,0.0757856943585265,0.011328754720314466,0.15961011270179715
57,0.06673701830355519,0.009827087427953095,0.15991471215351813
58,0.0563055686959475,0.008833337013890422,0.15991471215351813
59,0.045777082347803935,0.008347503478126449,0.15991471215351813
60,0.03550331744356707,0.008082503367709737,0.15991471215351813
61,0.026005846463617286,0.008082503367709737,0.15961011270179715
62,0.016957170408645975,0.008480003533334805,0.15991471215351813
63,0.009400434239413898,0.009054170439237683,0.15961011270179715
64,0.003966376769404316,0.010224587593578164,0.15961011270179715
65,0.0010310153681937825,0.012123755051564605,0.15961011270179715
66,0.00012129592566985675,0.015016672923613718,0.15991471215351813
67,3.638877770095702e-05,0.018240840933683722,0.15991471215351813
68,2.425918513397135e-05,0.021089592120663383,0.15991471215351813
69,2.425918513397135e-05,0.024733343638893183,0.15961011270179715
70,3.638877770095702e-05,0.02945917894132456,0.15991471215351813
