Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Anzahl Autos,Strombedarf (kWh)
00:00:00,0.378260869565217,0.01106538402960569,42601.72851398191,272651.0624894842
00:15:00,0.337108223104694,0.009861532736598053,37966.901035902505,242988.16662977604
00:30:00,0.294634445402106,0.008619033976397301,33183.28080912961,212372.9971784295
00:45:00,0.252814110433403,0.007395650581738075,28473.25473969159,182228.8303340262
01:00:00,0.212954103666359,0.006229613283703529,23984.011142258587,153497.67131045496
01:15:00,0.190737050714236,0.005579690855290828,21481.809792869688,137483.582674366
01:30:00,0.171133768697656,0.005006229889044301,19273.98507282056,123353.50446605159
01:45:00,0.151530486681077,0.004432768922797803,17066.16035277154,109223.42625773787
02:00:00,0.130620319196726,0.003821077225468204,14711.147318052585,94151.34283553655
02:15:00,0.115591136317349,0.003381423818012563,13018.481699348367,83318.28287582955
02:30:00,0.100561953437971,0.002941770410556892,11325.816080644034,72485.22291612181
02:45:00,0.0861862132924804,0.0025212323686428133,9706.744619274832,62123.165563358925
03:00:00,0.0711570304131028,0.0020815789611871543,8014.079000570544,51290.105603651486
03:15:00,0.0678898167436727,0.001986002133479397,7646.108213895678,48935.09256893234
03:30:00,0.0659294885420151,0.001928656036854756,7425.325741890811,47522.08474810119
03:45:00,0.0633157176064713,0.0018521945746885584,7130.949112550949,45638.07432032608
04:00:00,0.0607019466709273,0.001775733112522355,6836.572483211066,43754.063892550825
04:15:00,0.0609180691544324,0.0017820554114166734,6860.913333954192,43909.84533730683
04:30:00,0.0615715118883184,0.001801170776958224,6934.507491289162,44380.84794425064
04:45:00,0.0615715118883184,0.001801170776958224,6934.507491289162,44380.84794425064
05:00:00,0.0620037568553291,0.0018138153747468753,6983.1891927754705,44692.41083376302
05:15:00,0.058741618469269,0.0017183870158976934,6615.79001120612,42341.05607171917
05:30:00,0.0574347330014972,0.0016801562848145974,6468.6016965362,41399.05085783168
05:45:00,0.0543478260869563,0.0015898540272421921,6120.93800488244,39174.00323124762
06:00:00,0.0521739130434781,0.001526259866152506,5876.100484687147,37607.04310199775
06:15:00,0.0521739130434781,0.001526259866152506,5876.100484687147,37607.04310199775
06:30:00,0.0521739130434781,0.001526259866152506,5876.100484687147,37607.04310199775
06:45:00,0.0521739130434781,0.001526259866152506,5876.100484687147,37607.04310199775
