Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Strombedarf (kWh),
00:00:00,0.455932291888508,0.016205063848757716,326694.0871909556,
00:15:00,0.441027322005281,0.015675301002566137,316014.06821173336,
00:30:00,0.41874705113562,0.014883400059303354,300049.3451955556,
00:45:00,0.399087988603567,0.014184663932895043,285962.8248871641,
01:00:00,0.379628832352016,0.013493033015082255,272019.5455840583,
01:15:00,0.349940332273433,0.012437823616874214,250746.52411618415,
01:30:00,0.320451738475353,0.011389719427261729,229616.7436535965,
01:45:00,0.290963144677273,0.010341615237649246,208486.9631910088,
02:00:00,0.25688743628838,0.009130472618541465,184070.32798979594,
02:15:00,0.224777634152693,0.007989203612074542,161062.34481942278,
02:30:00,0.187425415341792,0.006661604971898741,134297.95623347862,
02:45:00,0.155315613206104,0.005520335965431783,111289.97306310474,
03:00:00,0.122377168771843,0.004349614775833561,87688.2338808046,
03:15:00,0.104857352707167,0.003726913240983751,75134.57093823241,
03:30:00,0.0943725193567392,0.0033542539735660014,67621.7601070906,
03:45:00,0.0831353895816473,0.002954856061371903,59569.89819725757,
04:00:00,0.0700547965182485,0.002489936489884675,50197.11963607505,
04:15:00,0.0656945988304491,0.0023349632993889397,47072.860115681025,
04:30:00,0.0613344011426495,0.0021799901088931967,43948.60059528684,
04:45:00,0.0591543022987497,0.0021025035136453254,42386.47083508976,
05:00:00,0.0591543022987497,0.0021025035136453254,42386.47083508976,
05:15:00,0.0569742034548501,0.002025016918397461,40824.341074892815,
05:30:00,0.0547941046109501,0.0019475303231495827,39262.21131469559,
05:45:00,0.0526140057670503,0.0018700437279017114,37700.0815544985,
06:00:00,0.0526140057670503,0.0018700437279017114,37700.0815544985,
06:15:00,0.0504339069231507,0.0017925571326538473,36137.95179430156,
06:30:00,0.0504339069231507,0.0017925571326538473,36137.95179430156,
06:45:00,0.0504339069231507,0.0017925571326538473,36137.95179430156,
07:00:00,0.0504339069231507,0.0017925571326538473,36137.95179430156,
07:15:00,0.0504339069231507,0.0017925571326538473,36137.95179430156,
