,Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
0,2030-01-01 00:00:00,-1001.0872789039095,1001.0872789039095,-1001.0872789039095
1,2030-01-01 00:15:00,-1130.021896706814,2131.1091756107235,-1130.021896706814
2,2030-01-01 00:30:00,-1475.2583591848106,3606.367534795534,-1475.2583591848106
3,2030-01-01 00:45:00,-1295.8315170191672,4902.199051814701,-1295.8315170191672
4,2030-01-01 01:00:00,-2019.7610471332664,6921.960098947968,-2019.7610471332664
5,2030-01-01 01:15:00,-2312.925591026309,9234.885689974277,-2312.925591026309
6,2030-01-01 01:30:00,-2125.793786828057,11360.679476802334,-2125.793786828057
7,2030-01-01 01:45:00,-2604.731070468839,13965.410547271173,-2604.731070468839
8,2030-01-01 02:00:00,-2607.5181515189634,16572.928698790136,-2607.5181515189634
9,2030-01-01 02:15:00,-3145.3566303637017,19718.285329153838,-3145.3566303637017
10,2030-01-01 02:30:00,-2963.439611127782,22681.72494028162,-2963.439611127782
11,2030-01-01 02:45:00,-3308.006911391387,25989.73185167301,-3308.006911391387
12,2030-01-01 03:00:00,-2713.490257602967,28703.222109275976,-2713.490257602967
13,2030-01-01 03:15:00,-2752.770883520694,31455.99299279667,-2752.770883520694
14,2030-01-01 03:30:00,-2629.8896721455167,34085.88266494218,-2629.8896721455167
15,2030-01-01 03:45:00,-2652.519901934076,36738.40256687626,-2652.519901934076
16,2030-01-01 04:00:00,-2918.3880021824825,39656.79056905874,-2918.3880021824825
17,2030-01-01 04:15:00,-2803.532484312611,42460.32305337135,-2803.532484312611
18,2030-01-01 04:30:00,-2605.5924522634323,45065.91550563478,-2605.5924522634323
19,2030-01-01 04:45:00,-2581.790078508142,47647.705584142925,-2581.790078508142
20,2030-01-01 05:00:00,-2943.7755470007833,50591.48113114371,-2943.7755470007833
21,2030-01-01 05:15:00,-2673.1107742588283,53264.591905402536,-2673.1107742588283
22,2030-01-01 05:30:00,-2352.394739970199,55616.98664537274,-2352.394739970199
