,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
73,2030-01-01 18:15:00,14262.672336726004,2844.5029976444403,17107.175334370444,0.0
74,2030-01-01 18:30:00,14417.82099488775,2592.6674665042283,17010.48846139198,0.0
75,2030-01-01 18:45:00,14456.855023164977,2415.5558166143473,16872.410839779324,0.0
76,2030-01-01 19:00:00,14370.938237843844,2483.414356315183,16854.352594159027,0.0
77,2030-01-01 19:15:00,14400.350481872807,2276.284356504875,16676.634838377682,0.0
78,2030-01-01 19:30:00,14389.452463233138,2146.3049481515445,16535.757411384682,0.0
79,2030-01-01 19:45:00,14339.75600835903,1956.6399336159247,16296.395941974955,0.0
80,2030-01-01 20:00:00,14397.579218752515,1723.3101820465308,16120.889400799046,0.0
81,2030-01-01 20:15:00,14282.482332608295,1587.461675312763,15869.944007921058,0.0
82,2030-01-01 20:30:00,14188.693052318047,1406.981283620058,15595.674335938105,0.0
83,2030-01-01 20:45:00,14151.419721422182,222.5368067343079,14373.95652815649,967.7008707259702
84,2030-01-01 21:00:00,14063.895531771595,0.0,14063.895531771595,1305.9569635239131
85,2030-01-01 21:15:00,13900.764562941677,0.0,13900.764562941677,1328.5613689598722
86,2030-01-01 21:30:00,13675.715156358408,0.0,13675.715156358408,1443.4518609019124
87,2030-01-01 21:45:00,13674.908836772482,0.0,13674.908836772482,1370.6118954654703
88,2030-01-01 22:00:00,13366.5084767791,0.0,13366.5084767791,1809.0223081806453
89,2030-01-01 22:15:00,13131.828425113074,0.0,13131.828425113074,1849.8160644452528
90,2030-01-01 22:30:00,13108.235926492704,0.0,13108.235926492704,1652.3331213848905
91,2030-01-01 22:45:00,13043.98374107796,0.0,13043.98374107796,1408.7650230921772
92,2030-01-01 23:00:00,12950.25312517563,0.0,12950.25312517563,1288.6677495374988
93,2030-01-01 23:15:00,13028.494163057603,0.0,13028.494163057603,903.9472047392737
94,2030-01-01 23:30:00,13115.995855785855,0.0,13115.995855785855,535.0051181927756
95,2030-01-01 23:45:00,13224.191399586904,0.0,13224.191399586904,183.6530653957052
96,2030-01-02 00:00:00,13364.71610283916,-112.08102867178422,13252.635074167376,0.0
97,2030-01-02 00:15:00,13629.351465902593,-480.26953778827556,13149.081928114318,0.0
98,2030-01-02 00:30:00,13720.555176810649,-807.3616595640815,12913.193517246567,0.0
99,2030-01-02 00:45:00,13728.929476860769,-980.4048716765592,12748.52460518421,0.0
100,2030-01-02 01:00:00,13983.711101972613,-1357.2826294110782,12626.428472561534,0.0
101,2030-01-02 01:15:00,14223.738425107005,-1724.8254428469645,12498.91298226004,0.0
102,2030-01-02 01:30:00,14272.651885957079,-1778.7632402130512,12493.888645744028,0.0
103,2030-01-02 01:45:00,14269.65455679985,-1714.0882587631622,12555.566298036687,0.0
104,2030-01-02 02:00:00,14871.29192605647,-2338.505695517204,12532.786230539266,0.0
105,2030-01-02 02:15:00,15393.316113995335,-2959.568965370503,12433.747148624832,0.0
106,2030-01-02 02:30:00,15604.70031492554,-3107.9637503395643,12496.736564585975,0.0
107,2030-01-02 02:45:00,15726.201570435165,-3119.754704586976,12606.44686584819,0.0
108,2030-01-02 03:00:00,15954.757255569371,-3220.398100393044,12734.359155176327,0.0
109,2030-01-02 03:15:00,16171.79097897863,-3402.472348027328,12769.318630951302,0.0
110,2030-01-02 03:30:00,16431.88625459421,-3572.3484537515924,12859.537800842618,0.0
111,2030-01-02 03:45:00,16661.99584474224,-3650.3869520589124,13011.608892683327,0.0
112,2030-01-02 04:00:00,17063.4621130421,-3845.359450339907,13218.102662702193,0.0
113,2030-01-02 04:15:00,17267.88685239371,-3857.1247757217643,13410.762076671945,0.0
114,2030-01-02 04:30:00,17355.912385143463,-3729.0453544695647,13626.867030673899,0.0
115,2030-01-02 04:45:00,17589.036292229426,-1241.9947804886833,16347.041511740743,-2487.7826380103343
116,2030-01-02 05:00:00,17543.729817102816,0.0,17543.729817102816,-3408.5258337228715
117,2030-01-02 05:15:00,17548.501514471092,0.0,17548.501514471092,-3157.8462484224983
118,2030-01-02 05:30:00,17705.792136753407,0.0,17705.792136753407,-2967.1180359939335
119,2030-01-02 05:45:00,18034.584083408354,0.0,18034.584083408354,-2763.403474477578
120,2030-01-02 06:00:00,18418.66212399718,0.0,18418.66212399718,-2401.5732264666713
121,2030-01-02 06:15:00,18785.71738930914,0.0,18785.71738930914,-2272.8977585501125
122,2030-01-02 06:30:00,18877.670497971336,0.0,18877.670497971336,-1869.7859205638051
123,2030-01-02 06:45:00,19020.970076649006,0.0,19020.970076649006,-1662.8986612192057
124,2030-01-02 07:00:00,19219.223158441233,0.0,19219.223158441233,-1438.6289840642385
125,2030-01-02 07:15:00,19343.183035620023,0.0,19343.183035620023,-1156.0559992599956
