Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
2030-01-02 08:45:00,6559.782654651412,0.0,0.0
2030-01-02 09:00:00,6654.772542302997,0.0,0.0
2030-01-02 09:15:00,6569.038870570301,0.0,0.0
2030-01-02 09:30:00,6595.1433058368575,0.0,0.0
2030-01-02 09:45:00,6648.987572068181,0.0,0.0
2030-01-02 10:00:00,6687.059969149813,0.0,0.0
2030-01-02 10:15:00,6805.1592337836,0.0,0.0
2030-01-02 10:30:00,6825.214719439509,0.0,0.0
2030-01-02 10:45:00,6868.3599945595,0.0,0.0
2030-01-02 11:00:00,6836.2660593417295,0.0,0.0
2030-01-02 11:15:00,7014.8148659088165,0.0,0.0
2030-01-02 11:30:00,7027.847538184389,0.0,0.0
2030-01-02 11:45:00,7110.272182958328,0.0,0.0
2030-01-02 12:00:00,7212.045521148833,0.0,0.0
2030-01-02 12:15:00,7183.619323391222,0.0,0.0
2030-01-02 12:30:00,7212.341991307101,0.0,0.0
2030-01-02 12:45:00,7139.628164915228,0.0,0.0
2030-01-02 13:00:00,7037.241830629846,0.0,0.0
2030-01-02 13:15:00,6902.844171372028,0.0,0.0
2030-01-02 13:30:00,6872.51917525383,0.0,0.0
2030-01-02 13:45:00,6732.161462090429,0.0,0.0
2030-01-02 14:00:00,6553.738204189252,0.0,0.0
2030-01-02 14:15:00,6452.560375043373,0.0,0.0
2030-01-02 14:30:00,6450.717213944583,0.0,0.0
2030-01-02 14:45:00,6384.00764940077,0.0,0.0
2030-01-02 15:00:00,6491.389926478347,0.0,0.0
2030-01-02 15:15:00,6342.180166406975,0.0,0.0
2030-01-02 15:30:00,6230.272033571477,0.0,0.0
2030-01-02 15:45:00,6178.824616304941,0.0,0.0
2030-01-02 16:00:00,6201.149345951671,0.0,0.0
2030-01-02 16:15:00,6272.362110222402,0.0,0.0
2030-01-02 16:30:00,6294.139295927613,0.0,0.0
2030-01-02 16:45:00,6390.687184338676,0.0,0.0
2030-01-02 17:00:00,6464.138602129675,0.0,0.0
2030-01-02 17:15:00,6366.730389211152,0.0,0.0
2030-01-02 17:30:00,6230.220213578017,0.0,0.0
2030-01-02 17:45:00,6169.675687619412,0.0,0.0
2030-01-02 18:00:00,6145.830531911428,0.0,0.0
2030-01-02 18:15:00,6064.830747263304,0.0,0.0
2030-01-02 18:30:00,6013.132512299122,0.0,0.0
2030-01-02 18:45:00,5972.8020486985515,0.0,0.0
2030-01-02 19:00:00,5877.907511044417,0.0,0.0
2030-01-02 19:15:00,5872.674712654505,0.0,0.0
2030-01-02 19:30:00,5727.33911513483,0.0,0.0
2030-01-02 19:45:00,5649.48913694745,0.0,0.0
2030-01-02 20:00:00,5451.623394918841,0.0,0.0
2030-01-02 20:15:00,5191.67880803974,0.0,0.0
2030-01-02 20:30:00,4916.5862655627025,0.0,0.0
2030-01-02 20:45:00,4780.745440673067,0.0,0.0
2030-01-02 21:00:00,4756.869724114287,0.0,0.0
2030-01-02 21:15:00,4679.51319464657,0.0,0.0
2030-01-02 21:30:00,4593.932252006238,0.0,0.0
2030-01-02 21:45:00,4397.808001498464,0.0,0.0
2030-01-02 22:00:00,4489.749516931874,0.0,0.0
2030-01-02 22:15:00,4339.335262710203,0.0,0.0
2030-01-02 22:30:00,4074.4934527552614,0.0,0.0
2030-01-02 22:45:00,3840.5450368295133,0.0,0.0
2030-01-02 23:00:00,3623.417190240267,0.0,0.0
2030-01-02 23:15:00,3441.223627034713,0.0,0.0
2030-01-02 23:30:00,3235.0371093723006,0.0,0.0
2030-01-02 23:45:00,2981.112146015519,0.0,0.0
2030-01-03 00:00:00,2799.6033561861295,0.0,0.0
2030-01-03 00:15:00,2618.030617522747,0.0,0.0
2030-01-03 00:30:00,2480.350676075661,0.0,0.0
2030-01-03 00:45:00,2371.468372797095,0.0,0.0
2030-01-03 01:00:00,2356.7568753108408,0.0,0.0
2030-01-03 01:15:00,2209.850979256118,0.0,0.0
2030-01-03 01:30:00,2176.141405448534,0.0,0.0
2030-01-03 01:45:00,2152.6165153884103,0.0,0.0
2030-01-03 02:00:00,2100.134261636009,0.0,0.0
2030-01-03 02:15:00,1986.569882878246,0.0,0.0
2030-01-03 02:30:00,2028.4936904315728,0.0,0.0
2030-01-03 02:45:00,2046.326625886315,0.0,0.0
2030-01-03 03:00:00,2068.332698148144,0.0,0.0
2030-01-03 03:15:00,2066.7500100902216,0.0,0.0
2030-01-03 03:30:00,2161.9073174163022,0.0,0.0
2030-01-03 03:45:00,2250.728307321624,0.0,0.0
2030-01-03 04:00:00,2414.4035351653692,0.0,0.0
2030-01-03 04:15:00,2569.8558570970526,0.0,0.0
2030-01-03 04:30:00,2706.217993897917,0.0,0.0
2030-01-03 04:45:00,2786.5858682805483,0.0,0.0
2030-01-03 05:00:00,2976.1056266100004,0.0,0.0
2030-01-03 05:15:00,3116.7286269879532,0.0,0.0
2030-01-03 05:30:00,3247.980116341758,0.0,0.0
2030-01-03 05:45:00,3542.887276523619,0.0,0.0
2030-01-03 06:00:00,3863.1928930456234,0.0,0.0
2030-01-03 06:15:00,4189.361757913841,0.0,0.0
2030-01-03 06:30:00,4554.108356722176,0.0,0.0
2030-01-03 06:45:00,4888.93410355987,0.0,0.0
2030-01-03 07:00:00,5257.763822263072,0.0,0.0
2030-01-03 07:15:00,5609.2919114460165,0.0,0.0
2030-01-03 07:30:00,5851.946805186006,0.0,0.0
2030-01-03 07:45:00,6060.666810270548,0.0,0.0
2030-01-03 08:00:00,6289.557031588255,0.0,0.0
2030-01-03 08:15:00,6424.111352834668,0.0,0.0
2030-01-03 08:30:00,6552.363556064538,0.0,0.0
2030-01-03 08:45:00,6618.871874065171,0.0,0.0
2030-01-03 09:00:00,6691.703652590919,0.0,0.0
2030-01-03 09:15:00,6923.212500108891,0.0,0.0
2030-01-03 09:30:00,7082.793583734256,0.0,0.0
2030-01-03 09:45:00,7132.621822117305,0.0,0.0
2030-01-03 10:00:00,7218.776049472234,0.0,0.0
2030-01-03 10:15:00,7280.4094340427955,0.0,0.0
2030-01-03 10:30:00,7347.329509662658,0.0,0.0
2030-01-03 10:45:00,7504.90976555843,0.0,0.0
2030-01-03 11:00:00,7682.830725276818,0.0,0.0
2030-01-03 11:15:00,7881.214810242282,0.0,0.0
2030-01-03 11:30:00,8079.725393704556,0.0,0.0
2030-01-03 11:45:00,8217.353344874784,0.0,0.0
2030-01-03 12:00:00,8351.225188692797,0.0,0.0
2030-01-03 12:15:00,8314.845347284823,0.0,0.0
2030-01-03 12:30:00,8345.150967630192,0.0,0.0
2030-01-03 12:45:00,8322.019832135213,0.0,0.0
2030-01-03 13:00:00,8194.833375665936,0.0,0.0
2030-01-03 13:15:00,8048.962816339084,0.0,0.0
2030-01-03 13:30:00,7992.40446955271,0.0,0.0
2030-01-03 13:45:00,7980.7617680658595,0.0,0.0
2030-01-03 14:00:00,7917.1308104833215,0.0,0.0
2030-01-03 14:15:00,7873.8664064362965,0.0,0.0
2030-01-03 14:30:00,7765.066982094322,0.0,0.0
2030-01-03 14:45:00,7688.72535019736,0.0,0.0
2030-01-03 15:00:00,7641.610081513517,0.0,0.0
2030-01-03 15:15:00,7499.259664093,0.0,0.0
2030-01-03 15:30:00,7445.892658698007,0.0,0.0
2030-01-03 15:45:00,7319.0320002499375,0.0,0.0
2030-01-03 16:00:00,7464.86110867047,0.0,0.0
2030-01-03 16:15:00,7514.76001183375,0.0,0.0
2030-01-03 16:30:00,7651.55715219286,0.0,0.0
2030-01-03 16:45:00,7623.4891408579415,0.0,0.0
2030-01-03 17:00:00,7785.6041942682805,0.0,0.0
2030-01-03 17:15:00,7887.306432244315,0.0,0.0
2030-01-03 17:30:00,7743.894568102552,0.0,0.0
2030-01-03 17:45:00,7634.512285526903,0.0,0.0
2030-01-03 18:00:00,7426.359517934925,0.0,0.0
2030-01-03 18:15:00,7332.962435986163,0.0,0.0
2030-01-03 18:30:00,7298.536440205655,0.0,0.0
2030-01-03 18:45:00,7219.994177076441,0.0,0.0
2030-01-03 19:00:00,7088.288292841315,0.0,0.0
2030-01-03 19:15:00,6869.04795901726,0.0,0.0
2030-01-03 19:30:00,6672.134852750193,0.0,0.0
2030-01-03 19:45:00,6449.468056719477,0.0,0.0
