Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
2030-01-02 19:45:00,-1647.9037088283367,772429.0386605612,-1647.9037088283367
2030-01-02 20:00:00,-1920.4162015778675,774349.4548621391,-1920.4162015778675
2030-01-02 20:15:00,-2361.9089865697315,776711.3638487088,-2361.9089865697315
2030-01-02 20:30:00,-2755.3336494818977,779466.6974981907,-2755.3336494818977
2030-01-02 20:45:00,-3070.3821949339763,782537.0796931246,-3070.3821949339763
2030-01-02 21:00:00,-3026.8512347279466,785563.9309278526,-3026.8512347279466
2030-01-02 21:15:00,-3161.968210620609,788725.8991384732,-3161.968210620609
2030-01-02 21:30:00,-3276.100121854506,792001.9992603277,-3276.100121854506
2030-01-02 21:45:00,-3037.038908445782,795039.0381687734,-3037.038908445782
2030-01-02 22:00:00,-3047.4386887999353,798086.4768575734,-3047.4386887999353
2030-01-02 22:15:00,-3234.891234669103,801321.3680922425,-3234.891234669103
2030-01-02 22:30:00,-3491.629610605105,804812.9977028476,-3491.629610605105
2030-01-02 22:45:00,-3814.1455221459582,808627.1432249935,-3814.1455221459582
2030-01-02 23:00:00,-3986.090064177657,812613.2332891711,-3986.090064177657
2030-01-02 23:15:00,-4139.945946271753,816753.1792354429,-4139.945946271753
2030-01-02 23:30:00,-4279.085019994573,821032.2642554374,-4279.085019994573
2030-01-02 23:45:00,-4444.735028689789,825476.9992841273,-4444.735028689789
2030-01-03 00:00:00,-4520.9976182033515,829997.9969023307,-4520.9976182033515
2030-01-03 00:15:00,-4766.608301019372,834764.6052033501,-4766.608301019372
2030-01-03 00:30:00,-4948.296563820522,839712.9017671706,-4948.296563820522
2030-01-03 00:45:00,-4941.318463550684,844654.2202307213,-4941.318463550684
2030-01-03 01:00:00,-4962.683420361196,849616.9036510825,-4962.683420361196
2030-01-03 01:15:00,-5073.383699445429,854690.287350528,-5073.383699445429
2030-01-03 01:30:00,-4967.95121873575,859658.2385692637,-4967.95121873575
2030-01-03 01:45:00,-4901.227693655996,864559.4662629197,-4901.227693655996
2030-01-03 02:00:00,-4828.087213202358,869387.5534761221,-4828.087213202358
2030-01-03 02:15:00,-4651.718604296844,874039.2720804189,-4651.718604296844
2030-01-03 02:30:00,-4243.684113104922,878282.9561935238,-4243.684113104922
2030-01-03 02:45:00,-3971.443251765284,882254.3994452892,-3971.443251765284
2030-01-03 03:00:00,-3814.5318610667946,886068.931306356,-3814.5318610667946
2030-01-03 03:15:00,-3763.4987768770934,889832.430083233,-3763.4987768770934
2030-01-03 03:30:00,-3624.8815441885454,893457.3116274216,-3624.8815441885454
2030-01-03 03:45:00,-3457.153194081551,896914.4648215031,-3457.153194081551
2030-01-03 04:00:00,-3018.452127055569,899932.9169485588,-3018.452127055569
2030-01-03 04:15:00,-2640.4697164724057,902573.3866650312,-2640.4697164724057
2030-01-03 04:30:00,-2231.853796833866,904805.2404618651,-2231.853796833866
2030-01-03 04:45:00,-2020.6294479281405,906825.8699097933,-2020.6294479281405
2030-01-03 05:00:00,-1565.663270407411,908391.5331802006,-1565.663270407411
2030-01-03 05:15:00,-1352.8861746817001,909744.4193548823,-1352.8861746817001
2030-01-03 05:30:00,-1096.3071325097935,910840.7264873921,-1096.3071325097935
2030-01-03 05:45:00,-575.7181544813902,911416.4446418735,-575.7181544813902
2030-01-03 06:00:00,111.659943939816,911304.7846979337,111.659943939816
2030-01-03 06:15:00,581.9665810165643,910722.8181169172,581.9665810165643
2030-01-03 06:30:00,1060.5860936630088,909662.2320232542,1060.5860936630088
2030-01-03 06:45:00,1542.3902484069367,908119.8417748472,1542.3902484069367
2030-01-03 07:00:00,2076.9735917542275,906042.868183093,2076.9735917542275
2030-01-03 07:15:00,2655.1654866115096,903387.7026964815,2655.1654866115096
2030-01-03 07:30:00,2997.7426196527704,900389.9600768287,2997.7426196527704
2030-01-03 07:45:00,3362.258410155144,897027.7016666735,3362.258410155144
2030-01-03 08:00:00,3702.031837172286,893325.6698295012,3702.031837172286
2030-01-03 08:15:00,3926.5514063151586,889399.118423186,3926.5514063151586
2030-01-03 08:30:00,4210.886909872495,885188.2315133135,4210.886909872495
2030-01-03 08:45:00,4273.691373614105,880914.5401396994,4273.691373614105
2030-01-03 09:00:00,4298.909968513217,876615.6301711862,4298.909968513217
2030-01-03 09:15:00,4633.775120528917,871981.8550506573,4633.775120528917
2030-01-03 09:30:00,4969.362928811099,867012.4921218462,4969.362928811099
2030-01-03 09:45:00,5075.341545328938,861937.1505765172,5075.341545328938
2030-01-03 10:00:00,5294.344199321087,856642.8063771961,5294.344199321087
2030-01-03 10:15:00,5544.98334469886,851097.8230324972,5544.98334469886
2030-01-03 10:30:00,5553.47454672568,845544.3484857716,5553.47454672568
2030-01-03 10:45:00,5941.660794855234,839602.6876909164,5941.660794855234
2030-01-03 11:00:00,6272.809433574977,833329.8782573413,6272.809433574977
2030-01-03 11:15:00,6169.889175530228,827159.9890818112,6169.889175530228
2030-01-03 11:30:00,6717.064759228275,820442.9243225829,6717.064759228275
2030-01-03 11:45:00,6888.302783710071,813554.6215388728,6888.302783710071
2030-01-03 12:00:00,7089.995792384363,806464.6257464885,7089.995792384363
2030-01-03 12:15:00,7624.784473473626,798839.8412730148,7624.784473473626
2030-01-03 12:30:00,7662.686119522106,791177.1551534927,7662.686119522106
2030-01-03 12:45:00,7244.541052194578,783932.6141012982,7244.541052194578
2030-01-03 13:00:00,6944.729306220788,776987.8847950774,6944.729306220788
2030-01-03 13:15:00,6435.093409166977,770552.7913859104,6435.093409166977
2030-01-03 13:30:00,5869.333936113293,764683.4574497971,5869.333936113293
2030-01-03 13:45:00,4943.117072520785,759740.3403772763,4943.117072520785
2030-01-03 14:00:00,4536.429619826289,755203.91075745,4536.429619826289
2030-01-03 14:15:00,5125.8400269227,750078.0707305273,5125.8400269227
2030-01-03 14:30:00,5892.3373503710645,744185.7333801562,5892.3373503710645
2030-01-03 14:45:00,6692.93432576791,737492.7990543883,6692.93432576791
2030-01-03 15:00:00,7413.297580368453,730079.5014740198,7413.297580368453
2030-01-03 15:15:00,7768.78509744204,722310.7163765779,7768.78509744204
2030-01-03 15:30:00,7533.551153837214,714777.1652227406,7533.551153837214
2030-01-03 15:45:00,6872.28311678836,707904.8821059522,6872.28311678836
2030-01-03 16:00:00,6635.192818513298,701269.689287439,6635.192818513298
2030-01-03 16:15:00,6586.0769287904,694683.6123586486,6586.0769287904
2030-01-03 16:30:00,6615.775127578849,688067.8372310697,6615.775127578849
2030-01-03 16:45:00,6171.500669391564,681896.3365616781,6171.500669391564
2030-01-03 17:00:00,5990.593187122806,675905.7433745553,5990.593187122806
2030-01-03 17:15:00,5780.831974049397,670124.9114005058,5780.831974049397
2030-01-03 17:30:00,5875.657216181244,664249.2541843245,5875.657216181244
2030-01-03 17:45:00,5915.894398465072,658333.3597858595,5915.894398465072
2030-01-03 18:00:00,5298.680200833482,653034.679585026,5298.680200833482
2030-01-03 18:15:00,5177.542325456099,647857.13725957,5177.542325456099
2030-01-03 18:30:00,4952.216880973585,642904.9203785964,4952.216880973585
2030-01-03 18:45:00,4619.913248601595,638285.0071299948,4619.913248601595
2030-01-03 19:00:00,3895.690030458263,634389.3170995365,3895.690030458263
2030-01-03 19:15:00,3042.0442382261353,631347.2728613104,3042.0442382261353
2030-01-03 19:30:00,2703.1251003714424,628644.147760939,2703.1251003714424
2030-01-03 19:45:00,2456.0307254099316,626188.117035529,2456.0307254099316
2030-01-03 20:00:00,1716.381364971323,624471.7356705577,1716.381364971323
2030-01-03 20:15:00,899.3295990356819,623572.406071522,899.3295990356819
2030-01-03 20:30:00,-64.16463812404982,623636.5707096461,-64.16463812404982
2030-01-03 20:45:00,-796.997776841843,624433.568486488,-796.997776841843
2030-01-03 21:00:00,-1171.5493099793966,625605.1177964674,-1171.5493099793966
2030-01-03 21:15:00,-1872.220255387634,627477.338051855,-1872.220255387634
2030-01-03 21:30:00,-2268.9179527139095,629746.2560045689,-2268.9179527139095
2030-01-03 21:45:00,-2565.2602268543596,632311.5162314232,-2565.2602268543596
2030-01-03 22:00:00,-2710.4255763274377,635021.9418077507,-2710.4255763274377
2030-01-03 22:15:00,-3303.9835817056155,638325.9253894563,-3303.9835817056155
2030-01-03 22:30:00,-3649.0223370440326,641974.9477265003,-3649.0223370440326
2030-01-03 22:45:00,-4100.260994213833,646075.2087207142,-4100.260994213833
2030-01-03 23:00:00,-4670.602031317765,650745.810752032,-4670.602031317765
2030-01-03 23:15:00,-5437.238826924073,656183.0495789561,-5437.238826924073
2030-01-03 23:30:00,-5793.624639340396,661976.6742182965,-5793.624639340396
2030-01-03 23:45:00,-5654.761042396793,667631.4352606933,-5654.761042396793
2030-01-04 00:00:00,-5838.763291310443,673470.1985520037,-5838.763291310443
2030-01-04 00:15:00,-6245.5175738044,679715.7161258081,-6245.5175738044
2030-01-04 00:30:00,-6810.132940762858,686525.849066571,-6810.132940762858
2030-01-04 00:45:00,-6943.421862113384,693469.2709286844,-6943.421862113384
2030-01-04 01:00:00,-7166.332513832331,700635.6034425168,-7166.332513832331
2030-01-04 01:15:00,-7409.425981231168,708045.0294237479,-7409.425981231168
2030-01-04 01:30:00,-7527.066744255413,715572.0961680033,-7527.066744255413
2030-01-04 01:45:00,-7636.477200389045,723208.5733683923,-7636.477200389045
2030-01-04 02:00:00,-7702.582600193828,730911.1559685861,-7702.582600193828
2030-01-04 02:15:00,-7816.015457029627,738727.1714256157,-7816.015457029627
2030-01-04 02:30:00,-7772.571960902256,746499.743386518,-7772.571960902256
2030-01-04 02:45:00,-7259.060197177721,753758.8035836957,-7259.060197177721
2030-01-04 03:00:00,-6563.537729139742,760322.3413128355,-6563.537729139742
2030-01-04 03:15:00,-6536.723414150747,766859.0647269862,-6536.723414150747
2030-01-04 03:30:00,-6511.028544781771,773370.093271768,-6511.028544781771
2030-01-04 03:45:00,-6489.769759916859,779859.8630316848,-6489.769759916859
2030-01-04 04:00:00,-6197.47786682822,786057.340898513,-6197.47786682822
2030-01-04 04:15:00,-6633.166481764045,792690.507380277,-6633.166481764045
2030-01-04 04:30:00,-6811.388111382528,799501.8954916595,-6811.388111382528
2030-01-04 04:45:00,-6888.596159176697,806390.4916508362,-6888.596159176697
2030-01-04 05:00:00,-7457.033862440381,813847.5255132766,-7457.033862440381
2030-01-04 05:15:00,-7691.90145261036,821539.426965887,-7691.90145261036
2030-01-04 05:30:00,-7808.148721195423,829347.5756870824,-7808.148721195423
2030-01-04 05:45:00,-8084.779787038493,837432.3554741208,-8084.779787038493
2030-01-04 06:00:00,-8605.45005361471,846037.8055277355,-8605.45005361471
2030-01-04 06:15:00,-9176.701241679599,855214.5067694151,-9176.701241679599
2030-01-04 06:30:00,-9143.281409417683,864357.7881788327,-9143.281409417683
2030-01-04 06:45:00,-9024.813468799224,873382.601647632,-9024.813468799224
2030-01-04 07:00:00,-8785.764285772071,882168.3659334041,-8785.764285772071
2030-01-04 07:15:00,-8570.13072102581,890738.4966544299,-8570.13072102581
2030-01-04 07:30:00,-8369.396499756538,899107.8931541864,-8369.396499756538
2030-01-04 07:45:00,-8156.490579077476,907264.3837332639,-8156.490579077476
2030-01-04 08:00:00,-7811.240293458744,915075.6240267227,-7811.240293458744
2030-01-04 08:15:00,-7752.892667855867,922828.5166945786,-7752.892667855867
2030-01-04 08:30:00,-7777.680056249912,930606.1967508285,-7777.680056249912
2030-01-04 08:45:00,-7913.190603073985,938519.3873539026,-7913.190603073985
2030-01-04 09:00:00,-8117.501789664457,946636.8891435671,-8117.501789664457
2030-01-04 09:15:00,-8259.068423445278,954895.9575670124,-8259.068423445278
2030-01-04 09:30:00,-8402.84022058209,963298.7977875945,-8402.84022058209
2030-01-04 09:45:00,-8686.3989024511,971985.1966900456,-8686.3989024511
2030-01-04 10:00:00,-8771.528375792965,980756.7250658387,-8771.528375792965
2030-01-04 10:15:00,-8965.169405501325,989721.89447134,-8965.169405501325
2030-01-04 10:30:00,-9083.875492132476,998805.7699634725,-9083.875492132476
2030-01-04 10:45:00,-9117.989005564574,1007923.7589690371,-9117.989005564574
2030-01-04 11:00:00,-9010.418430824673,1016934.1773998617,-9010.418430824673
2030-01-04 11:15:00,-8523.749248323522,1025457.9266481852,-8523.749248323522
2030-01-04 11:30:00,-8648.88592358866,1034106.8125717739,-8648.88592358866
2030-01-04 11:45:00,-8966.37860128647,1043073.1911730603,-8966.37860128647
2030-01-04 12:00:00,-9325.249296110422,1052398.4404691707,-9325.249296110422
2030-01-04 12:15:00,-9803.105688376967,1062201.5461575477,-9803.105688376967
2030-01-04 12:30:00,-10032.63890689117,1072234.185064439,-10032.63890689117
2030-01-04 12:45:00,-10075.388632442795,1082309.5736968818,-10075.388632442795
2030-01-04 13:00:00,-9976.601962142431,1092286.1756590242,-9976.601962142431
2030-01-04 13:15:00,-9982.502708397249,1102268.6783674215,-9982.502708397249
2030-01-04 13:30:00,-9945.735773822926,1112214.4141412445,-9945.735773822926
2030-01-04 13:45:00,-9902.989637794588,1122117.4037790392,-9902.989637794588
2030-01-04 14:00:00,-9834.699947761012,1131952.1037268,-9834.699947761012
2030-01-04 14:15:00,-9697.641886777943,1141649.745613578,-9697.641886777943
2030-01-04 14:30:00,-9540.786883937966,1151190.532497516,-9540.786883937966
2030-01-04 14:45:00,-9368.179762953168,1160558.712260469,-9368.179762953168
2030-01-04 15:00:00,-9336.359953115367,1169895.0722135846,-9336.359953115367
2030-01-04 15:15:00,-9177.682485900139,1179072.7546994847,-9177.682485900139
2030-01-04 15:30:00,-9285.035921663071,1188357.7906211477,-9285.035921663071
2030-01-04 15:45:00,-9522.094381107596,1197879.8850022552,-9522.094381107596
2030-01-04 16:00:00,-9416.322660190035,1207296.2076624453,-9416.322660190035
2030-01-04 16:15:00,-9259.87373588574,1216556.081398331,-9259.87373588574
