,Datum,Kapazität in MWh,Restkapazität in MWh,Einspeisung in MWh
5497,2030-02-27 06:15:00,25000.0,10659.586020584964,-14340.413979415036
5498,2030-02-27 06:30:00,25000.0,10018.263926045998,-14981.736073954002
5499,2030-02-27 06:45:00,25000.0,9200.349392707176,-15799.650607292824
5500,2030-02-27 07:00:00,25000.0,8688.000214443553,-16311.999785556447
5501,2030-02-27 07:15:00,25000.0,8597.48771092773,-16402.51228907227
5502,2030-02-27 07:30:00,25000.0,8723.981448636365,-16276.018551363635
5503,2030-02-27 07:45:00,25000.0,8924.41967624591,-16075.58032375409
5504,2030-02-27 08:00:00,25000.0,8913.212612184405,-16086.787387815595
5505,2030-02-27 08:15:00,25000.0,9158.087330247336,-15841.912669752664
5506,2030-02-27 08:30:00,25000.0,9498.964303483912,-15501.035696516088
5507,2030-02-27 08:45:00,25000.0,9910.687343471714,-15089.312656528286
5508,2030-02-27 09:00:00,25000.0,10190.849114062197,-14809.150885937803
5509,2030-02-27 09:15:00,25000.0,10468.66110578106,-14531.33889421894
5510,2030-02-27 09:30:00,25000.0,10755.47173595651,-14244.52826404349
5511,2030-02-27 09:45:00,25000.0,11229.160573077104,-13770.839426922896
5512,2030-02-27 10:00:00,25000.0,11871.986041476739,-13128.013958523261
5513,2030-02-27 10:15:00,25000.0,12106.361166549774,-12893.638833450226
5514,2030-02-27 10:30:00,25000.0,12525.933472383122,-12474.066527616878
5515,2030-02-27 10:45:00,25000.0,12821.470831523002,-12178.529168476998
5516,2030-02-27 11:00:00,25000.0,13729.219678497097,-11270.780321502903
5517,2030-02-27 11:15:00,25000.0,14036.232169042725,-10963.767830957275
5518,2030-02-27 11:30:00,25000.0,14398.923188805262,-10601.076811194738
5519,2030-02-27 11:45:00,25000.0,14870.507458593014,-10129.492541406986
5520,2030-02-27 12:00:00,25000.0,15377.22999914397,-9622.77000085603
5521,2030-02-27 12:15:00,25000.0,15809.640838263602,-9190.359161736398
5522,2030-02-27 12:30:00,25000.0,15664.130944571247,-9335.869055428753
5523,2030-02-27 12:45:00,25000.0,15414.390399553344,-9585.609600446656
5524,2030-02-27 13:00:00,25000.0,14640.581798095678,-10359.418201904322
5525,2030-02-27 13:15:00,25000.0,14445.887837694223,-10554.112162305777
5526,2030-02-27 13:30:00,25000.0,14139.131794560266,-10860.868205439734
5527,2030-02-27 13:45:00,25000.0,14119.537424434318,-10880.462575565682
5528,2030-02-27 14:00:00,25000.0,14072.131678255415,-10927.868321744585
5529,2030-02-27 14:15:00,25000.0,13944.648251308332,-11055.351748691668
5530,2030-02-27 14:30:00,25000.0,13649.576526958397,-11350.423473041603
