,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Flexipowerplant Einspeisung in MWh,EE + Speicher + Flexible in MWh
3018,2030-02-01 10:30:00,9893.379411837717,0.0,-17897.253945189157,27790.633357026876
3019,2030-02-01 10:45:00,10076.001285218743,0.0,-17763.05342216035,27839.05470737909
3020,2030-02-01 11:00:00,10249.570076691381,0.0,-17546.47264649751,27796.04272318889
3021,2030-02-01 11:15:00,10395.0769964816,0.0,-17495.495117004342,27890.57211348594
3022,2030-02-01 11:30:00,10572.35638448647,0.0,-17381.64659816581,27954.00298265228
3023,2030-02-01 11:45:00,10612.59693245913,0.0,-17337.598688717168,27950.195621176295
3024,2030-02-01 12:00:00,10628.899517145623,0.0,-17134.470317040992,27763.369834186615
3025,2030-02-01 12:15:00,10637.605036731726,0.0,-16998.665019868287,27636.270056600013
3026,2030-02-01 12:30:00,10651.834830372029,0.0,-17038.64149826864,27690.476328640667
3027,2030-02-01 12:45:00,10615.298900707041,0.0,-17039.090924534998,27654.38982524204
3028,2030-02-01 13:00:00,10538.02126526869,0.0,-16972.480947897722,27510.502213166412
3029,2030-02-01 13:15:00,10459.46935489052,0.0,-16966.15854079584,27425.62789568636
3030,2030-02-01 13:30:00,10373.741877821834,0.0,-16848.333525655795,27222.07540347763
3031,2030-02-01 13:45:00,10262.872852196182,0.0,-16804.238445860756,27067.111298056938
3032,2030-02-01 14:00:00,10107.774291316877,0.0,-16807.66046293402,26915.4347542509
3033,2030-02-01 14:15:00,9953.748326824318,0.0,-16867.088068458026,26820.836395282342
3034,2030-02-01 14:30:00,9721.945554179727,0.0,-17020.552023599063,26742.49757777879
3035,2030-02-01 14:45:00,9582.955093894108,0.0,-17259.536177337337,26842.491271231447
3036,2030-02-01 15:00:00,9338.41182252954,0.0,-17837.99787480379,27176.40969733333
3037,2030-02-01 15:15:00,9091.814411209438,0.0,-18026.449222011273,27118.26363322071
3038,2030-02-01 15:30:00,8889.714881135667,0.0,-18157.38066903821,27047.09555017388
3039,2030-02-01 15:45:00,8651.466990535773,0.0,-18133.344102976906,26784.81109351268
3040,2030-02-01 16:00:00,8422.944360236228,0.0,-18475.58502179828,26898.52938203451
3041,2030-02-01 16:15:00,8306.891634440759,0.0,-18489.651415876193,26796.543050316952
3042,2030-02-01 16:30:00,8184.124722219566,0.0,-18576.954551158124,26761.07927337769
3043,2030-02-01 16:45:00,8130.043132329259,0.0,-18757.24588618377,26887.289018513027
3044,2030-02-01 17:00:00,8148.71974337574,0.0,-18944.293599610122,27093.01334298586
3045,2030-02-01 17:15:00,8161.700909410785,0.0,-19312.976768933557,27474.677678344342
3046,2030-02-01 17:30:00,8185.690563908809,0.0,-19605.870058914785,27791.560622823592
3047,2030-02-01 17:45:00,8245.144037388496,0.0,-19973.6792886748,28218.8233260633
3048,2030-02-01 18:00:00,8338.607939846324,0.0,-19857.97958632501,28196.587526171337
3049,2030-02-01 18:15:00,8400.704556848505,0.0,-19786.21522717861,28186.919784027115
3050,2030-02-01 18:30:00,8425.185498769693,0.0,-19748.560541315615,28173.74604008531
3051,2030-02-01 18:45:00,8369.460184083136,0.0,-19567.612301574125,27937.072485657263
3052,2030-02-01 19:00:00,8400.105662243059,0.0,-19146.205821723717,27546.311483966776
3053,2030-02-01 19:15:00,8394.263313949441,0.0,-18941.123688197607,27335.38700214705
3054,2030-02-01 19:30:00,8400.157682909987,0.0,-18757.539595969545,27157.697278879532
3055,2030-02-01 19:45:00,8413.165071866304,0.0,-18452.032842173798,26865.1979140401
3056,2030-02-01 20:00:00,8370.40199612886,0.0,-18132.998944971718,26503.400941100575
3057,2030-02-01 20:15:00,8367.55074273847,0.0,-17830.605046053304,26198.155788791773
3058,2030-02-01 20:30:00,8358.868735135597,0.0,-17544.91052634111,25903.77926147671
3059,2030-02-01 20:45:00,8336.761331805617,0.0,-17118.266066796605,25455.027398602222
3060,2030-02-01 21:00:00,8294.195431182361,0.0,-16832.248820759003,25126.444251941364
3061,2030-02-01 21:15:00,8273.844314852673,0.0,-16678.918991068873,24952.763305921544
3062,2030-02-01 21:30:00,8257.127888195573,0.0,-16373.30636083605,24630.434249031623
3063,2030-02-01 21:45:00,8228.138547722041,0.0,-15975.769275796034,24203.907823518075
3064,2030-02-01 22:00:00,8083.205101048993,0.0,-15898.213964517894,23981.419065566886
3065,2030-02-01 22:15:00,8076.908949392682,0.0,-15559.673187118138,23636.58213651082
3066,2030-02-01 22:30:00,8072.038312385021,0.0,-15024.957673673916,23096.995986058937
3067,2030-02-01 22:45:00,8031.13472604528,0.0,-14663.240274208207,22694.375000253487
3068,2030-02-01 23:00:00,7977.327403233873,0.0,-14510.310044462742,22487.637447696616
3069,2030-02-01 23:15:00,7941.372581081583,0.0,-14247.666157490907,22189.03873857249
3070,2030-02-01 23:30:00,7900.752573677429,0.0,-14032.228744455795,21932.981318133225
3071,2030-02-01 23:45:00,7845.396266314541,0.0,-13657.782620856766,21503.178887171307
3072,2030-02-02 00:00:00,7882.1622411978715,0.0,-13645.425351427515,21527.587592625387
3073,2030-02-02 00:15:00,7883.062187044224,0.0,-13351.656111438653,21234.718298482876
3074,2030-02-02 00:30:00,7851.283361520167,0.0,-13126.84505580434,20978.128417324508
3075,2030-02-02 00:45:00,7804.7688300995505,0.0,-13110.9416903229,20915.71052042245
3076,2030-02-02 01:00:00,7752.956792829161,0.0,-12995.135689919181,20748.092482748343
3077,2030-02-02 01:15:00,7746.50257028598,0.0,-12934.31256886475,20680.81513915073
3078,2030-02-02 01:30:00,7709.418122208834,0.0,-12813.141005918562,20522.559128127396
3079,2030-02-02 01:45:00,7652.062931461038,0.0,-12669.01090207896,20321.07383354
3080,2030-02-02 02:00:00,7618.637353118291,0.0,-12588.675587543807,20207.312940662097
3081,2030-02-02 02:15:00,7586.182515782879,0.0,-12527.804874321173,20113.987390104052
3082,2030-02-02 02:30:00,7543.564302669992,0.0,-12701.513959616677,20245.078262286668
3083,2030-02-02 02:45:00,7512.204920580245,0.0,-12735.664157020632,20247.869077600877
3084,2030-02-02 03:00:00,7486.985272977603,0.0,-12766.455181646808,20253.44045462441
3085,2030-02-02 03:15:00,7491.413356335127,0.0,-12760.452947070644,20251.86630340577
3086,2030-02-02 03:30:00,7507.995929934569,0.0,-12800.742130372342,20308.73806030691
3087,2030-02-02 03:45:00,7500.281460105983,0.0,-12846.49830998867,20346.779770094654
3088,2030-02-02 04:00:00,7465.879432338793,0.0,-13177.639302202555,20643.518734541347
3089,2030-02-02 04:15:00,7479.3680280493145,0.0,-13281.99354915696,20761.361577206273
3090,2030-02-02 04:30:00,7493.31699618053,0.0,-13420.499416037677,20913.816412218206
3091,2030-02-02 04:45:00,7465.892169683561,0.0,-13461.292247098845,20927.184416782406
3092,2030-02-02 05:00:00,7413.453645232149,0.0,-14024.250120921442,21437.70376615359
3093,2030-02-02 05:15:00,7389.538795259268,0.0,-14130.653319175482,21520.19211443475
3094,2030-02-02 05:30:00,7357.474207556348,0.0,-14461.735512242623,21819.20971979897
3095,2030-02-02 05:45:00,7331.4772649976085,0.0,-15032.50256107893,22363.97982607654
3096,2030-02-02 06:00:00,7410.922768724959,0.0,-15918.188449250832,23329.11121797579
3097,2030-02-02 06:15:00,7380.873371345205,0.0,-16669.359914103374,24050.23328544858
3098,2030-02-02 06:30:00,7361.971270965829,0.0,-17189.677830691886,24551.649101657713
3099,2030-02-02 06:45:00,7320.260368470814,0.0,-17829.280048532113,25149.54041700293
3100,2030-02-02 07:00:00,7298.854850805322,0.0,-18495.746684970756,25794.601535776077
3101,2030-02-02 07:15:00,7277.003662009763,0.0,-18838.243585672728,26115.24724768249
3102,2030-02-02 07:30:00,7286.2747200698595,0.0,-19035.544368936797,26321.819089006654
3103,2030-02-02 07:45:00,7270.679785091822,0.0,-19199.79789378731,26470.47767887913
3104,2030-02-02 08:00:00,7199.253760256541,0.0,-19663.12979623783,26862.383556494373
3105,2030-02-02 08:15:00,7219.923045593793,0.0,-19809.348025655658,27029.27107124945
3106,2030-02-02 08:30:00,7302.820381148026,0.0,-19813.5188383032,27116.339219451227
3107,2030-02-02 08:45:00,7428.309871249357,0.0,-19665.31329775777,27093.623169007125
3108,2030-02-02 09:00:00,7568.611069020984,0.0,-19679.638076538584,27248.249145559566
3109,2030-02-02 09:15:00,7757.639279526122,0.0,-19536.91773161311,27294.55701113923
3110,2030-02-02 09:30:00,7973.981163948039,0.0,-19425.326951320927,27399.308115268967
3111,2030-02-02 09:45:00,8198.615900360732,0.0,-19236.782472155646,27435.398372516378
3112,2030-02-02 10:00:00,8373.119729127946,0.0,-19194.37278031948,27567.492509447427
3113,2030-02-02 10:15:00,8517.715829775341,0.0,-19037.948442434055,27555.664272209397
3114,2030-02-02 10:30:00,8689.9648899672,0.0,-18868.604211286645,27558.569101253845
3115,2030-02-02 10:45:00,8887.009727649885,0.0,-18679.142340738497,27566.152068388383
3116,2030-02-02 11:00:00,9057.176820337501,0.0,-18673.747288664978,27730.92410900248
3117,2030-02-02 11:15:00,9155.794599135426,0.0,-18740.701028437274,27896.4956275727
3118,2030-02-02 11:30:00,9312.034460564051,0.0,-18804.76112897571,28116.79558953976
3119,2030-02-02 11:45:00,9348.01709932636,0.0,-18849.888941330675,28197.906040657035
3120,2030-02-02 12:00:00,9425.495726146632,0.0,-18791.298337285414,28216.794063432048
3121,2030-02-02 12:15:00,9377.53137475721,0.0,-18726.472182961053,28104.003557718264
3122,2030-02-02 12:30:00,9301.285897785878,0.0,-18797.753556284268,28099.039454070145
3123,2030-02-02 12:45:00,9178.346863201083,0.0,-18892.311968888076,28070.65883208916
3124,2030-02-02 13:00:00,9157.843362134287,0.0,-18906.273779813768,28064.117141948052
3125,2030-02-02 13:15:00,9052.38383843492,0.0,-18892.59033318876,27944.974171623682
3126,2030-02-02 13:30:00,8894.365749220122,0.0,-18857.385631257333,27751.751380477457
3127,2030-02-02 13:45:00,8738.96481977626,0.0,-18697.437461465663,27436.40228124192
3128,2030-02-02 14:00:00,8490.355343704672,0.0,-18848.10293569557,27338.45827940024
3129,2030-02-02 14:15:00,8217.277260847683,0.0,-18951.908899414688,27169.18616026237
3130,2030-02-02 14:30:00,8011.6020925780085,0.0,-19028.832056111474,27040.434148689485
3131,2030-02-02 14:45:00,7749.3032421961725,0.0,-19091.376348773367,26840.67959096954
3132,2030-02-02 15:00:00,7477.97092343793,0.0,-19357.797958748037,26835.768882185967
3133,2030-02-02 15:15:00,7197.698888003235,0.0,-19495.297273586868,26692.996161590105
3134,2030-02-02 15:30:00,6912.45345010604,0.0,-19553.17514581405,26465.62859592009
3135,2030-02-02 15:45:00,6633.287522885171,0.0,-19715.514901532413,26348.802424417583
3136,2030-02-02 16:00:00,6333.554019204427,0.0,-19964.095167953783,26297.64918715821
3137,2030-02-02 16:15:00,6118.011860789667,0.0,-20123.835792862486,26241.847653652152
3138,2030-02-02 16:30:00,5937.276094756859,0.0,-20267.423252246335,26204.699347003196
3139,2030-02-02 16:45:00,5838.801408871047,0.0,-20468.955714803345,26307.757123674393
3140,2030-02-02 17:00:00,5768.682654775878,0.0,-20624.82828635979,26393.510941135668
3141,2030-02-02 17:15:00,5799.1769747105,0.0,-20750.0,26549.1769747105
3142,2030-02-02 17:30:00,5837.225968339484,0.0,-20750.0,26587.225968339484
3143,2030-02-02 17:45:00,5852.475633016832,0.0,-20750.0,26602.47563301683
3144,2030-02-02 18:00:00,5864.019787900596,0.0,-20750.0,26614.019787900597
3145,2030-02-02 18:15:00,5867.340178064509,0.0,-20750.0,26617.340178064507
3146,2030-02-02 18:30:00,5898.790743175133,0.0,-20750.0,26648.790743175134
3147,2030-02-02 18:45:00,5932.138540536432,0.0,-20750.0,26682.13854053643
3148,2030-02-02 19:00:00,5997.330242114002,0.0,-20632.9993347366,26630.329576850603
3149,2030-02-02 19:15:00,5996.704705683401,0.0,-20424.049013183354,26420.753718866756
3150,2030-02-02 19:30:00,6019.885470322947,0.0,-20162.76109266264,26182.64656298559
3151,2030-02-02 19:45:00,6069.754516301838,0.0,-19754.79513581587,25824.54965211771
3152,2030-02-02 20:00:00,6103.47026551049,0.0,-19408.85242914426,25512.32269465475
3153,2030-02-02 20:15:00,6070.3743580395985,0.0,-19051.173426007423,25121.54778404702
3154,2030-02-02 20:30:00,6081.993617761072,0.0,-18635.745257017643,24717.738874778715
3155,2030-02-02 20:45:00,6080.771743482643,0.0,-18378.212917226752,24458.984660709393
3156,2030-02-02 21:00:00,6104.800455295271,0.0,-18149.466817987308,24254.267273282578
3157,2030-02-02 21:15:00,6127.259718303988,0.0,-17952.241689524515,24079.501407828502
