,Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
19195,2030-07-19 23:45:00,9588.708008669486,2679565.8752417583,9588.708008669486
19196,2030-07-20 00:00:00,9531.595353035518,2670034.2798887226,9531.595353035518
19197,2030-07-20 00:15:00,9570.5121973379,2660463.7676913845,9570.5121973379
19198,2030-07-20 00:30:00,9461.147431240945,2651002.6202601437,9461.147431240945
19199,2030-07-20 00:45:00,9302.162945661315,2641700.4573144824,9302.162945661315
19200,2030-07-20 01:00:00,9053.00460643975,2632647.4527080427,9053.00460643975
19201,2030-07-20 01:15:00,8783.97689408842,2623863.475813954,8783.97689408842
19202,2030-07-20 01:30:00,8625.345608987087,2615238.130204967,8625.345608987087
19203,2030-07-20 01:45:00,8425.306339928487,2606812.823865039,8425.306339928487
19204,2030-07-20 02:00:00,8474.743537420942,2598338.080327618,8474.743537420942
19205,2030-07-20 02:15:00,8509.921090995493,2589828.1592366225,8509.921090995493
19206,2030-07-20 02:30:00,8517.602787820026,2581310.5564488024,8517.602787820026
19207,2030-07-20 02:45:00,8414.673277109503,2572895.883171693,8414.673277109503
19208,2030-07-20 03:00:00,8326.707579336657,2564569.1755923564,8326.707579336657
19209,2030-07-20 03:15:00,8426.469588310489,2556142.706004046,8426.469588310489
19210,2030-07-20 03:30:00,8453.897008619484,2547688.8089954266,8453.897008619484
19211,2030-07-20 03:45:00,8462.495793921335,2539226.313201505,8462.495793921335
19212,2030-07-20 04:00:00,8717.498067110824,2530508.8151343944,8717.498067110824
19213,2030-07-20 04:15:00,8738.939836773348,2521769.875297621,8738.939836773348
19214,2030-07-20 04:30:00,8638.64200634112,2513131.23329128,8638.64200634112
19215,2030-07-20 04:45:00,8554.500976621941,2504576.732314658,8554.500976621941
19216,2030-07-20 05:00:00,8481.377079550472,2496095.3552351072,8481.377079550472
19217,2030-07-20 05:15:00,8307.075969140598,2487788.2792659667,8307.075969140598
19218,2030-07-20 05:30:00,7762.021497571984,2480026.257768395,7762.021497571984
19219,2030-07-20 05:45:00,7140.910078684505,2472885.3476897106,7140.910078684505
19220,2030-07-20 06:00:00,6927.293499755995,2465958.0541899544,6927.293499755995
19221,2030-07-20 06:15:00,6347.6877385285225,2459610.366451426,6347.6877385285225
19222,2030-07-20 06:30:00,5686.887799384789,2453923.478652041,5686.887799384789
19223,2030-07-20 06:45:00,4967.04319715456,2448956.4354548864,4967.04319715456
19224,2030-07-20 07:00:00,3914.2763494327282,2445042.1591054536,3914.2763494327282
19225,2030-07-20 07:15:00,2492.7291218417085,2442549.429983612,2492.7291218417085
19226,2030-07-20 07:30:00,1032.9171409902337,2441516.512842622,1032.9171409902337
19227,2030-07-20 07:45:00,-211.98908713376295,2441728.501929756,-211.98908713376295
19228,2030-07-20 08:00:00,-1694.5065571239575,2443423.0084868795,-1694.5065571239575
19229,2030-07-20 08:15:00,-3211.9825903627643,2446634.9910772424,-3211.9825903627643
19230,2030-07-20 08:30:00,-4662.0655652293935,2451297.056642472,-4662.0655652293935
19231,2030-07-20 08:45:00,-6104.477817755727,2457401.5344602275,-6104.477817755727
19232,2030-07-20 09:00:00,-7520.568747095713,2464922.1032073232,-7520.568747095713
19233,2030-07-20 09:15:00,-8870.996400759941,2473793.0996080833,-8870.996400759941
19234,2030-07-20 09:30:00,-10235.09580747961,2484028.195415563,-10235.09580747961
19235,2030-07-20 09:45:00,-11080.798602995652,2495108.9940185584,-11080.798602995652
19236,2030-07-20 10:00:00,-11921.133276413068,2507030.1272949716,-11921.133276413068
19237,2030-07-20 10:15:00,-12553.164684712872,2519583.2919796845,-12553.164684712872
19238,2030-07-20 10:30:00,-12851.907358650515,2532435.199338335,-12851.907358650515
19239,2030-07-20 10:45:00,-12810.266900074756,2545245.4662384097,-12810.266900074756
19240,2030-07-20 11:00:00,-13041.442645841948,2558286.9088842515,-13041.442645841948
19241,2030-07-20 11:15:00,-13071.23718609539,2571358.1460703467,-13071.23718609539
19242,2030-07-20 11:30:00,-13231.562927320014,2584589.708997667,-13231.562927320014
19243,2030-07-20 11:45:00,-12932.163516850873,2597521.8725145175,-12932.163516850873
19244,2030-07-20 12:00:00,-12929.084898508616,2610450.957413026,-12929.084898508616
19245,2030-07-20 12:15:00,-12460.012203558395,2622910.9696165845,-12460.012203558395
19246,2030-07-20 12:30:00,-12361.080242316977,2635272.0498589016,-12361.080242316977
19247,2030-07-20 12:45:00,-12520.55140228369,2647792.6012611855,-12520.55140228369
19248,2030-07-20 13:00:00,-12171.418368982482,2659964.019630168,-12171.418368982482
19249,2030-07-20 13:15:00,-12266.262175234453,2672230.2818054026,-12266.262175234453
19250,2030-07-20 13:30:00,-11564.041535969911,2683794.3233413724,-11564.041535969911
19251,2030-07-20 13:45:00,-11232.38361110062,2695026.706952473,-11232.38361110062
19252,2030-07-20 14:00:00,-10584.079286920172,2705610.7862393935,-10584.079286920172
19253,2030-07-20 14:15:00,-9737.520348550333,2715348.306587944,-9737.520348550333
19254,2030-07-20 14:30:00,-8855.095238619393,2724203.4018265633,-8855.095238619393
19255,2030-07-20 14:45:00,-8186.972751879479,2732390.374578443,-8186.972751879479
19256,2030-07-20 15:00:00,-7169.73673721341,2739560.1113156565,-7169.73673721341
19257,2030-07-20 15:15:00,-6115.18262109514,2745675.293936752,-6115.18262109514
19258,2030-07-20 15:30:00,-5246.961603430347,2750922.2555401823,-5246.961603430347
19259,2030-07-20 15:45:00,-4164.598149620389,2755086.853689803,-4164.598149620389
19260,2030-07-20 16:00:00,-3031.508823109114,2758118.362512912,-3031.508823109114
19261,2030-07-20 16:15:00,-1730.700785497982,2759849.0632984103,-1730.700785497982
19262,2030-07-20 16:30:00,-464.62579146820644,2760313.6890898785,-464.62579146820644
19263,2030-07-20 16:45:00,1103.4645933876272,2759210.224496491,1103.4645933876272
19264,2030-07-20 17:00:00,2617.99700545672,2756592.227491034,2617.99700545672
19265,2030-07-20 17:15:00,4223.721423078672,2752368.5060679554,4223.721423078672
19266,2030-07-20 17:30:00,5829.756030868959,2746538.7500370867,5829.756030868959
19267,2030-07-20 17:45:00,7461.769953629344,2739076.980083457,7461.769953629344
19268,2030-07-20 18:00:00,8860.28300338578,2730216.6970800715,8860.28300338578
19269,2030-07-20 18:15:00,10029.011878778498,2720187.685201293,10029.011878778498
19270,2030-07-20 18:30:00,11086.910842511506,2709100.7743587815,11086.910842511506
19271,2030-07-20 18:45:00,11939.590889218125,2697161.1834695633,11939.590889218125
19272,2030-07-20 19:00:00,12894.627266625268,2684266.556202938,12894.627266625268
19273,2030-07-20 19:15:00,13388.5511304889,2670878.005072449,13388.5511304889
19274,2030-07-20 19:30:00,13959.201655564066,2656918.803416885,13959.201655564066
19275,2030-07-20 19:45:00,14383.07758127635,2642535.725835609,14383.07758127635
19276,2030-07-20 20:00:00,14506.141625624365,2628029.5842099846,14506.141625624365
19277,2030-07-20 20:15:00,14420.219706822169,2613609.3645031624,14420.219706822169
19278,2030-07-20 20:30:00,14476.062437341163,2599133.3020658214,14476.062437341163
19279,2030-07-20 20:45:00,14349.937685402261,2584783.3643804193,14349.937685402261
19280,2030-07-20 21:00:00,14181.689725923323,2570601.674654496,14181.689725923323
19281,2030-07-20 21:15:00,13975.984797295987,2556625.6898572,13975.984797295987
19282,2030-07-20 21:30:00,13823.565432160753,2542802.124425039,13823.565432160753
19283,2030-07-20 21:45:00,13844.966191442416,2528957.158233597,13844.966191442416
19284,2030-07-20 22:00:00,13670.000426484476,2515287.1578071127,13670.000426484476
19285,2030-07-20 22:15:00,13474.606767207515,2501812.5510399053,13474.606767207515
19286,2030-07-20 22:30:00,13388.035312886077,2488424.5157270194,13388.035312886077
19287,2030-07-20 22:45:00,13039.445577412322,2475385.070149607,13039.445577412322
19288,2030-07-20 23:00:00,12596.518134499844,2462788.552015107,12596.518134499844
19289,2030-07-20 23:15:00,12343.579553067962,2450444.972462039,12343.579553067962
19290,2030-07-20 23:30:00,12099.063133087866,2438345.909328951,12099.063133087866
19291,2030-07-20 23:45:00,11865.400708394374,2426480.5086205564,11865.400708394374
