Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
2030-08-08 12:15:00,8184.343081972608,0.0,8184.343081972608,6420.698151544621
2030-08-08 12:30:00,8260.174448277972,0.0,8260.174448277972,6391.616226285525
2030-08-08 12:45:00,8125.006336604136,0.0,8125.006336604136,6515.784027959329
2030-08-08 13:00:00,8141.694182243711,0.0,8141.694182243711,6677.59572895565
2030-08-08 13:15:00,8081.611909197466,0.0,8081.611909197466,6718.427907208158
2030-08-08 13:30:00,8054.650626351999,0.0,8054.650626351999,6520.138721028401
2030-08-08 13:45:00,7982.026012397359,0.0,7982.026012397359,6460.763604865421
2030-08-08 14:00:00,7989.0645326031545,0.0,7989.0645326031545,6443.9747416609725
2030-08-08 14:15:00,8057.5847017784,0.0,8057.5847017784,6261.9540974404335
2030-08-08 14:30:00,7931.366703076768,0.0,7931.366703076768,6348.171754365307
2030-08-08 14:45:00,7991.446999719895,0.0,7991.446999719895,6165.091937245273
2030-08-08 15:00:00,8026.907883755093,0.0,8026.907883755093,6251.881276608283
2030-08-08 15:15:00,7938.412548502895,0.0,7938.412548502895,6184.62722191402
2030-08-08 15:30:00,7875.768537394832,0.0,7875.768537394832,6257.521834425499
2030-08-08 15:45:00,7682.831988796527,0.0,7682.831988796527,6298.458680264716
2030-08-08 16:00:00,7542.589833725477,0.0,7542.589833725477,6263.201235234505
2030-08-08 16:15:00,7477.6700241269755,0.0,7477.6700241269755,6309.371747251393
2030-08-08 16:30:00,7346.568615475028,0.0,7346.568615475028,6391.723876355857
2030-08-08 16:45:00,7292.891809931693,0.0,7292.891809931693,6435.400939059707
2030-08-08 17:00:00,7234.847021180673,0.0,7234.847021180673,6671.446841497437
2030-08-08 17:15:00,7060.2677361480655,0.0,7060.2677361480655,6812.026907280111
2030-08-08 17:30:00,6969.32626847605,0.0,6969.32626847605,6724.719414878089
2030-08-08 17:45:00,6878.131720560915,0.0,6878.131720560915,6871.414600041383
2030-08-08 18:00:00,6608.997630736585,0.0,6608.997630736585,7103.048843530212
2030-08-08 18:15:00,6436.283297671644,0.0,6436.283297671644,7231.013310146811
2030-08-08 18:30:00,6141.165342481027,0.0,6141.165342481027,7546.3821514089
2030-08-08 18:45:00,5889.69160509251,0.0,5889.69160509251,7789.3572102212165
2030-08-08 19:00:00,5631.584665695158,0.0,5631.584665695158,8160.214649030986
2030-08-08 19:15:00,5438.355668990687,0.0,5438.355668990687,8285.694022824242
2030-08-08 19:30:00,5215.777353744657,0.0,5215.777353744657,8452.772928700148
2030-08-08 19:45:00,5024.820312038014,0.0,5024.820312038014,8584.730736412159
2030-08-08 20:00:00,4817.7767932361785,0.0,4817.7767932361785,8719.52400564562
2030-08-08 20:15:00,4610.0074302569665,0.0,4610.0074302569665,8764.793684082415
2030-08-08 20:30:00,4460.324592503765,0.0,4460.324592503765,8793.226898715784
2030-08-08 20:45:00,4386.529579853941,0.0,4386.529579853941,8759.522334301542
2030-08-08 21:00:00,4320.717279445229,0.0,4320.717279445229,8739.333953309955
2030-08-08 21:15:00,4170.330572282687,0.0,4170.330572282687,8802.720430636986
2030-08-08 21:30:00,4153.155533994289,0.0,4153.155533994289,8660.645843950359
2030-08-08 21:45:00,4071.5934152518703,0.0,4071.5934152518703,8542.958364152411
2030-08-08 22:00:00,3950.740471980966,0.0,3950.740471980966,8473.310294777655
2030-08-08 22:15:00,3844.3727424427193,0.0,3844.3727424427193,8303.177540080316
2030-08-08 22:30:00,3803.9383320111715,0.0,3803.9383320111715,8118.361502396694
2030-08-08 22:45:00,3757.4633103493557,0.0,3757.4633103493557,7943.336792510379
2030-08-08 23:00:00,3679.0281223911197,0.0,3679.0281223911197,7763.020875003621
2030-08-08 23:15:00,3561.2510985331855,0.0,3561.2510985331855,7707.298152352659
2030-08-08 23:30:00,3458.130735785877,0.0,3458.130735785877,7665.418958770866
2030-08-08 23:45:00,3370.488419149098,0.0,3370.488419149098,7623.811072602841
2030-08-09 00:00:00,3318.0079873305094,0.0,3318.0079873305094,7287.792230618345
2030-08-09 00:15:00,3254.096109076176,0.0,3254.096109076176,7248.454049905058
2030-08-09 00:30:00,3280.6504999810177,0.0,3280.6504999810177,7043.649637218444
2030-08-09 00:45:00,3261.3896179472786,0.0,3261.3896179472786,6953.410856163712
2030-08-09 01:00:00,3166.889538181921,0.0,3166.889538181921,7046.410739680777
2030-08-09 01:15:00,3124.565486746539,0.0,3124.565486746539,7055.984270015101
2030-08-09 01:30:00,3074.915487180565,0.0,3074.915487180565,7020.133950159784
2030-08-09 01:45:00,3031.459465415917,0.0,3031.459465415917,6961.089835340388
2030-08-09 02:00:00,2977.7901951369986,0.0,2977.7901951369986,6982.25906735685
2030-08-09 02:15:00,2919.1124727766423,0.0,2919.1124727766423,6865.437209810743
2030-08-09 02:30:00,2920.7615023283633,0.0,2920.7615023283633,6925.789680045995
2030-08-09 02:45:00,2900.255076420899,0.0,2900.255076420899,6918.546886681173
2030-08-09 03:00:00,2893.543399152528,0.0,2893.543399152528,6913.759016907592
2030-08-09 03:15:00,2932.120261423569,0.0,2932.120261423569,6894.182818308193
2030-08-09 03:30:00,2982.120351623625,0.0,2982.120351623625,6880.684549767642
2030-08-09 03:45:00,3005.1747822589546,0.0,3005.1747822589546,6900.131044226202
2030-08-09 04:00:00,2965.5981196828634,0.0,2965.5981196828634,7018.208075501725
2030-08-09 04:15:00,2937.4883869609894,0.0,2937.4883869609894,7139.068071523392
2030-08-09 04:30:00,2967.4108835362185,0.0,2967.4108835362185,7249.145814078272
2030-08-09 04:45:00,2956.0998746157475,0.0,2956.0998746157475,7414.457139704298
2030-08-09 05:00:00,2947.849532673326,0.0,2947.849532673326,7629.957036977443
2030-08-09 05:15:00,3056.022270163314,0.0,3056.022270163314,7654.784360612019
2030-08-09 05:30:00,3151.447149715894,0.0,3151.447149715894,7763.3599663753575
2030-08-09 05:45:00,3130.2992631900634,0.0,3130.2992631900634,8123.507750746277
2030-08-09 06:00:00,3012.689232879685,0.0,3012.689232879685,8803.617519496573
2030-08-09 06:15:00,2995.8976064552508,0.0,2995.8976064552508,9237.409107084855
2030-08-09 06:30:00,2980.2126556020835,0.0,2980.2126556020835,9604.344183219537
2030-08-09 06:45:00,2911.8698101054815,0.0,2911.8698101054815,9867.686717635772
2030-08-09 07:00:00,2859.6199972221893,0.0,2859.6199972221893,10289.185461357023
2030-08-09 07:15:00,2831.5597230275016,0.0,2831.5597230275016,10547.49561195403
2030-08-09 07:30:00,2785.9014916188376,0.0,2785.9014916188376,10818.903226894205
2030-08-09 07:45:00,2776.343417666025,0.0,2776.343417666025,10975.710949034326
2030-08-09 08:00:00,2801.226908375829,0.0,2801.226908375829,11150.57683695355
2030-08-09 08:15:00,2842.7796800524693,0.0,2842.7796800524693,11383.023018082906
2030-08-09 08:30:00,2922.729954678708,0.0,2922.729954678708,11431.822233732648
2030-08-09 08:45:00,3060.9467671889315,0.0,3060.9467671889315,11358.354319743488
2030-08-09 09:00:00,3182.8433261055725,0.0,3182.8433261055725,11182.456295599393
2030-08-09 09:15:00,3307.0818716417316,0.0,3307.0818716417316,11115.466341009433
2030-08-09 09:30:00,3446.9245846780814,0.0,3446.9245846780814,11066.872855064752
2030-08-09 09:45:00,3598.5721478799423,0.0,3598.5721478799423,10988.723974663571
2030-08-09 10:00:00,3812.669664649278,0.0,3812.669664649278,10693.37475108543
2030-08-09 10:15:00,3968.32586205984,0.0,3968.32586205984,10573.96794529026
2030-08-09 10:30:00,4134.51192267809,0.0,4134.51192267809,10483.282145919167
2030-08-09 10:45:00,4341.927025116388,0.0,4341.927025116388,10282.116534893063
2030-08-09 11:00:00,4416.641451803338,0.0,4416.641451803338,10215.651324356604
2030-08-09 11:15:00,4543.624163473175,0.0,4543.624163473175,10094.418419429883
2030-08-09 11:30:00,4698.936869123942,0.0,4698.936869123942,9973.355392413221
2030-08-09 11:45:00,4751.7104308209055,0.0,4751.7104308209055,9866.831587730474
2030-08-09 12:00:00,4842.708390618867,0.0,4842.708390618867,9691.833381281042
2030-08-09 12:15:00,4725.434457459798,0.0,4725.434457459798,9926.856776057431
2030-08-09 12:30:00,4690.946894574311,0.0,4690.946894574311,10008.593779989187
2030-08-09 12:45:00,4743.785103200827,0.0,4743.785103200827,9987.25526136264
2030-08-09 13:00:00,4882.061519088771,0.0,4882.061519088771,9836.22839211059
2030-08-09 13:15:00,5094.583166544265,0.0,5094.583166544265,9493.95664986136
2030-08-09 13:30:00,5157.034622545463,0.0,5157.034622545463,9185.504724834936
2030-08-09 13:45:00,5293.566617998589,0.0,5293.566617998589,8905.222999264191
2030-08-09 14:00:00,5319.67731186056,0.0,5319.67731186056,8752.361962403567
2030-08-09 14:15:00,5432.215114656066,0.0,5432.215114656066,8519.073684562767
2030-08-09 14:30:00,5492.276918227483,0.0,5492.276918227483,8515.511539214593
2030-08-09 14:45:00,5486.070884197128,0.0,5486.070884197128,8434.46805276804
2030-08-09 15:00:00,5414.008230828624,0.0,5414.008230828624,8528.030929534752
2030-08-09 15:15:00,5346.131100017773,0.0,5346.131100017773,8499.408670399142
2030-08-09 15:30:00,5371.573919102857,0.0,5371.573919102857,8314.466452717474
2030-08-09 15:45:00,5393.445421810045,0.0,5393.445421810045,8265.845247251198
2030-08-09 16:00:00,5255.418139547367,0.0,5255.418139547367,8454.122929412613
2030-08-09 16:15:00,5123.152254396096,0.0,5123.152254396096,8457.139516982272
2030-08-09 16:30:00,5131.551465205917,0.0,5131.551465205917,8448.991026624968
2030-08-09 16:45:00,5138.054781116356,0.0,5138.054781116356,8536.737967875044
2030-08-09 17:00:00,5114.156299451881,0.0,5114.156299451881,8686.88756322623
2030-08-09 17:15:00,5158.947178273078,0.0,5158.947178273078,8602.347465155099
2030-08-09 17:30:00,5115.087861468011,0.0,5115.087861468011,8684.707821886128
2030-08-09 17:45:00,4968.899135610444,0.0,4968.899135610444,8838.897184991853
2030-08-09 18:00:00,4584.948492620754,0.0,4584.948492620754,9369.097981646042
2030-08-09 18:15:00,4443.676478326503,0.0,4443.676478326503,9393.120129491952
2030-08-09 18:30:00,4353.168984998473,0.0,4353.168984998473,9428.128508891456
2030-08-09 18:45:00,4261.049245766504,0.0,4261.049245766504,9520.999569547223
2030-08-09 19:00:00,4118.765672153184,0.0,4118.765672153184,9595.28364257296
2030-08-09 19:15:00,3997.350146667837,0.0,3997.350146667837,9642.449545147092
2030-08-09 19:30:00,4006.312515581299,0.0,4006.312515581299,9548.237766863505
2030-08-09 19:45:00,3957.3663275424487,0.0,3957.3663275424487,9507.684720907724
2030-08-09 20:00:00,3880.183578983941,0.0,3880.183578983941,9389.117219897858
2030-08-09 20:15:00,3739.9816999151744,0.0,3739.9816999151744,9395.319414424208
2030-08-09 20:30:00,3724.9565450286855,0.0,3724.9565450286855,9275.594946190864
2030-08-09 20:45:00,3722.771188931431,0.0,3722.771188931431,9153.780725224053
2030-08-09 21:00:00,3765.632831043083,0.0,3765.632831043083,9263.4184017121
2030-08-09 21:15:00,3751.112096923417,0.0,3751.112096923417,9282.938905996256
2030-08-09 21:30:00,3731.7668759365074,0.0,3731.7668759365074,9119.28450200814
2030-08-09 21:45:00,3732.302422049787,0.0,3732.302422049787,8848.499357354496
2030-08-09 22:00:00,3685.916346846767,0.0,3685.916346846767,8683.134419911854
2030-08-09 22:15:00,3661.960183556145,0.0,3661.960183556145,8510.090098966892
2030-08-09 22:30:00,3675.2444372466653,0.0,3675.2444372466653,8216.8053971612
2030-08-09 22:45:00,3611.9934591973415,0.0,3611.9934591973415,8129.806643662394
2030-08-09 23:00:00,3510.1040381018856,0.0,3510.1040381018856,8058.944959292855
2030-08-09 23:15:00,3472.219876128899,0.0,3472.219876128899,7833.579374756945
2030-08-09 23:30:00,3408.0675450913654,0.0,3408.0675450913654,7725.982149465377
2030-08-09 23:45:00,3384.2971009012763,0.0,3384.2971009012763,7627.252390850663
2030-08-10 00:00:00,3364.1128886948327,0.0,3364.1128886948327,7443.687329254021
2030-08-10 00:15:00,3366.963709158702,0.0,3366.963709158702,7324.086449822532
2030-08-10 00:30:00,3391.0638762412927,0.0,3391.0638762412927,7124.236260958169
2030-08-10 00:45:00,3458.7352624281757,0.0,3458.7352624281757,7004.315211682815
2030-08-10 01:00:00,3417.8215859420334,0.0,3417.8215859420334,6917.9786919206645
2030-08-10 01:15:00,3334.3170863206124,0.0,3334.3170863206124,6867.232670441028
2030-08-10 01:30:00,3334.692637242228,0.0,3334.692637242228,6720.356800098121
2030-08-10 01:45:00,3332.445818444412,0.0,3332.445818444412,6674.8534823118935
2030-08-10 02:00:00,3304.682023572821,0.0,3304.682023572821,6675.117238921028
2030-08-10 02:15:00,3290.4355062622,0.0,3290.4355062622,6571.364176325185
2030-08-10 02:30:00,3261.469334343701,0.0,3261.469334343701,6608.331848030657
2030-08-10 02:45:00,3231.401445688756,0.0,3231.401445688756,6606.400517413316
2030-08-10 03:00:00,3208.70953411064,0.0,3208.70953411064,6601.34288194948
2030-08-10 03:15:00,3216.112792233759,0.0,3216.112792233759,6604.190287498003
2030-08-10 03:30:00,3281.8902520348543,0.0,3281.8902520348543,6566.914649356413
2030-08-10 03:45:00,3245.089725400162,0.0,3245.089725400162,6663.716101084995
2030-08-10 04:00:00,3174.6532893461017,0.0,3174.6532893461017,6759.902905838487
2030-08-10 04:15:00,3216.334733765742,0.0,3216.334733765742,6771.72172471864
2030-08-10 04:30:00,3228.78000516659,0.0,3228.78000516659,6880.276692447901
2030-08-10 04:45:00,3196.570895849389,0.0,3196.570895849389,7079.736118470657
2030-08-10 05:00:00,3153.990656802376,0.0,3153.990656802376,7398.065912848393
2030-08-10 05:15:00,3126.098325476036,0.0,3126.098325476036,7516.958305299297
2030-08-10 05:30:00,3072.0289225856154,0.0,3072.0289225856154,7791.0281935056355
2030-08-10 05:45:00,3055.845014926822,0.0,3055.845014926822,8074.211999009519
2030-08-10 06:00:00,3089.438036304099,0.0,3089.438036304099,8650.61871607216
