,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Flexipowerplant Einspeisung in MWh,EE + Speicher + Flexible in MWh
0,2030-01-01 00:00:00,14689.052150796504,-1001.0872789039095,0.0,13687.964871892595
1,2030-01-01 00:15:00,14706.292309484168,-1130.021896706814,0.0,13576.270412777354
2,2030-01-01 00:30:00,15000.113564946205,-1475.2583591848106,0.0,13524.855205761394
3,2030-01-01 00:45:00,14752.67905512893,-1295.8315170191672,0.0,13456.847538109763
4,2030-01-01 01:00:00,15349.75670867152,-2019.7610471332664,0.0,13329.995661538254
5,2030-01-01 01:15:00,15606.78883666857,-2312.925591026309,0.0,13293.86324564226
6,2030-01-01 01:30:00,15556.650887086302,-2125.793786828057,0.0,13430.857100258245
7,2030-01-01 01:45:00,15914.32102628338,-2604.731070468839,0.0,13309.589955814541
8,2030-01-01 02:00:00,15761.52513094653,-2607.5181515189634,0.0,13154.006979427566
9,2030-01-01 02:15:00,16225.022639553874,-3145.3566303637017,0.0,13079.666009190172
10,2030-01-01 02:30:00,15965.936425052449,-2963.439611127782,0.0,13002.496813924667
11,2030-01-01 02:45:00,16211.946785448896,-3308.006911391387,0.0,12903.939874057509
12,2030-01-01 03:00:00,15558.00848626389,-2713.490257602967,0.0,12844.518228660923
13,2030-01-01 03:15:00,15429.054280829838,-2752.770883520694,0.0,12676.283397309144
14,2030-01-01 03:30:00,15269.805018052499,-2629.8896721455167,0.0,12639.915345906982
15,2030-01-01 03:45:00,15310.50675997885,-2652.519901934076,0.0,12657.986858044775
16,2030-01-01 04:00:00,15552.982410146427,-2918.3880021824825,0.0,12634.594407963945
17,2030-01-01 04:15:00,15393.198953468927,-2803.532484312611,0.0,12589.666469156316
18,2030-01-01 04:30:00,15214.1529868278,-2605.5924522634323,0.0,12608.560534564367
19,2030-01-01 04:45:00,15258.8129864382,-2581.790078508142,0.0,12677.022907930059
20,2030-01-01 05:00:00,15711.929741481583,-2943.7755470007833,0.0,12768.1541944808
21,2030-01-01 05:15:00,15481.01993236421,-2673.1107742588283,0.0,12807.909158105382
22,2030-01-01 05:30:00,15228.25350340178,-2352.394739970199,0.0,12875.85876343158
23,2030-01-01 05:45:00,15152.620530771155,-2290.1837674144954,0.0,12862.43676335666
24,2030-01-01 06:00:00,15180.39416699421,-2421.30015251405,0.0,12759.09401448016
25,2030-01-01 06:15:00,15088.394821528012,-2239.215490428458,0.0,12849.179331099554
26,2030-01-01 06:30:00,15124.476181237193,-2337.7191456188557,0.0,12786.757035618337
27,2030-01-01 06:45:00,15107.782205499416,-2289.129287945392,0.0,12818.652917554024
28,2030-01-01 07:00:00,15557.58493909513,-2513.1694253872756,0.0,13044.415513707854
29,2030-01-01 07:15:00,15575.477685782624,-2454.5554083371007,0.0,13120.922277445523
