,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
0,2030-01-01 00:00:00,4475.358705745834,0.0,4475.358705745834,11380.146616921647
1,2030-01-01 00:15:00,4382.449229681795,0.0,4382.449229681795,11347.32054231171
2,2030-01-01 00:30:00,4309.135018927803,0.0,4309.135018927803,11364.780453941672
3,2030-01-01 00:45:00,4280.358067036249,0.0,4280.358067036249,11315.945721044063
4,2030-01-01 01:00:00,4272.129746945464,0.0,4272.129746945464,11180.241501933333
5,2030-01-01 01:15:00,4252.964233820142,0.0,4252.964233820142,11152.507297275362
6,2030-01-01 01:30:00,4266.292803612031,0.0,4266.292803612031,11291.644422579659
7,2030-01-01 01:45:00,4277.951038393264,0.0,4277.951038393264,11142.63458721041
8,2030-01-01 02:00:00,4278.6095863206365,0.0,4278.6095863206365,10968.258224212033
9,2030-01-01 02:15:00,4266.507035919808,0.0,4266.507035919808,10894.531015215758
10,2030-01-01 02:30:00,4258.105221315212,0.0,4258.105221315212,10813.709576373392
11,2030-01-01 02:45:00,4259.612584285511,0.0,4259.612584285511,10700.386170935766
12,2030-01-01 03:00:00,4283.56380343619,0.0,4283.56380343619,10603.217064022956
13,2030-01-01 03:15:00,4328.412276091406,0.0,4328.412276091406,10364.546320734215
14,2030-01-01 03:30:00,4340.973705546705,0.0,4340.973705546705,10303.844246349976
15,2030-01-01 03:45:00,4346.158005974078,0.0,4346.158005974078,10309.75987993769
16,2030-01-01 04:00:00,4364.2925511291005,0.0,4364.2925511291005,10248.392652042403
17,2030-01-01 04:15:00,4363.430837592788,0.0,4363.430837592788,10180.25057071243
18,2030-01-01 04:30:00,4350.658128340368,0.0,4350.658128340368,10195.391413637966
19,2030-01-01 04:45:00,4292.6785455993,0.0,4292.6785455993,10314.43638371702
20,2030-01-01 05:00:00,4186.437547232716,0.0,4186.437547232716,10501.520629840355
21,2030-01-01 05:15:00,4120.404938443883,0.0,4120.404938443883,10583.891288971052
22,2030-01-01 05:30:00,4060.4911930584476,0.0,4060.4911930584476,10697.059402139039
23,2030-01-01 05:45:00,4040.170268549566,0.0,4040.170268549566,10678.83177039143
24,2030-01-01 06:00:00,4002.2337634741766,0.0,4002.2337634741766,10585.53585349151
25,2030-01-01 06:15:00,3935.8781631152865,0.0,3935.8781631152865,10745.139942064017
26,2030-01-01 06:30:00,3855.672620090717,0.0,3855.672620090717,10743.974527006267
27,2030-01-01 06:45:00,3796.165205923163,0.0,3796.165205923163,10828.424657774103
28,2030-01-01 07:00:00,3733.435660126243,0.0,3733.435660126243,11147.536104847857
29,2030-01-01 07:15:00,3705.827105079929,0.0,3705.827105079929,11266.857776025034
30,2030-01-01 07:30:00,3651.185239849517,0.0,3651.185239849517,11410.775760900211
31,2030-01-01 07:45:00,3586.9378408741863,0.0,3586.9378408741863,11567.005884055354
32,2030-01-01 08:00:00,3508.7252101233953,0.0,3508.7252101233953,11535.317188260282
33,2030-01-01 08:15:00,3417.5902945193634,0.0,3417.5902945193634,11742.793706866016
34,2030-01-01 08:30:00,3360.6935679418875,0.0,3360.6935679418875,12018.98528937804
35,2030-01-01 08:45:00,3312.3880056606035,0.0,3312.3880056606035,12245.873371111054
36,2030-01-01 09:00:00,3253.972899576289,0.0,3253.972899576289,12559.249640765956
37,2030-01-01 09:15:00,3173.2635309529496,0.0,3173.2635309529496,13023.734911805019
38,2030-01-01 09:30:00,3097.820319318512,0.0,3097.820319318512,13384.453307560601
39,2030-01-01 09:45:00,3036.841988992611,0.0,3036.841988992611,13685.561102928383
40,2030-01-01 10:00:00,2959.525177243683,0.0,2959.525177243683,13695.861855138366
41,2030-01-01 10:15:00,2886.699900073458,0.0,2886.699900073458,14062.370779769379
42,2030-01-01 10:30:00,2812.9391919031896,0.0,2812.9391919031896,14483.027054937133
43,2030-01-01 10:45:00,2734.500267083191,0.0,2734.500267083191,14822.651236446205
44,2030-01-01 11:00:00,2635.1116007161354,0.0,2635.1116007161354,15125.93216667532
45,2030-01-01 11:15:00,2571.609941681765,0.0,2571.609941681765,15559.999401736464
46,2030-01-01 11:30:00,2503.2462064575666,0.0,2503.2462064575666,15848.87306547525
