Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
2030-01-02 17:00:00,21480.274834420467,-301.12492530083546,21179.14990911963,0.0
2030-01-02 17:15:00,21565.202622628007,-424.78000995973343,21140.422612668273,0.0
2030-01-02 17:30:00,21850.199712465183,-746.777865558186,21103.421846906997,0.0
2030-01-02 17:45:00,22149.964315267374,-1065.2154240046948,21084.74889126268,0.0
2030-01-02 18:00:00,22174.293857771772,-1054.2687940299147,21120.025063741858,0.0
2030-01-02 18:15:00,22152.50715553174,-1148.319175212273,21004.187980319468,0.0
2030-01-02 18:30:00,22216.51863617464,-1322.6339320947227,20893.884704079916,0.0
2030-01-02 18:45:00,22322.236863652226,-1446.3246388468142,20875.912224805412,0.0
2030-01-02 19:00:00,22351.65736475395,-1550.0865360763237,20801.570828677628,0.0
2030-01-02 19:15:00,22176.238277368662,-1426.1850986373393,20750.053178731323,0.0
2030-01-02 19:30:00,22099.50414524651,-1562.1107848537176,20537.39336039279,0.0
2030-01-02 19:45:00,21978.166175341677,-1647.9037088283367,20330.26246651334,0.0
2030-01-02 20:00:00,21868.921252563414,-1920.4162015778675,19948.505050985546,0.0
2030-01-02 20:15:00,21870.567031288538,-2361.9089865697315,19508.658044718806,0.0
2030-01-02 20:30:00,21891.921403798457,-2755.3336494818977,19136.58775431656,0.0
2030-01-02 20:45:00,21940.016136183192,-3070.3821949339763,18869.633941249216,0.0
2030-01-02 21:00:00,21777.87917230749,-3026.8512347279466,18751.027937579544,0.0
2030-01-02 21:15:00,21672.66773050884,-3161.968210620609,18510.699519888232,0.0
2030-01-02 21:30:00,21540.941541059437,-3276.100121854506,18264.84141920493,0.0
2030-01-02 21:45:00,21036.31188009733,-3037.038908445782,17999.27297165155,0.0
2030-01-02 22:00:00,20813.641431858723,-3047.4386887999353,17766.202743058788,0.0
2030-01-02 22:15:00,20762.839830985336,-3234.891234669103,17527.948596316233,0.0
2030-01-02 22:30:00,20714.580843627682,-3491.629610605105,17222.951233022577,0.0
2030-01-02 22:45:00,20722.07062250341,-3814.1455221459582,16907.92510035745,0.0
2030-01-02 23:00:00,20623.593297320334,-3986.090064177657,16637.503233142677,0.0
2030-01-02 23:15:00,20568.58388012128,-4139.945946271753,16428.637933849528,0.0
2030-01-02 23:30:00,20442.493317451,-4279.085019994573,16163.408297456428,0.0
2030-01-02 23:45:00,20371.61361942233,-4444.735028689789,15926.87859073254,0.0
2030-01-03 00:00:00,20155.227386723884,-4520.9976182033515,15634.229768520532,0.0
2030-01-03 00:15:00,20137.340251365007,-4766.608301019372,15370.731950345635,0.0
2030-01-03 00:30:00,20131.60916494845,-4948.296563820522,15183.31260112793,0.0
2030-01-03 00:45:00,19945.852951628745,-4941.318463550684,15004.534488078061,0.0
2030-01-03 01:00:00,19779.103500273137,-4962.683420361196,14816.42007991194,0.0
2030-01-03 01:15:00,19716.9016176151,-5073.383699445429,14643.517918169673,0.0
2030-01-03 01:30:00,19566.169687347843,-4967.95121873575,14598.218468612093,0.0
2030-01-03 01:45:00,19470.402259964354,-4901.227693655996,14569.174566308358,0.0
2030-01-03 02:00:00,19306.664814176398,-4828.087213202358,14478.57760097404,0.0
2030-01-03 02:15:00,19062.86536501623,-4651.718604296844,14411.146760719386,0.0
2030-01-03 02:30:00,18734.708607826662,-4243.684113104922,14491.02449472174,0.0
2030-01-03 02:45:00,18433.768276756564,-3971.443251765284,14462.32502499128,0.0
2030-01-03 03:00:00,18262.338958883673,-3814.5318610667946,14447.807097816878,0.0
2030-01-03 03:15:00,18160.48067911315,-3763.4987768770934,14396.981902236055,0.0
2030-01-03 03:30:00,18109.00407485175,-3624.8815441885454,14484.122530663204,0.0
2030-01-03 03:45:00,18017.34964145635,-3457.153194081551,14560.196447374798,0.0
2030-01-03 04:00:00,17795.80858331246,-3018.452127055569,14777.356456256892,0.0
2030-01-03 04:15:00,17577.928482956566,-2640.4697164724057,14937.45876648416,0.0
2030-01-03 04:30:00,17395.465187437123,-2231.853796833866,15163.611390603257,0.0
2030-01-03 04:45:00,17271.037245953332,-2020.6294479281405,15250.407798025191,0.0
2030-01-03 05:00:00,17084.06375761283,-1565.663270407411,15518.400487205417,0.0
2030-01-03 05:15:00,17053.519229078873,-1352.8861746817001,15700.633054397173,0.0
2030-01-03 05:30:00,16998.542063399003,-1096.3071325097935,15902.23493088921,0.0
2030-01-03 05:45:00,16896.714387042844,-575.7181544813902,16320.996232561454,0.0
2030-01-03 06:00:00,16874.306320779993,111.659943939816,16985.96626471981,0.0
2030-01-03 06:15:00,16789.569130889304,581.9665810165643,17371.535711905868,0.0
2030-01-03 06:30:00,16723.83153300362,1060.5860936630088,17784.41762666663,0.0
2030-01-03 06:45:00,16660.443505120915,1542.3902484069367,18202.83375352785,0.0
2030-01-03 07:00:00,16648.366854817563,2076.9735917542275,18725.34044657179,0.0
2030-01-03 07:15:00,16565.014414740574,2655.1654866115096,19220.179901352083,0.0
2030-01-03 07:30:00,16548.177366428074,2997.7426196527704,19545.919986080844,0.0
2030-01-03 07:45:00,16459.95171236041,3362.258410155144,19822.210122515553,0.0
2030-01-03 08:00:00,16321.428942962895,3702.031837172286,20023.46078013518,0.0
2030-01-03 08:15:00,16207.908945421934,3926.5514063151586,20134.460351737092,0.0
2030-01-03 08:30:00,16056.361162763844,4210.886909872495,20267.24807263634,0.0
2030-01-03 08:45:00,16032.974181919768,4273.691373614105,20306.665555533873,0.0
2030-01-03 09:00:00,16044.41067916522,4298.909968513217,20343.320647678436,0.0
2030-01-03 09:15:00,15927.049706596612,4633.775120528917,20560.82482712553,0.0
2030-01-03 09:30:00,15647.474037233385,4969.362928811099,20616.836966044484,0.0
2030-01-03 09:45:00,15517.285077805751,5075.341545328938,20592.62662313469,0.0
2030-01-03 10:00:00,15359.482425303799,5294.344199321087,20653.826624624886,0.0
2030-01-03 10:15:00,15197.359405082814,5544.98334469886,20742.342749781674,0.0
2030-01-03 10:30:00,15246.609061527382,5553.47454672568,20800.083608253062,0.0
2030-01-03 10:45:00,14935.530557734703,5941.660794855234,20877.191352589936,0.0
2030-01-03 11:00:00,14630.99860979729,6272.809433574977,20903.808043372268,0.0
2030-01-03 11:15:00,14880.873130286964,6169.889175530228,21050.762305817192,0.0
2030-01-03 11:30:00,14454.719085768074,6717.064759228275,21171.78384499635,0.0
2030-01-03 11:45:00,14313.898947534657,6888.302783710071,21202.201731244728,0.0
2030-01-03 12:00:00,13987.02093295782,7089.995792384363,21077.016725342182,0.0
2030-01-03 12:15:00,13391.714038549604,7624.784473473626,21016.49851202323,0.0
2030-01-03 12:30:00,13324.06658882622,7662.686119522106,20986.752708348326,0.0
2030-01-03 12:45:00,13627.404069421817,7244.541052194578,20871.945121616394,0.0
2030-01-03 13:00:00,13733.222217829227,6944.729306220788,20677.951524050015,0.0
2030-01-03 13:15:00,14066.495922467984,6435.093409166977,20501.58933163496,0.0
2030-01-03 13:30:00,14512.261022626331,5869.333936113293,20381.594958739624,0.0
2030-01-03 13:45:00,15408.046107654372,4943.117072520785,20351.163180175157,0.0
2030-01-03 14:00:00,15737.96601134574,4536.429619826289,20274.39563117203,0.0
2030-01-03 14:15:00,15088.386164098558,5125.8400269227,20214.22619102126,0.0
2030-01-03 14:30:00,14260.333918295164,5892.3373503710645,20152.67126866623,0.0
2030-01-03 14:45:00,13458.3537744793,6692.93432576791,20151.28810024721,0.0
2030-01-03 15:00:00,12768.424282290827,7413.297580368453,20181.72186265928,0.0
2030-01-03 15:15:00,12291.559581863956,7768.78509744204,20060.344679305996,0.0
2030-01-03 15:30:00,12539.583488320955,7533.551153837214,20073.13464215817,0.0
2030-01-03 15:45:00,13134.45795666664,6872.28311678836,20006.741073455,0.0
2030-01-03 16:00:00,13608.771064670333,6635.192818513298,20243.96388318363,0.0
2030-01-03 16:15:00,13789.63880515892,6586.0769287904,20375.71573394932,0.0
2030-01-03 16:30:00,13994.743378147565,6615.775127578849,20610.518505726413,0.0
2030-01-03 16:45:00,14657.217679032834,6171.500669391564,20828.718348424398,0.0
2030-01-03 17:00:00,15192.22247832785,5990.593187122806,21182.815665450657,0.0
2030-01-03 17:15:00,15581.455575386059,5780.831974049397,21362.287549435456,0.0
2030-01-03 17:30:00,15684.080823190194,5875.657216181244,21559.738039371437,0.0
2030-01-03 17:45:00,15621.36694924477,5915.894398465072,21537.261347709842,0.0
2030-01-03 18:00:00,16028.687116210647,5298.680200833482,21327.36731704413,0.0
2030-01-03 18:15:00,16109.37288542847,5177.542325456099,21286.91521088457,0.0
2030-01-03 18:30:00,16369.977283121647,4952.216880973585,21322.194164095232,0.0
2030-01-03 18:45:00,16575.383529492716,4619.913248601595,21195.29677809431,0.0
2030-01-03 19:00:00,17143.65784571821,3895.690030458263,21039.347876176475,0.0
2030-01-03 19:15:00,17707.877726422947,3042.0442382261353,20749.921964649082,0.0
2030-01-03 19:30:00,17845.895220993265,2703.1251003714424,20549.020321364707,0.0
2030-01-03 19:45:00,17844.709014262222,2456.0307254099316,20300.739739672154,0.0
2030-01-03 20:00:00,18310.144882941935,1716.381364971323,20026.526247913258,0.0
2030-01-03 20:15:00,18799.04397262779,899.3295990356819,19698.373571663473,0.0
2030-01-03 20:30:00,19496.629521774372,-64.16463812404982,19432.464883650322,0.0
2030-01-03 20:45:00,19941.761310434304,-796.997776841843,19144.76353359246,0.0
2030-01-03 21:00:00,20040.36897789354,-1171.5493099793966,18868.819667914144,0.0
2030-01-03 21:15:00,20506.590244957017,-1872.220255387634,18634.369989569383,0.0
2030-01-03 21:30:00,20736.964167784095,-2268.9179527139095,18468.046215070186,0.0
2030-01-03 21:45:00,20831.365602196216,-2565.2602268543596,18266.105375341856,0.0
