Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
11.339.260;13.435.062;	3.782.202;2.581.667;	691.703;	1.910.160;6.420.729;	1.629.464;8.161.981;18.190.422;	4.174.311;994.424;4.089.467;2.180.448;	2.965.691;	2.122.335
