Uhrzeit;Relativer Bedarf;Normierter Bedarf;Anzahl Autos;Strombedarf (kWh)
00:00;0.37826087;0.011065384040857853;27110.19090010174;173505.22176065115
00:15;0.337108223;0.00986153273222829;24160.75519395931;154628.8332413396
00:30;0.294634445;0.008619033963491944;21116.633210555265;135146.4525475537
00:45;0.25281411;0.007395650568079329;18119.343891794357;115963.80090748389
01:00;0.212954104;0.006229613292637918;15262.5525669629;97680.33642856257
01:15;0.190737051;0.005579690862910801;13670.242614131463;87489.55273044137
01:30;0.171133769;0.0050062298972253045;12265.263248201996;78497.68478849278
01:45;0.151530487;0.004432768931539808;10860.28388227253;69505.8168465442
02:00;0.130620319;0.003821077219206845;9361.63918705677;59914.49079716333
02:15;0.115591136;0.0033814238082808556;8284.488330288095;53020.72531384381
02:30;0.100561953;0.0029417703973548663;7207.337473519422;46126.959830524305
02:45;0.086186213;0.002521232359752611;6177.019281393897;39532.92340092094
03:00;0.07115703;0.0020815789488266216;5099.868424625223;32639.15791760143
03:15;0.067889817;0.001986002140714582;4865.705244750726;31140.513566404647
03:30;0.065929489;0.0019286560499966949;4725.207322491902;30241.326863948176
03:45;0.063315718;0.0018521945859550748;4537.876735589934;29042.411107775577
04:00;0.060701947;0.001775733121913454;4350.546148687962;27843.49535160296
04:15;0.060918069;0.0017820554066628079;4366.03574632388;27942.628776472833
04:30;0.061571512;0.0018011707799865414;4412.868410967027;28242.357830188972
04:45;0.061571512;0.0018011707799865414;4412.868410967027;28242.357830188972
05:00;0.062003757;0.0018138153787385632;4443.84767790948;28440.62513862067
05:15;0.058741618;0.0017183870019422533;4210.0481547585205;26944.308190454532
05:30;0.057434733;0.0016801562845481;4116.382897142845;26344.850541714208
05:45;0.054347826;0.0015898540244877022;3895.1423599948703;24928.91110396717
06:00;0.052173913;0.0015262598646783266;3739.3366684619004;23931.754678156165
06:15;0.052173913;0.0015262598646783266;3739.3366684619004;23931.754678156165
06:30;0.052173913;0.0015262598646783266;3739.3366684619004;23931.754678156165
06:45;0.052173913;0.0015262598646783266;3739.3366684619004;23931.754678156165
07:00;0.052173913;0.0015262598646783266;3739.3366684619004;23931.754678156165
07:15;0.062441077;0.001826608438059629;4475.190673246091;28641.220308774984
07:30;0.072458841;0.0021196612349050447;5193.17002551736;33236.2881633111
07:45;0.081823161;0.0023935986291734133;5864.316641474862;37531.62650543912
08:00;0.093585131;0.0027376752319873622;6707.304318369038;42926.74763756184
08:15;0.106653985;0.003119982522942151;7643.9571812082695;48921.32595973293
08:30;0.121904366;0.003566106708439852;8736.961435677636;55916.553188336875
08:45;0.135410541;0.00396120708796902;9704.957365524098;62111.72713935423
09:00;0.153917985;0.004502611160440673;11031.397343079649;70600.94299570976
09:15;0.194426359;0.005687615348636774;13934.657604160097;89181.80866662462
09:30;0.232763358;0.00680909962193468;16682.294073739966;106766.6820719358
09:45;0.272623364;0.00797513689737609;19539.085398571424;125050.14655085711
10:00;0.312699494;0.009147496516073488;22411.366464380044;143432.74537203228
10:15;0.331870531;0.009708312883006961;23785.366563367053;152226.34600554916
10:30;0.35125769;0.01027545153468979;25174.856259989985;161119.08006393592
10:45;0.37238398;0.010893465531772107;26688.990552841664;170809.53953818665
11:00;0.394163713;0.011530594902178158;28249.957510336488;180799.72806615353
11:15;0.427494368;0.012505627021964534;30638.78620381311;196088.2317044039
11:30;0.469304552;0.013728713466985745;33635.34799411507;215266.22716233646
11:45;0.506771986;0.014824760082210562;36320.66220141588;232452.23808906163
12:00;0.541188328;0.01583155214481938;38787.30275480748;248238.7376307679
12:15;0.562103571;0.01644339231772139;40286.3111784174;257832.3915418714
12:30;0.581922975;0.01702317556815624;41706.78014198279;266923.39290868986
12:45;0.601526257;0.017596636533841734;43111.75950791225;275915.2608506384
13:00;0.618520844;0.01809378452530797;44329.77208700452;283710.54135682894
13:15;0.616781713;0.01804290917990848;44205.127490775776;282912.81594096497
13:30;0.614167942;0.017966447715866862;44017.796903873816;281713.9001847924
13:45;0.610900729;0.01787087090775482;43783.63372399931;280215.2558335956
14:00;0.608286958;0.0177944094437132;43596.30313709734;279016.34007742297
14:15;0.60175253;0.01760325576898249;43127.9766340071;276019.05045764544
14:30;0.593911218;0.017373871406110946;42565.98494497182;272422.3036478196
14:45;0.586507225;0.01715728007330715;42035.33617960251;269026.1515494561
15:00;0.579535477;0.016953333339255375;41535.666681175666;265828.2667595243
15:15;0.580434783;0.01697964102014303;41600.12049935042;266240.7711958427
15:30;0.578228592;0.01691510262186122;41442.00142355999;265228.8091107839
15:45;0.578228592;0.01691510262186122;41442.00142355999;265228.8091107839
16:00;0.579535477;0.016953333339255375;41535.666681175666;265828.2667595243
16:15;0.583456134;0.017068025549944462;41816.66259736393;267626.64062312915
16:30;0.588683676;0.017220948478027704;42191.323771167874;270024.4721354744
16:45;0.593257775;0.01735475603278721;42519.152280328664;272122.57459410344
17:00;0.601094012;0.017583991935089714;43080.7802409698;275716.9935422067
17:15;0.602622096;0.017628693456308894;43190.29896795679;276417.9133949235
17:30;0.610026088;0.017845284759859376;43720.947661655475;279814.065034595
17:45;0.613946745;0.017959976970548464;44001.94357784373;281612.4388981999
18:00;0.618958164;0.018106577584629035;44361.11508234114;283911.1365269833
18:15;0.612207614;0.017909101625148974;43877.298981614986;280814.7134823359
18:30;0.604366301;0.01767971723302411;43315.307220909075;277217.9662138181
18:45;0.596308866;0.017444010556149896;42737.825862567246;273522.0855204304
19:00;0.589337118;0.017240063822098122;42238.1563641404;270324.2007304986
