,Datum,Photovoltaik,Wind Onshore,Wind Offshore
26314,2017-10-02 03:30:00,0.0,0.34972393492951914,0.8955477457461951
26315,2017-10-02 03:45:00,0.0,0.34978335452541814,0.8972069356410468
26316,2017-10-02 04:00:00,0.0,0.3492881912262598,0.8999031192201807
26317,2017-10-02 04:15:00,0.0,0.35051619620817237,0.9013549103781759
26318,2017-10-02 04:30:00,0.0,0.3584586155266714,0.8999031192201807
26319,2017-10-02 04:45:00,0.0,0.3644996077764026,0.8988661255358985
26320,2017-10-02 05:00:00,0.0,0.3712536351769217,0.8974143343779032
26321,2017-10-02 05:15:00,0.0,0.38389020257144135,0.8980365305884727
26322,2017-10-02 05:30:00,0.0,0.3944272775775298,0.8901553785879271
26323,2017-10-02 05:45:00,0.0,0.40100304619035193,0.8351947133209652
26324,2017-10-02 06:00:00,0.0,0.41730382199864297,0.8343651183735393
26325,2017-10-02 06:15:00,0.0,0.4215028067755053,0.8324985297418313
26326,2017-10-02 06:30:00,0.0,0.43043555269232087,0.8347799158472523
26327,2017-10-02 06:45:00,0.0,0.4397050096525641,0.8324985297418313
26328,2017-10-02 07:00:00,9.453393153023888e-05,0.4457063888383626,0.8262765676361374
26329,2017-10-02 07:15:00,0.0010398732468326277,0.4480831726743224,0.8291801499521279
26330,2017-10-02 07:30:00,0.005222999717045698,0.45103434593730585,0.8312541373206924
26331,2017-10-02 07:45:00,0.013754687037649756,0.4536884212207943,0.8235803840570034
26332,2017-10-02 08:00:00,0.0268712700374704,0.45352996896506365,0.8225433903727211
26333,2017-10-02 08:15:00,0.04057869010935504,0.45356958202899633,0.8273135613204197
26334,2017-10-02 08:30:00,0.05433337714700479,0.4549956523305722,0.827935757530989
26335,2017-10-02 08:45:00,0.06643372038287537,0.45283674034624205,0.828350555004702
26336,2017-10-02 09:00:00,0.07931396855387042,0.44614213254162194,0.8812372329030993
26337,2017-10-02 09:15:00,0.0921705832419829,0.4426957959794802,0.8864222013245109
26338,2017-10-02 09:30:00,0.10514536534450819,0.43835816547885353,0.8611195554280227
26339,2017-10-02 09:45:00,0.11812014744703347,0.4373480323485706,0.84369806153208
26340,2017-10-02 10:00:00,0.13199300189909602,0.43774416298789726,0.9102730560630038
26341,2017-10-02 10:15:00,0.14851280643400527,0.43780358258379626,0.9243761701692431
26342,2017-10-02 10:30:00,0.1603531813581677,0.43928907248127114,0.9355757019594919
26343,2017-10-02 10:45:00,0.17037377810037302,0.4400219141640254,0.9496788160657312
26344,2017-10-02 11:00:00,0.17973263732186667,0.441368758337736,0.9513380059605829
26345,2017-10-02 11:15:00,0.18788618891634976,0.4402001729517224,0.9579747655399896
26346,2017-10-02 11:30:00,0.18949326575236383,0.43748667807233493,0.9581821642768461
26347,2017-10-02 11:45:00,0.20081370405310994,0.4366944167936817,0.9617079428034059
26348,2017-10-02 12:00:00,0.20759651364040457,0.44047746439925106,0.917117214379267
26349,2017-10-02 12:15:00,0.2131503821178061,0.4383977785427862,0.9069546762733004
26350,2017-10-02 12:30:00,0.21000712889442566,0.43774416298789726,0.9434568539600374
26351,2017-10-02 12:45:00,0.20083733753599248,0.43621906002648975,0.9644041263825399
26352,2017-10-02 13:00:00,0.19705598027478294,0.43847700467065154,0.9654411200668221
26353,2017-10-02 13:15:00,0.19386546008563738,0.4415074040615003,0.968552101119669
26354,2017-10-02 13:30:00,0.1924474511126838,0.43934849207717014,0.9668929112248174
26355,2017-10-02 13:45:00,0.1871535509469904,0.4365557710699174,0.9668929112248174
26356,2017-10-02 14:00:00,0.1741315018787,0.43449589174541886,0.9675151074353868
26357,2017-10-02 14:15:00,0.1694520722679532,0.4308911029275465,0.9673077086985303
26358,2017-10-02 14:30:00,0.16177119033112128,0.42847470602765403,0.9668929112248174
26359,2017-10-02 14:45:00,0.15182149403756362,0.42473127148601736,0.9654411200668221
26360,2017-10-02 15:00:00,0.1378304721710883,0.42049267364522236,0.9641967276456834
26361,2017-10-02 15:15:00,0.1292515178847191,0.41799705061746456,0.9631597339614011
26362,2017-10-02 15:30:00,0.11835648227585907,0.40389479985743637,0.9652337213299658
26363,2017-10-02 15:45:00,0.10689424307781761,0.3950016670045534,0.9652337213299658
26364,2017-10-02 16:00:00,0.0937540265951144,0.3957741217512404,0.9641967276456834
26365,2017-10-02 16:15:00,0.08541140713757082,0.39622967198646597,0.9656485188036786
26366,2017-10-02 16:30:00,0.0742800366998852,0.39276352889235794,0.9646115251193963
26367,2017-10-02 16:45:00,0.06449577478650548,0.38456362465829663,0.9652337213299658
26368,2017-10-02 17:00:00,0.05338803783170241,0.3775323058102489,0.9668929112248174
26369,2017-10-02 17:15:00,0.04216213346248654,0.3706396326859654,0.9677225061722432
26370,2017-10-02 17:30:00,0.03211790323739866,0.36699523080416036,0.9677225061722432
26371,2017-10-02 17:45:00,0.02330261412220388,0.3696889191515815,0.9664781137511045
26372,2017-10-02 18:00:00,0.012998415585407845,0.3730560295858579,0.9654411200668221
26373,2017-10-02 18:15:00,0.006924610484589998,0.3734125471612519,0.9637819301719704
26374,2017-10-02 18:30:00,0.002268814356725733,0.3723826074990026,0.9660633162773916
26375,2017-10-02 18:45:00,0.00047266965765119435,0.3709169241334941,0.9639893289088269
26376,2017-10-02 19:00:00,2.363348288255972e-05,0.3692531754483222,0.9646115251193963
26377,2017-10-02 19:15:00,0.0,0.36903530359669257,0.9644041263825399
26378,2017-10-02 19:30:00,0.0,0.3735115798210835,0.9625375377508317
26379,2017-10-02 19:45:00,0.0,0.3772946274266529,0.9534119933291475
26380,2017-10-02 20:00:00,0.0,0.3677082659549483,0.9028067015361712
26381,2017-10-02 20:15:00,0.0,0.36897588400079356,0.8999031192201807
26382,2017-10-02 20:30:00,0.0,0.367688459422982,0.8901553785879271
26383,2017-10-02 20:45:00,0.0,0.36214263047240913,0.8920219672196352
26384,2017-10-02 21:00:00,0.0,0.35859726125043573,0.8938885558513434
26385,2017-10-02 21:15:00,0.0,0.35653738192593726,0.8955477457461951
26386,2017-10-02 21:30:00,0.0,0.3525958820646372,0.8984513280621855
26387,2017-10-02 21:45:00,0.0,0.3444553974264749,0.8913997710090659
26388,2017-10-02 22:00:00,0.0,0.3334825787171271,0.8984513280621855
26389,2017-10-02 22:15:00,0.0,0.33068985770987436,0.8953403470093386
26390,2017-10-02 22:30:00,0.0,0.33383909629252106,0.9013549103781759
26391,2017-10-02 22:45:00,0.0,0.3311652144770663,0.8961699419567645
26392,2017-10-02 23:00:00,0.0,0.33057101851807635,0.8951329482724821
26393,2017-10-02 23:15:00,0.0,0.3366714303637065,0.8862148025876544
26394,2017-10-02 23:30:00,0.0,0.3333241264613965,0.8976217331147597
26395,2017-10-02 23:45:00,0.0,0.32862997838537583,0.8994883217464679
26396,2017-10-03 00:00:00,0.0,0.3275208125952613,0.8714894922708457
26397,2017-10-03 00:15:00,0.0,0.33554245804162564,0.8741856758499797
26398,2017-10-03 00:30:00,0.0,0.33641394544814424,0.8930589609039176
26399,2017-10-03 00:45:00,0.0,0.331026568753302,0.893266359640774
26400,2017-10-03 01:00:00,0.0,0.32716201586786203,0.8901048662125209
26401,2017-10-03 01:15:00,0.0,0.31823149479557017,0.8840934453647885
26402,2017-10-03 01:30:00,0.0,0.31213260235595625,0.863778988706934
26403,2017-10-03 01:45:00,0.0,0.3063703370964509,0.860669633096038
26404,2017-10-03 02:00:00,0.0,0.29397453622892383,0.8826424127463703
26405,2017-10-03 02:15:00,0.0,0.2854400471332303,0.8795330571354742
26406,2017-10-03 02:30:00,0.0,0.2779748443743522,0.8950798351899547
26407,2017-10-03 02:45:00,0.0,0.27583627170072134,0.8965308678083729
26408,2017-10-03 03:00:00,0.0,0.2636186852226636,0.9033714501523443
26409,2017-10-03 03:15:00,0.0,0.2613415013572233,0.900469384915508
26410,2017-10-03 03:30:00,0.0,0.2600543974332788,0.89093402770876
26411,2017-10-03 03:45:00,0.0,0.2516783211282246,0.8851298972350873
26412,2017-10-03 04:00:00,0.0,0.24571803988042004,0.8886538335941028
26413,2017-10-03 04:15:00,0.0,0.2369063284011077,0.8739362170358613
26414,2017-10-03 04:30:00,0.0,0.2329064054374648,0.8619133753403965
26415,2017-10-03 04:45:00,0.0,0.22773818814285687,0.8588040197295004
26416,2017-10-03 05:00:00,0.0,0.2214610813137737,0.8762164111505184
26417,2017-10-03 05:15:00,0.0,0.22504517070198837,0.8869955106016248
26418,2017-10-03 05:30:00,0.0,0.22769858494519704,0.9133213881072118
26419,2017-10-03 05:45:00,0.0,0.22656989381189185,0.9224421645658403
26420,2017-10-03 06:00:00,0.0,0.2302331895954262,0.9255515201767364
26421,2017-10-03 06:15:00,0.0,0.23102525354862283,0.9220275838177209
26422,2017-10-03 06:30:00,0.0,0.2340945013672597,0.920369260825243
26423,2017-10-03 06:45:00,0.0,0.23688652680227779,0.9230640356880195
26424,2017-10-03 07:00:00,0.0,0.23561922447716319,0.9172599052143469
26425,2017-10-03 07:15:00,0.0002835656240774406,0.23561922447716319,0.9062735153891807
26426,2017-10-03 07:30:00,0.0014650890577334432,0.2326687862515058,0.9230640356880195
26427,2017-10-03 07:45:00,0.0050805507647208115,0.23286680223980497,0.9228567453139598
26428,2017-10-03 08:00:00,0.011862495273906266,0.23005497520595697,0.834343755590451
26429,2017-10-03 08:15:00,0.02166913977325109,0.2284312441019039,0.8438791127971991
26430,2017-10-03 08:30:00,0.03244463348819383,0.2325301750596964,0.8556946641186043
26431,2017-10-03 08:45:00,0.04468521626087002,0.2355202164830136,0.8764237015245782
26432,2017-10-03 09:00:00,0.05536618810112028,0.23959934584197617,0.9002620945414482
26433,2017-10-03 09:15:00,0.06751224899910399,0.24060922738230187,0.9089682902519572
26434,2017-10-03 09:30:00,0.08204498723307282,0.24595565906637903,0.9062735153891807
26435,2017-10-03 09:45:00,0.09593970281286741,0.24700514380436453,0.8986037715489703
26436,2017-10-03 10:00:00,0.11491496915738282,0.2549455849351606,0.8849226068610275
26437,2017-10-03 10:15:00,0.13485908471749614,0.26142070775254295,0.9025422886561053
26438,2017-10-03 10:30:00,0.15397613387405026,0.26262860528116777,0.8971527389305521
26439,2017-10-03 10:45:00,0.17576342599066694,0.27108388798154165,0.9033714501523443
26440,2017-10-03 11:00:00,0.1890437493849604,0.28147972736724725,0.9029568694042248
26441,2017-10-03 11:15:00,0.20419087980443038,0.2913013203868853,0.8890684143422223
26442,2017-10-03 11:30:00,0.21862909616370674,0.3048852171842072,0.8612915042182172
26443,2017-10-03 11:45:00,0.23233476799411637,0.31405335744245805,0.856731115988903
26444,2017-10-03 12:00:00,0.24847437809785736,0.31831070119088983,0.8623279560885159
26445,2017-10-03 12:15:00,0.2592971327501463,0.3282709054023373,0.8664737635697107
26446,2017-10-03 12:30:00,0.27406617567084635,0.33436979784195126,0.864608150203173
26447,2017-10-03 12:45:00,0.28571599672669457,0.33933999914826,0.8795330571354742
