Datum,Photovoltaik,Wind Onshore,Wind Offshore
2021-01-01 00:00:00,0.0,0.07730241972582574,0.043735528685361465
2021-01-01 00:15:00,0.0,0.07502070107645598,0.04527913558013893
2021-01-01 00:30:00,0.0,0.06968442359002668,0.052096732698739386
2021-01-01 00:45:00,0.0,0.06758671450915447,0.055955749935683044
2021-01-01 01:00:00,0.0,0.0679547336461496,0.05441214304090558
2021-01-01 01:15:00,0.0,0.06637225135707056,0.05299717005402624
2021-01-01 01:30:00,0.0,0.06412733462140031,0.04900951890918446
2021-01-01 01:45:00,0.0,0.06221363510902567,0.04656547465912014
2021-01-01 02:00:00,0.0,0.06114637961173981,0.04116285052739902
2021-01-01 02:15:00,0.0,0.060171128898702735,0.039104708001029075
2021-01-01 02:30:00,0.0,0.058809458091820775,0.03756110110625161
2021-01-01 02:45:00,0.0,0.0566565461403993,0.039233341908927195
2021-01-01 03:00:00,0.0,0.054908455239672464,0.03949060972472344
2021-01-01 03:15:00,0.0,0.052258717453307575,0.039876511448417806
2021-01-01 03:30:00,0.0,0.04968258349434171,0.04167738615899151
2021-01-01 03:45:00,0.0,0.04832091268745975,0.043220993053768975
2021-01-01 04:00:00,0.0,0.04775048302511731,0.039361975816825316
2021-01-01 04:15:00,0.0,0.046241604563437295,0.038590172369436584
2021-01-01 04:30:00,0.0,0.04522955193670071,0.03768973501414973
2021-01-01 04:45:00,0.0,0.04423590026681387,0.03678929765886288
2021-01-01 05:00:00,0.0,0.04243260649553777,0.04463596604064832
2021-01-01 05:15:00,0.0,0.03991167540712117,0.05286853614612812
2021-01-01 05:30:00,0.0,0.038623608427638234,0.060586570620015434
2021-01-01 05:45:00,0.0,0.036599503174165056,0.06418832004116284
2021-01-01 06:00:00,0.0,0.03735394240500506,0.06791870337020839
2021-01-01 06:15:00,0.0,0.03694912135431042,0.07113455106766144
2021-01-01 06:30:00,0.0,0.03737234336185482,0.0662464625675328
2021-01-01 06:45:00,0.0,0.03632348882141871,0.057242089014664266
2021-01-01 07:00:00,0.0,0.03514582758303432,0.05402624131721122
2021-01-01 07:15:00,0.0,0.03652589934676603,0.051324929251350654
2021-01-01 07:30:00,0.0,0.036893918483761154,0.04926678672498071
2021-01-01 07:45:00,0.0,0.03680191369951238,0.04566503730383329
2021-01-01 08:00:00,0.00043642134497123586,0.03748274910295336,0.04913815281708258
2021-01-01 08:15:00,0.001646498710573299,0.03805317876529579,0.04836634936969385
2021-01-01 08:30:00,0.004265026780400714,0.039194038089980676,0.04476459994854644
2021-01-01 08:45:00,0.009045824241221979,0.03891802373723434,0.042706457422176484
2021-01-01 09:00:00,0.015453283078754215,0.039930076363970925,0.034731155132492926
2021-01-01 09:15:00,0.022555048601467963,0.03980126966602263,0.02907126318497556
2021-01-01 09:30:00,0.031045427494544732,0.03866041034133775,0.028042191921790582
2021-01-01 09:45:00,0.03915889704423726,0.037905971110497746,0.03588886030357602
2021-01-01 10:00:00,0.04764927593731402,0.03761155580090165,0.0504244918960638
2021-01-01 10:15:00,0.055604046816107915,0.035973870641273345,0.05839979418574736
2021-01-01 10:30:00,0.06343979369172784,0.03420737878369675,0.05968613326472858
2021-01-01 10:45:00,0.0702836738742313,0.033563345293955285,0.061358374067404166
2021-01-01 11:00:00,0.07657210870858956,0.032459287882969916,0.06290198096218164
2021-01-01 11:15:00,0.08210672485617933,0.031134418989787468,0.06637509647543093
2021-01-01 11:30:00,0.08696687165244991,0.028705492685619654,0.07769488037046565
2021-01-01 11:45:00,0.0905971037492561,0.027491029533535744,0.07988165680473373
2021-01-01 12:00:00,0.09494147986510613,0.026515778820498666,0.07962438898893748
2021-01-01 12:15:00,0.0969053759174767,0.024638881221823533,0.08258296887059428
2021-01-01 12:30:00,0.09668716524499107,0.0236452295519367,0.08978646771288912
2021-01-01 12:45:00,0.09446538385241024,0.02254117214095133,0.0921018780550553
2021-01-01 13:00:00,0.09067645308470541,0.021308308032017664,0.09879084126575766
2021-01-01 13:15:00,0.08706605832176155,0.021308308032017664,0.10457936712117315
2021-01-01 13:30:00,0.08250347153342591,0.021253105161468396,0.11474144584512477
2021-01-01 13:45:00,0.07573894068637176,0.021363510902566933,0.11216876768716233
2021-01-01 14:00:00,0.06708986312239636,0.021602723341613762,0.10547980447645999
2021-01-01 14:15:00,0.05859948422931958,0.022614775968350355,0.11808592745047594
2021-01-01 14:30:00,0.04975203332672089,0.023277210414941577,0.10457936712117315
2021-01-01 14:45:00,0.04078555842094823,0.02412365443003036,0.08361204013377926
2021-01-01 15:00:00,0.031660384844276926,0.026681387432146472,0.0779521481862619
2021-01-01 15:15:00,0.02227732592739536,0.02771184101573282,0.08399794185747363
2021-01-01 15:30:00,0.013866296369767904,0.029275922347962093,0.09235914587085156
2021-01-01 15:45:00,0.007161277524300734,0.03148403716993284,0.08952919989709288
2021-01-01 16:00:00,0.0027573894068637175,0.03431778452479529,0.09441728839722151
2021-01-01 16:15:00,0.0006546320174568538,0.03750115005980311,0.10869565217391304
2021-01-01 16:30:00,5.951200158698671e-05,0.041291747170852884,0.1102392590686905
2021-01-01 16:45:00,0.0,0.04486153279970558,0.11499871366092101
2021-01-01 17:00:00,0.0,0.0483393136443095,0.10805248263442244
2021-01-01 17:15:00,0.0,0.051945901186861716,0.10059171597633136
2021-01-01 17:30:00,0.0,0.056159720305455886,0.09158734242346282
2021-01-01 17:45:00,0.0,0.05869905235072224,0.08644198610753795
2021-01-01 18:00:00,0.0,0.061459195878185664,0.0838693079495755
2021-01-01 18:15:00,0.0,0.06556260925568129,0.08399794185747363
