,Datum,Photovoltaik,Wind Onshore,Wind Offshore,Wasserkraft,Biomasse,Sonstige Erneuerbare
15058,2030-06-06 20:30:00,9.224700913688437,1077.2500105747783,2468.67257373425,636.940115,1054.73853,25.0107375
15059,2030-06-06 20:45:00,0.0,1047.1895116520604,2466.2149604204283,622.8864625,1052.356555,25.0107375
15060,2030-06-06 21:00:00,0.0,1051.3782696986684,2471.744590376528,648.84999,1038.064705,25.0107375
15061,2030-06-06 21:15:00,0.0,1065.6693265635674,2469.286977062706,640.0366825,1035.9209275,25.0107375
15062,2030-06-06 21:30:00,0.0,1073.0612525281701,2505.5367734415813,618.8371050000001,1031.1569775,25.0107375
15063,2030-06-06 21:45:00,0.0,1117.4128083157868,2519.6680499960576,595.49375,1029.2513975,25.248935
15064,2030-06-06 22:00:00,0.0,1124.5583367482361,2502.4647567993034,600.734095,1013.2921650000001,25.248935
15065,2030-06-06 22:15:00,0.0,1114.2096403977923,2482.803850288727,593.8263675000001,1004.7170550000001,25.248935
15066,2030-06-06 22:30:00,0.0,1092.5266575682908,2509.837596740769,596.6847375,999.2385125000001,25.248935
15067,2030-06-06 22:45:00,0.0,1084.3955390072279,2519.6680499960576,576.914345,996.3801425,25.248935
15068,2030-06-06 23:00:00,0.0,1054.5814376166632,2473.587800361894,525.2254875,975.4187625000001,25.248935
15069,2030-06-06 23:15:00,0.0,1022.5497584367178,2452.0836838659516,513.3156125,975.180565,25.248935
15070,2030-06-06 23:30:00,0.0,1006.5339188467451,2456.38450716514,513.7920075000001,972.0839975,25.248935
15071,2030-06-06 23:45:00,0.0,993.2284521104601,2467.443767077339,505.45509500000003,972.0839975,25.4871325
15072,2030-06-07 00:00:00,0.0,970.9592665926302,2474.341680346642,509.74265,967.08185,25.4871325
15073,2030-06-07 00:15:00,0.0,954.4522199390638,2492.151536075124,504.50230500000004,966.605455,25.4871325
15074,2030-06-07 00:30:00,0.0,937.9451732854968,2557.249629427505,495.2126025,970.416615,25.4871325
15075,2030-06-07 00:45:00,0.0,940.1625377613491,2611.9074625252597,487.82848,971.6076025,25.4871325
15076,2030-06-07 01:00:00,0.0,931.2930798579403,2611.9074625252597,499.738355,960.888715,25.4871325
15077,2030-06-07 01:15:00,0.0,906.6556967929153,2578.130149936759,484.7319125,959.6977275,25.4871325
15078,2030-06-07 01:30:00,0.0,873.641603485782,2559.7061612521234,490.210455,958.2685425000001,25.4871325
15079,2030-06-07 01:45:00,0.0,839.8883886866979,2564.005091945205,491.8778375,960.41232,25.4871325
15080,2030-06-07 02:00:00,0.0,816.4828747749243,2544.35283734826,491.40144250000003,958.030345,25.4871325
15081,2030-06-07 02:15:00,0.0,789.3817534033968,2532.6843111813237,496.6417875,957.3157525,25.72533
15082,2030-06-07 02:30:00,0.0,756.3676600962636,2528.999513444396,510.93363750000003,958.7449375,25.72533
15083,2030-06-07 02:45:00,0.0,714.4841088857213,2509.9613918036052,499.738355,960.1741225000001,25.72533
15084,2030-06-07 03:00:00,0.0,699.4553052160562,2513.6461895405328,483.06453,965.4144675,25.72533
15085,2030-06-07 03:15:00,0.0,691.5713426352482,2511.1896577159146,484.2555175,968.7492325000001,25.72533
15086,2030-06-07 03:30:00,0.0,686.6438660222432,2508.7331258912964,485.6847025,972.5603925,25.72533
15087,2030-06-07 03:45:00,8.386750385198013,678.2671557801348,2511.803790672069,495.4508,975.180565,25.72533
15088,2030-06-07 04:00:00,44.44977704154948,675.8034174736323,2512.417923628224,500.691145,983.0410825,25.72533
15089,2030-06-07 04:15:00,119.0918554698118,692.5568379578492,2530.2277793567055,508.0752675,987.0904400000001,25.72533
15090,2030-06-07 04:30:00,295.2136135589701,686.6438660222432,2541.896305523642,515.2211925,993.283575,25.72533
15091,2030-06-07 04:45:00,566.9443260393858,676.542538965583,2554.793097602887,531.8950175,1003.5260675000001,25.72533
15092,2030-06-07 05:00:00,922.5425423717816,661.2673614652676,2552.9506987344234,626.93582,1026.3930275,25.72533
15093,2030-06-07 05:15:00,1417.3608150984646,643.5284456584496,2557.86376238366,620.26629,1038.3029025,25.4871325
15094,2030-06-07 05:30:00,1977.595740829692,613.2244644884692,2561.548560120587,647.8972,1043.30505,25.4871325
15095,2030-06-07 05:45:00,2664.4705973774094,577.0075113828824,2548.6517680413413,650.0409775,1046.16342,25.4871325
15096,2030-06-07 06:00:00,3466.24393420234,543.0079227531483,2553.564831690578,633.8435475,1044.25784,25.4871325
15097,2030-06-07 06:15:00,4338.465974262933,489.7911753326944,2592.8693408844683,634.7963375,1047.592605,25.248935
15098,2030-06-07 06:30:00,5258.492491519155,439.28454004939346,2597.7824045337047,625.98303,1050.6891725,25.248935
15099,2030-06-07 06:45:00,6160.9068329664615,393.9517552097478,2587.3421442790777,568.81563,1049.02179,25.248935
15100,2030-06-07 07:00:00,7209.250631116214,348.8653442007522,2612.521595481414,602.8778725,1042.5904575,25.0107375
15101,2030-06-07 07:15:00,8356.558083811302,315.85125089361884,2608.2226647883317,550.9508175,1042.5904575,25.0107375
15102,2030-06-07 07:30:00,9487.930710774515,282.5907837558353,2608.8367977444864,549.5216325,1038.7792975,25.0107375
15103,2030-06-07 07:45:00,10621.819362853286,247.35932597284972,2592.8693408844683,505.45509500000003,1036.63552,24.77254
15104,2030-06-07 08:00:00,11774.158865779495,226.41755036757857,2603.309601139096,575.7233575,1020.914485,24.77254
15105,2030-06-07 08:15:00,12741.989860231344,222.47556907717464,2619.277057999114,543.566695,1015.9123375,24.77254
15106,2030-06-07 08:30:00,13801.236433881853,217.05534480286914,2627.2607864291226,508.313465,1013.2921650000001,24.77254
15107,2030-06-07 08:45:00,14669.265098749847,221.9828214158741,2610.67919661295,508.313465,1012.339375,24.77254
15108,2030-06-07 09:00:00,15444.200834342144,226.6639241982288,2627.2607864291226,615.025945,989.94881,24.5343425
15109,2030-06-07 09:15:00,16186.428243432169,232.08414847253428,2625.418387560659,527.1310675,988.519625,24.296145
15110,2030-06-07 09:30:00,16963.880004140025,239.72173722269198,2626.0325205168137,509.0280575,986.614045,24.296145
15111,2030-06-07 09:45:00,17501.470703831215,252.2868025858547,2630.9455841660497,509.74265,987.8050325,24.296145
15112,2030-06-07 10:00:00,17964.419325094146,273.72132585242633,2628.4890523414315,536.4207700000001,977.56254,24.296145
15113,2030-06-07 10:15:00,18435.754696742275,292.19936315119503,2635.244514859132,517.36497,980.42091,24.296145
15114,2030-06-07 10:30:00,19045.471449746172,310.18465278866313,2634.630381902977,514.2684025,978.7535275,24.0579475
15115,2030-06-07 10:45:00,19469.84101923719,314.1266340790672,2637.0869137275954,519.27055,979.2299225,24.0579475
15116,2030-06-07 11:00:00,19826.277910608107,324.72070879702784,2625.418387560659,539.5173375,967.08185,24.296145
15117,2030-06-07 11:15:00,20091.299222780362,336.30027883758953,2612.521595481414,516.8885750000001,968.98743,24.296145
15118,2030-06-07 11:30:00,20147.49045036119,350.58996101530397,2624.804254604505,502.12033,964.9380725,24.0579475
15119,2030-06-07 11:45:00,20210.391078250177,368.82162448342234,2631.559717122205,487.352085,965.6526650000001,24.0579475
15120,2030-06-07 12:00:00,20151.683825553788,390.7488954112944,2621.1194568675774,498.5473675,958.50674,24.0579475
15121,2030-06-07 12:15:00,20066.13897162477,402.8212131131567,2627.2607864291226,495.6889975,957.3157525,24.0579475
15122,2030-06-07 12:30:00,19776.79608333544,413.66166166176765,2632.1738500783595,484.7319125,954.219185,24.0579475
15123,2030-06-07 12:45:00,19627.511926478917,438.2990447267925,2637.7010466837496,472.58384,953.9809875,24.0579475
15124,2030-06-07 13:00:00,19288.687210916913,457.26982968686167,2635.244514859132,480.9207525,953.266395,24.0579475
15125,2030-06-07 13:15:00,18890.316567620008,473.28412867912783,2643.8423762452953,505.45509500000003,956.124765,23.81975
15126,2030-06-07 13:30:00,18424.013246202998,484.12457722773877,2656.1250353683863,501.643935,954.219185,23.81975
15127,2030-06-07 13:45:00,18078.47913033284,506.5445958169113,2627.2607864291226,505.69329250000004,955.8865675000001,23.81975
15128,2030-06-07 14:00:00,17426.82862540295,529.7037358980348,2597.7824045337047,486.87569,958.9831350000001,23.81975
15129,2030-06-07 14:15:00,16690.471941582568,559.761343237365,2575.0594851559867,516.41218,963.0324925,23.81975
15130,2030-06-07 14:30:00,15970.888758532577,587.1088384395428,2522.2440509266967,525.94008,964.699875,23.81975
15131,2030-06-07 14:45:00,15271.433776407064,619.1374364240751,2536.9832418744054,533.3242025000001,965.8908625,23.81975
15132,2030-06-07 15:00:00,14317.021582571531,660.0354923120163,2622.961855736041,521.652525,968.98743,23.81975
15133,2030-06-07 15:15:00,13295.515385654413,692.5568379578492,2646.913041026068,524.0345,973.0367875000001,23.81975
15134,2030-06-07 15:30:00,12320.136315855885,731.4839032005885,2645.684775113759,530.227635,972.5603925,23.81975
15135,2030-06-07 15:45:00,11354.821346519591,767.9472301368253,2639.5434455522136,523.5581050000001,973.274985,23.81975
15136,2030-06-07 16:00:00,10272.091871790528,802.1931925972098,2645.070642157604,508.313465,983.5174775,23.81975
15137,2030-06-07 16:15:00,9179.298296599227,860.3374166306686,2646.2989080699135,515.2211925,990.6634025000001,23.81975
15138,2030-06-07 16:30:00,8250.885028957808,930.3075845353391,2640.157578508368,513.7920075000001,995.66555,23.81975
15139,2030-06-07 16:45:00,7255.377758234803,991.9010421979015,2639.5434455522136,571.4358025,999.953105,23.81975
15140,2030-06-07 17:00:00,6282.514713551833,1046.5960326022566,2649.369572850686,500.691145,1016.150535,23.81975
15141,2030-06-07 17:15:00,5385.971097374165,1077.3927614335378,2643.2282432891407,501.643935,1025.4402375,23.81975
15142,2030-06-07 17:30:00,4590.068485818873,1126.6675275635876,2649.369572850686,550.9508175,1028.7750025,23.81975
15143,2030-06-07 17:45:00,3843.64770153625,1168.3047049434797,2651.21197171915,559.0495325,1037.58831,23.81975
