Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Strombedarf (kWh),
00:00:00,0.455932291888508,0.016205063848757716,290394.7441697383,
00:15:00,0.441027322005281,0.015675301002566137,280901.39396598516,
00:30:00,0.41874705113562,0.014883400059303354,266710.5290627161,
00:45:00,0.399087988603567,0.014184663932895043,254189.17767747917,
01:00:00,0.379628832352016,0.013493033015082255,241795.15163027402,
01:15:00,0.349940332273433,0.012437823616874214,222885.79921438592,
01:30:00,0.320451738475353,0.011389719427261729,204103.7721365302,
01:45:00,0.290963144677273,0.010341615237649246,185321.74505867448,
02:00:00,0.25688743628838,0.009130472618541465,163618.06932426305,
02:15:00,0.224777634152693,0.007989203612074542,143166.5287283758,
02:30:00,0.187425415341792,0.006661604971898741,119375.96109642545,
02:45:00,0.155315613206104,0.005520335965431783,98924.42050053756,
03:00:00,0.122377168771843,0.004349614775833561,77945.09678293743,
03:15:00,0.104857352707167,0.003726913240983751,66786.28527842881,
03:30:00,0.0943725193567392,0.0033542539735660014,60108.23120630274,
03:45:00,0.0831353895816473,0.002954856061371903,52951.0206197845,
04:00:00,0.0700547965182485,0.002489936489884675,44619.66189873338,
04:15:00,0.0656945988304491,0.0023349632993889397,41842.5423250498,
04:30:00,0.0613344011426495,0.0021799901088931967,39065.42275136609,
04:45:00,0.0591543022987497,0.0021025035136453254,37676.86296452423,
05:00:00,0.0591543022987497,0.0021025035136453254,37676.86296452423,
05:15:00,0.0569742034548501,0.002025016918397461,36288.3031776825,
05:30:00,0.0547941046109501,0.0019475303231495827,34899.74339084052,
05:45:00,0.0526140057670503,0.0018700437279017114,33511.183603998674,
06:00:00,0.0526140057670503,0.0018700437279017114,33511.183603998674,
06:15:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
06:30:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
06:45:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
07:00:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
07:15:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
07:30:00,0.0482538080792509,0.001715070537405976,30734.064030315094,
07:45:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
08:00:00,0.0504339069231507,0.0017925571326538473,32122.623817156942,
08:15:00,0.0547941046109501,0.0019475303231495827,34899.74339084052,
08:30:00,0.0613344011426495,0.0021799901088931967,39065.42275136609,
08:45:00,0.0656945988304491,0.0023349632993889397,41842.5423250498,
09:00:00,0.0678746976743489,0.0024124498946368105,43231.10211189165,
09:15:00,0.0744149942060481,0.0026449096803804173,47396.78147241708,
09:30:00,0.0787751918938477,0.00279988287087616,50173.901046100786,
09:45:00,0.0832323839219091,0.002958303501934623,53012.798754668445,
10:00:00,0.0865088943439178,0.00307475952300267,55099.69065220785,
10:15:00,0.100270238116355,0.0035638748114884917,63864.63662187377,
10:30:00,0.107478561044774,0.00382007805783819,68455.79879646037,
10:45:00,0.125171717323623,0.004448940571605716,79725.01504317444,
11:00:00,0.132380040252042,0.0047051438179554145,84316.17721776104,
11:15:00,0.153349706952899,0.005450462352790963,97672.28536201407,
11:30:00,0.169732259062943,0.006032742458131216,108106.74484971141,
11:45:00,0.189391321594997,0.006731478584539562,120628.09623494896,
12:00:00,0.209581122527834,0.007449078585748378,133487.48825661093,
12:15:00,0.227021913279032,0.008068971347731334,144595.9665513455,
12:30:00,0.243781394600345,0.00866464853426927,155270.50173410532,
12:45:00,0.262129852963595,0.009316802252250378,166957.09636032677,
13:00:00,0.294894957183684,0.010481362462930922,187826.01533572213,
13:15:00,0.312588113462532,0.011110224976698412,199095.23158243555,
13:30:00,0.34862972810463,0.01239124120844701,222051.04245537045,
13:45:00,0.377448733508116,0.013415546419834376,240406.59184343202,
14:00:00,0.407970117322713,0.014500358753304568,259846.42885921785,
14:15:00,0.405790018478814,0.014422872158056725,258457.86907237652,
14:30:00,0.399249721947114,0.01419041237231309,254292.18971185057,
14:45:00,0.394889524259315,0.014035439181817369,251515.07013816727,
15:00:00,0.388349227727615,0.013802979396073733,247349.39077764133,
15:15:00,0.403675103194379,0.014347702362390302,257110.82633403424,
15:30:00,0.411538728207201,0.014627196812953654,262119.3668881295,
15:45:00,0.425300071979638,0.015116312101439468,270884.3128577953,
16:00:00,0.43709550949887,0.015535553777284463,278397.1236889376,
