Datum,Gesamterzeugung_EE,Speicher Ladeleistung,Speicher Entladeleistung,Speicher + Erneuerbare in MWh
2030-04-04 15:45:00,16327.043848677644,0.0,0.0,16327.043848677644
2030-04-04 16:00:00,14947.777008586214,0.0,0.0,14947.777008586214
2030-04-04 16:15:00,13282.409864149207,0.0,0.0,13282.409864149207
2030-04-04 16:30:00,11971.656641736974,0.0,0.0,11971.656641736974
2030-04-04 16:45:00,10675.079788301498,0.0,0.0,10675.079788301498
2030-04-04 17:00:00,9205.061825668066,0.0,0.0,9205.061825668066
2030-04-04 17:15:00,7808.019476831318,0.0,0.0,7808.019476831318
2030-04-04 17:30:00,6488.049645978776,0.0,0.0,6488.049645978776
2030-04-04 17:45:00,5377.075179063383,0.0,0.0,5377.075179063383
2030-04-04 18:00:00,4478.2416442560825,0.0,0.0,4478.2416442560825
2030-04-04 18:15:00,3849.5400875929895,0.0,0.0,3849.5400875929895
2030-04-04 18:30:00,3596.668713527677,0.0,0.0,3596.668713527677
2030-04-04 18:45:00,3517.4493206459056,0.0,0.0,3517.4493206459056
2030-04-04 19:00:00,3472.2714539498656,0.0,0.0,3472.2714539498656
2030-04-04 19:15:00,3494.231075212908,0.0,0.0,3494.231075212908
2030-04-04 19:30:00,3521.182486559029,0.0,0.0,3521.182486559029
2030-04-04 19:45:00,3556.3878840047214,0.0,0.0,3556.3878840047214
2030-04-04 20:00:00,3613.6320747362406,0.0,0.0,3613.6320747362406
2030-04-04 20:15:00,3686.3943764663854,0.0,0.0,3686.3943764663854
2030-04-04 20:30:00,3744.412055762642,0.0,0.0,3744.412055762642
2030-04-04 20:45:00,3897.037038798837,0.0,0.0,3897.037038798837
2030-04-04 21:00:00,4141.365588469329,0.0,0.0,4141.365588469329
2030-04-04 21:15:00,4404.422493012012,0.0,0.0,4404.422493012012
2030-04-04 21:30:00,4658.899116162005,0.0,0.0,4658.899116162005
2030-04-04 21:45:00,4818.527635678363,0.0,0.0,4818.527635678363
2030-04-04 22:00:00,4943.984735020719,0.0,0.0,4943.984735020719
2030-04-04 22:15:00,5302.713100857925,0.0,0.0,5302.713100857925
2030-04-04 22:30:00,5605.671736134009,0.0,0.0,5605.671736134009
2030-04-04 22:45:00,6117.062148581238,0.0,0.0,6117.062148581238
2030-04-04 23:00:00,6393.855179835005,0.0,0.0,6393.855179835005
2030-04-04 23:15:00,6475.538781814322,0.0,0.0,6475.538781814322
2030-04-04 23:30:00,6749.525408983272,0.0,0.0,6749.525408983272
2030-04-04 23:45:00,7051.3252338498305,0.0,0.0,7051.3252338498305
2030-04-05 00:00:00,7303.308529335148,0.0,0.0,7303.308529335148
2030-04-05 00:15:00,7295.886780965593,0.0,0.0,7295.886780965593
2030-04-05 00:30:00,7269.9814620069465,0.0,0.0,7269.9814620069465
2030-04-05 00:45:00,7310.414595510535,0.0,0.0,7310.414595510535
2030-04-05 01:00:00,7450.287756332753,0.0,0.0,7450.287756332753
2030-04-05 01:15:00,7604.670035720186,0.0,0.0,7604.670035720186
2030-04-05 01:30:00,7716.3003447421925,0.0,0.0,7716.3003447421925
2030-04-05 01:45:00,7781.934813889495,0.0,0.0,7781.934813889495
2030-04-05 02:00:00,7720.079924877956,0.0,0.0,7720.079924877956
2030-04-05 02:15:00,7621.485852284478,0.0,0.0,7621.485852284478
2030-04-05 02:30:00,7605.573042101793,0.0,0.0,7605.573042101793
2030-04-05 02:45:00,7574.243071031346,0.0,0.0,7574.243071031346
2030-04-05 03:00:00,7570.02686788109,0.0,0.0,7570.02686788109
2030-04-05 03:15:00,7392.577187394969,0.0,0.0,7392.577187394969
2030-04-05 03:30:00,7220.91883617339,0.0,0.0,7220.91883617339
2030-04-05 03:45:00,7130.49449446703,0.0,0.0,7130.49449446703
2030-04-05 04:00:00,7000.144434543661,0.0,0.0,7000.144434543661
2030-04-05 04:15:00,6869.256575600587,0.0,0.0,6869.256575600587
2030-04-05 04:30:00,6757.178010972111,0.0,0.0,6757.178010972111
2030-04-05 04:45:00,6708.45131278844,0.0,0.0,6708.45131278844
2030-04-05 05:00:00,6769.1874239869385,0.0,0.0,6769.1874239869385
2030-04-05 05:15:00,6873.523799410125,0.0,0.0,6873.523799410125
2030-04-05 05:30:00,7005.232163954402,0.0,0.0,7005.232163954402
2030-04-05 05:45:00,7020.163511182249,0.0,0.0,7020.163511182249
2030-04-05 06:00:00,7239.596206058842,0.0,0.0,7239.596206058842
2030-04-05 06:15:00,7680.985049631754,0.0,0.0,7680.985049631754
2030-04-05 06:30:00,8346.213563683425,0.0,0.0,8346.213563683425
2030-04-05 06:45:00,9243.6205960507,0.0,0.0,9243.6205960507
2030-04-05 07:00:00,10383.038949276743,0.0,0.0,10383.038949276743
2030-04-05 07:15:00,11321.291933190658,0.0,0.0,11321.291933190658
2030-04-05 07:30:00,12657.402152165127,0.0,0.0,12657.402152165127
2030-04-05 07:45:00,13677.057872339787,0.0,0.0,13677.057872339787
2030-04-05 08:00:00,14633.971751195533,0.0,0.0,14633.971751195533
2030-04-05 08:15:00,15450.603534135538,0.0,0.0,15450.603534135538
2030-04-05 08:30:00,16342.510816156177,0.0,0.0,16342.510816156177
2030-04-05 08:45:00,17133.19556975571,0.0,0.0,17133.19556975571
2030-04-05 09:00:00,17673.77713652836,0.0,0.0,17673.77713652836
2030-04-05 09:15:00,18386.480526310756,0.0,0.0,18386.480526310756
2030-04-05 09:30:00,18867.689771618498,0.0,0.0,18867.689771618498
2030-04-05 09:45:00,19097.588620302045,0.0,0.0,19097.588620302045
2030-04-05 10:00:00,19403.54410484196,0.0,0.0,19403.54410484196
2030-04-05 10:15:00,19493.79155813173,0.0,0.0,19493.79155813173
2030-04-05 10:30:00,19311.90670181129,0.0,0.0,19311.90670181129
2030-04-05 10:45:00,19334.970670882933,0.0,0.0,19334.970670882933
2030-04-05 11:00:00,19318.023483768007,0.0,0.0,19318.023483768007
2030-04-05 11:15:00,19167.02610570459,0.0,0.0,19167.02610570459
2030-04-05 11:30:00,19514.229926347645,0.0,0.0,19514.229926347645
2030-04-05 11:45:00,19426.642580088068,0.0,0.0,19426.642580088068
2030-04-05 12:00:00,19916.062617456977,0.0,0.0,19916.062617456977
2030-04-05 12:15:00,20122.85091470195,0.0,0.0,20122.85091470195
2030-04-05 12:30:00,20440.057576068844,0.0,0.0,20440.057576068844
2030-04-05 12:45:00,21052.789573724534,250.0,0.0,20802.789573724534
2030-04-05 13:00:00,21227.769624024477,150.0,0.0,21077.769624024477
2030-04-05 13:15:00,21604.8175932143,0.0,0.0,21604.8175932143
2030-04-05 13:30:00,21607.257523988388,0.0,0.0,21607.257523988388
2030-04-05 13:45:00,21012.71372947718,0.0,0.0,21012.71372947718
2030-04-05 14:00:00,20302.094294234364,0.0,0.0,20302.094294234364
2030-04-05 14:15:00,19481.832702867545,0.0,250.0,19731.832702867545
2030-04-05 14:30:00,19074.524189873235,0.0,150.0,19224.524189873235
2030-04-05 14:45:00,18492.97259706742,0.0,0.0,18492.97259706742
2030-04-05 15:00:00,17734.075627921593,0.0,0.0,17734.075627921593
2030-04-05 15:15:00,17026.562972746426,0.0,0.0,17026.562972746426
2030-04-05 15:30:00,16661.26945870419,0.0,0.0,16661.26945870419
2030-04-05 15:45:00,16118.47952446244,0.0,0.0,16118.47952446244
2030-04-05 16:00:00,15999.34300083822,0.0,0.0,15999.34300083822
2030-04-05 16:15:00,15435.162776993537,0.0,0.0,15435.162776993537
2030-04-05 16:30:00,14943.106132555651,0.0,0.0,14943.106132555651
2030-04-05 16:45:00,14354.118460139038,0.0,0.0,14354.118460139038
2030-04-05 17:00:00,13695.371321869392,0.0,0.0,13695.371321869392
2030-04-05 17:15:00,13095.04523206568,0.0,0.0,13095.04523206568
2030-04-05 17:30:00,12552.429945991376,0.0,0.0,12552.429945991376
2030-04-05 17:45:00,12116.784888803311,0.0,0.0,12116.784888803311
2030-04-05 18:00:00,11417.376512900737,0.0,0.0,11417.376512900737
2030-04-05 18:15:00,11108.521140977304,0.0,0.0,11108.521140977304
2030-04-05 18:30:00,10950.141048309735,0.0,0.0,10950.141048309735
2030-04-05 18:45:00,10997.824498124377,0.0,0.0,10997.824498124377
2030-04-05 19:00:00,11107.190289282567,0.0,0.0,11107.190289282567
2030-04-05 19:15:00,11245.0153200469,0.0,0.0,11245.0153200469
2030-04-05 19:30:00,11510.24939902675,0.0,0.0,11510.24939902675
2030-04-05 19:45:00,11721.311151989705,0.0,0.0,11721.311151989705
2030-04-05 20:00:00,11528.231286793725,0.0,0.0,11528.231286793725
2030-04-05 20:15:00,11359.261172025175,0.0,0.0,11359.261172025175
2030-04-05 20:30:00,11403.013553397814,0.0,0.0,11403.013553397814
2030-04-05 20:45:00,11436.621465399061,0.0,0.0,11436.621465399061
2030-04-05 21:00:00,11528.060699216843,0.0,0.0,11528.060699216843
2030-04-05 21:15:00,11556.154572072535,0.0,0.0,11556.154572072535
2030-04-05 21:30:00,11640.078305939724,0.0,0.0,11640.078305939724
2030-04-05 21:45:00,11630.04977089129,0.0,0.0,11630.04977089129
2030-04-05 22:00:00,11663.078527538579,0.0,0.0,11663.078527538579
2030-04-05 22:15:00,11777.236427519743,0.0,0.0,11777.236427519743
2030-04-05 22:30:00,11612.248305965863,0.0,0.0,11612.248305965863
2030-04-05 22:45:00,11678.739447151707,0.0,0.0,11678.739447151707
2030-04-05 23:00:00,11838.91708271702,0.0,0.0,11838.91708271702
2030-04-05 23:15:00,11893.759291356038,0.0,0.0,11893.759291356038
2030-04-05 23:30:00,11954.226980403908,0.0,0.0,11954.226980403908
2030-04-05 23:45:00,11993.884098557526,0.0,0.0,11993.884098557526
2030-04-06 00:00:00,12037.646234618325,0.0,0.0,12037.646234618325
2030-04-06 00:15:00,12033.579353192501,0.0,0.0,12033.579353192501
2030-04-06 00:30:00,12066.689629056666,0.0,0.0,12066.689629056666
2030-04-06 00:45:00,12051.113661317977,0.0,0.0,12051.113661317977
2030-04-06 01:00:00,12053.316185074647,0.0,0.0,12053.316185074647
2030-04-06 01:15:00,12004.996825390106,0.0,0.0,12004.996825390106
2030-04-06 01:30:00,11965.680767874795,0.0,0.0,11965.680767874795
2030-04-06 01:45:00,11987.338050198361,0.0,0.0,11987.338050198361
2030-04-06 02:00:00,11939.688972800232,0.0,0.0,11939.688972800232
2030-04-06 02:15:00,11927.351907971679,0.0,0.0,11927.351907971679
2030-04-06 02:30:00,11887.897165560764,0.0,0.0,11887.897165560764
2030-04-06 02:45:00,11855.983419086146,0.0,0.0,11855.983419086146
2030-04-06 03:00:00,11813.601778782793,0.0,0.0,11813.601778782793
2030-04-06 03:15:00,11846.752834033072,0.0,0.0,11846.752834033072
2030-04-06 03:30:00,11846.328034175946,0.0,0.0,11846.328034175946
2030-04-06 03:45:00,11869.506970579729,0.0,0.0,11869.506970579729
2030-04-06 04:00:00,11853.861330004209,0.0,0.0,11853.861330004209
2030-04-06 04:15:00,11855.694507478574,0.0,0.0,11855.694507478574
2030-04-06 04:30:00,11862.623151307867,0.0,0.0,11862.623151307867
2030-04-06 04:45:00,11853.397489900355,0.0,0.0,11853.397489900355
2030-04-06 05:00:00,11877.46167580488,0.0,0.0,11877.46167580488
2030-04-06 05:15:00,11951.814586248047,0.0,0.0,11951.814586248047
2030-04-06 05:30:00,12062.296507202911,0.0,0.0,12062.296507202911
2030-04-06 05:45:00,12182.506914696114,0.0,0.0,12182.506914696114
2030-04-06 06:00:00,12720.234902238659,0.0,0.0,12720.234902238659
2030-04-06 06:15:00,13581.871410664873,0.0,0.0,13581.871410664873
2030-04-06 06:30:00,14916.897345133897,0.0,0.0,14916.897345133897
2030-04-06 06:45:00,16615.586691662793,0.0,0.0,16615.586691662793
2030-04-06 07:00:00,18479.485779944487,0.0,0.0,18479.485779944487
2030-04-06 07:15:00,20186.307841552378,205.09018621906216,0.0,19981.217655333316
2030-04-06 07:30:00,21923.696242706188,194.90981378093784,0.0,21728.78642892525
2030-04-06 07:45:00,23894.50702344309,0.0,0.0,23894.50702344309
2030-04-06 08:00:00,25477.332572599353,0.0,0.0,25477.332572599353
2030-04-06 08:15:00,26808.76742556746,0.0,0.0,26808.76742556746
2030-04-06 08:30:00,28237.33262039368,0.0,0.0,28237.33262039368
2030-04-06 08:45:00,29507.917807164144,0.0,0.0,29507.917807164144
2030-04-06 09:00:00,30866.419550052604,0.0,0.0,30866.419550052604
2030-04-06 09:15:00,32016.44470428594,0.0,0.0,32016.44470428594
2030-04-06 09:30:00,33439.3057254271,0.0,0.0,33439.3057254271
2030-04-06 09:45:00,34813.039559553596,0.0,0.0,34813.039559553596
2030-04-06 10:00:00,36048.97307368752,0.0,0.0,36048.97307368752
2030-04-06 10:15:00,37080.809369036826,0.0,0.0,37080.809369036826
2030-04-06 10:30:00,37880.842088018166,0.0,0.0,37880.842088018166
2030-04-06 10:45:00,38563.48893494556,0.0,0.0,38563.48893494556
2030-04-06 11:00:00,39185.38191219761,0.0,0.0,39185.38191219761
2030-04-06 11:15:00,39688.78676645511,0.0,0.0,39688.78676645511
2030-04-06 11:30:00,39966.36248175475,0.0,0.0,39966.36248175475
2030-04-06 11:45:00,40192.779843982345,0.0,0.0,40192.779843982345
2030-04-06 12:00:00,40327.570928357825,0.0,0.0,40327.570928357825
2030-04-06 12:15:00,40335.05515393833,0.0,0.0,40335.05515393833
2030-04-06 12:30:00,40258.942132014105,0.0,0.0,40258.942132014105
2030-04-06 12:45:00,40221.79687032174,0.0,0.0,40221.79687032174
2030-04-06 13:00:00,39832.41365277086,0.0,0.0,39832.41365277086
2030-04-06 13:15:00,39292.9784425338,0.0,0.0,39292.9784425338
2030-04-06 13:30:00,38643.94741382606,0.0,0.0,38643.94741382606
2030-04-06 13:45:00,37925.05952878497,0.0,0.0,37925.05952878497
2030-04-06 14:00:00,36676.59262810588,0.0,0.0,36676.59262810588
2030-04-06 14:15:00,35564.09638707502,0.0,0.0,35564.09638707502
2030-04-06 14:30:00,34468.75763208943,0.0,0.0,34468.75763208943
2030-04-06 14:45:00,33140.03716637513,0.0,0.0,33140.03716637513
2030-04-06 15:00:00,31818.79044997981,0.0,0.0,31818.79044997981
2030-04-06 15:15:00,30219.336913295916,0.0,0.0,30219.336913295916
2030-04-06 15:30:00,28824.27714273453,0.0,0.0,28824.27714273453
2030-04-06 15:45:00,26917.754525205717,0.0,0.0,26917.754525205717
2030-04-06 16:00:00,24887.685355980717,0.0,0.0,24887.685355980717
2030-04-06 16:15:00,23335.543356052687,0.0,0.0,23335.543356052687
2030-04-06 16:30:00,21498.96808193374,0.0,0.0,21498.96808193374
2030-04-06 16:45:00,19393.79554200508,0.0,150.2637225402541,19544.059264545333
2030-04-06 17:00:00,17185.52802148438,0.0,249.7362774597459,17435.264298944126
2030-04-06 17:15:00,14852.934080860778,0.0,0.0,14852.934080860778
2030-04-06 17:30:00,13175.847658001047,0.0,0.0,13175.847658001047
2030-04-06 17:45:00,11968.426463615579,0.0,0.0,11968.426463615579
2030-04-06 18:00:00,10236.670927981166,0.0,0.0,10236.670927981166
2030-04-06 18:15:00,9605.933726817999,0.0,0.0,9605.933726817999
2030-04-06 18:30:00,9023.71338120172,0.0,0.0,9023.71338120172
2030-04-06 18:45:00,9181.01632497336,0.0,0.0,9181.01632497336
2030-04-06 19:00:00,9365.303404635404,0.0,0.0,9365.303404635404
2030-04-06 19:15:00,9785.375090596106,0.0,0.0,9785.375090596106
2030-04-06 19:30:00,10293.528223646572,0.0,0.0,10293.528223646572
2030-04-06 19:45:00,10761.95412597183,0.0,0.0,10761.95412597183
2030-04-06 20:00:00,11147.07924125149,0.0,0.0,11147.07924125149
2030-04-06 20:15:00,11471.172783243945,0.0,0.0,11471.172783243945
2030-04-06 20:30:00,11372.164631408075,0.0,0.0,11372.164631408075
2030-04-06 20:45:00,11206.335950809234,0.0,0.0,11206.335950809234
2030-04-06 21:00:00,11391.0738641451,0.0,0.0,11391.0738641451
2030-04-06 21:15:00,11447.616344180573,0.0,0.0,11447.616344180573
2030-04-06 21:30:00,11395.754427863165,0.0,0.0,11395.754427863165
2030-04-06 21:45:00,11438.303892369706,0.0,0.0,11438.303892369706
2030-04-06 22:00:00,11218.604895532688,0.0,0.0,11218.604895532688
2030-04-06 22:15:00,10962.531262758303,0.0,0.0,10962.531262758303
2030-04-06 22:30:00,10871.9923038191,0.0,0.0,10871.9923038191
2030-04-06 22:45:00,10675.68058410503,0.0,0.0,10675.68058410503
2030-04-06 23:00:00,10565.075659842954,0.0,0.0,10565.075659842954
2030-04-06 23:15:00,10353.189773179274,0.0,0.0,10353.189773179274
2030-04-06 23:30:00,10094.553556155435,0.0,0.0,10094.553556155435
2030-04-06 23:45:00,9989.2463114359,0.0,0.0,9989.2463114359
2030-04-07 00:00:00,9852.614286335569,0.0,0.0,9852.614286335569
2030-04-07 00:15:00,9947.602863612175,0.0,0.0,9947.602863612175
2030-04-07 00:30:00,9874.322200689447,0.0,0.0,9874.322200689447
2030-04-07 00:45:00,9973.210307141464,0.0,0.0,9973.210307141464
2030-04-07 01:00:00,9855.643003930021,0.0,0.0,9855.643003930021
2030-04-07 01:15:00,9605.259994180646,0.0,0.0,9605.259994180646
2030-04-07 01:30:00,9484.387804311376,0.0,0.0,9484.387804311376
2030-04-07 01:45:00,9162.064641986375,0.0,0.0,9162.064641986375
2030-04-07 02:00:00,9063.22126357941,0.0,0.0,9063.22126357941
2030-04-07 02:15:00,8966.31817544746,0.0,0.0,8966.31817544746
2030-04-07 02:30:00,8859.508870291542,0.0,0.0,8859.508870291542
2030-04-07 02:45:00,8727.446964753317,0.0,0.0,8727.446964753317
2030-04-07 03:00:00,8592.144817398896,0.0,0.0,8592.144817398896
2030-04-07 03:15:00,8672.386653218478,0.0,0.0,8672.386653218478
2030-04-07 03:30:00,8558.687678361306,0.0,0.0,8558.687678361306
2030-04-07 03:45:00,8577.608686548347,0.0,0.0,8577.608686548347
2030-04-07 04:00:00,8550.223496857125,0.0,0.0,8550.223496857125
2030-04-07 04:15:00,8326.194550391154,0.0,0.0,8326.194550391154
2030-04-07 04:30:00,8140.383719373852,0.0,0.0,8140.383719373852
2030-04-07 04:45:00,7963.86957785998,0.0,0.0,7963.86957785998
2030-04-07 05:00:00,7979.264480749385,0.0,0.0,7979.264480749385
2030-04-07 05:15:00,7846.597354025879,0.0,0.0,7846.597354025879
2030-04-07 05:30:00,7792.409627807041,0.0,0.0,7792.409627807041
2030-04-07 05:45:00,7858.031223393198,0.0,0.0,7858.031223393198
2030-04-07 06:00:00,8623.014505458965,0.0,0.0,8623.014505458965
2030-04-07 06:15:00,9396.569897952213,0.0,0.0,9396.569897952213
2030-04-07 06:30:00,10488.329724669264,0.0,0.0,10488.329724669264
2030-04-07 06:45:00,11739.48008709313,0.0,0.0,11739.48008709313
2030-04-07 07:00:00,13189.545121577117,0.0,0.0,13189.545121577117
2030-04-07 07:15:00,14667.21973278029,250.0,0.0,14417.21973278029
2030-04-07 07:30:00,16352.9992196426,150.0,0.0,16202.9992196426
2030-04-07 07:45:00,17882.422158982514,0.0,0.0,17882.422158982514
2030-04-07 08:00:00,19553.354294295445,0.0,0.0,19553.354294295445
2030-04-07 08:15:00,21082.71686514681,0.0,0.0,21082.71686514681
2030-04-07 08:30:00,22900.41190862472,0.0,0.0,22900.41190862472
2030-04-07 08:45:00,24747.30885276443,0.0,0.0,24747.30885276443
2030-04-07 09:00:00,26436.56185142434,0.0,0.0,26436.56185142434
2030-04-07 09:15:00,28105.867212873236,0.0,0.0,28105.867212873236
2030-04-07 09:30:00,29665.2237874113,0.0,0.0,29665.2237874113
2030-04-07 09:45:00,31105.925374375478,0.0,0.0,31105.925374375478
2030-04-07 10:00:00,32633.109898877352,0.0,0.0,32633.109898877352
2030-04-07 10:15:00,33863.324698369484,0.0,0.0,33863.324698369484
2030-04-07 10:30:00,34928.42727469239,0.0,0.0,34928.42727469239
2030-04-07 10:45:00,35688.347120747596,0.0,0.0,35688.347120747596
2030-04-07 11:00:00,36600.95831127493,0.0,0.0,36600.95831127493
2030-04-07 11:15:00,36935.19187024088,0.0,0.0,36935.19187024088
2030-04-07 11:30:00,37073.35735621798,0.0,0.0,37073.35735621798
2030-04-07 11:45:00,37275.815897418055,0.0,0.0,37275.815897418055
2030-04-07 12:00:00,37226.37944472764,0.0,0.0,37226.37944472764
2030-04-07 12:15:00,37202.94802589387,0.0,0.0,37202.94802589387
2030-04-07 12:30:00,36934.21762083067,0.0,0.0,36934.21762083067
2030-04-07 12:45:00,36628.84136912948,0.0,0.0,36628.84136912948
2030-04-07 13:00:00,36213.00154143052,0.0,0.0,36213.00154143052
2030-04-07 13:15:00,35626.182831300495,0.0,0.0,35626.182831300495
2030-04-07 13:30:00,34861.66715032952,0.0,0.0,34861.66715032952
2030-04-07 13:45:00,34012.24515520473,0.0,0.0,34012.24515520473
2030-04-07 14:00:00,33074.92110539517,0.0,0.0,33074.92110539517
2030-04-07 14:15:00,32022.776308164848,0.0,0.0,32022.776308164848
2030-04-07 14:30:00,30869.67047854715,0.0,0.0,30869.67047854715
2030-04-07 14:45:00,29617.384271838004,0.0,0.0,29617.384271838004
2030-04-07 15:00:00,28296.733680242483,0.0,0.0,28296.733680242483
2030-04-07 15:15:00,26708.861651926818,0.0,0.0,26708.861651926818
2030-04-07 15:30:00,25078.733348416958,0.0,0.0,25078.733348416958
2030-04-07 15:45:00,23311.1690488866,0.0,0.0,23311.1690488866
2030-04-07 16:00:00,21603.33944314578,0.0,0.0,21603.33944314578
2030-04-07 16:15:00,19785.986891988945,0.0,0.0,19785.986891988945
2030-04-07 16:30:00,17906.511940515116,0.0,0.0,17906.511940515116
2030-04-07 16:45:00,15870.706750028998,0.0,12.647403215614759,15883.354153244612
2030-04-07 17:00:00,14000.887972200546,0.0,250.0,14250.887972200546
2030-04-07 17:15:00,12144.841565624263,0.0,137.35259678438524,12282.194162408648
2030-04-07 17:30:00,10427.363186153329,0.0,0.0,10427.363186153329
2030-04-07 17:45:00,8936.80781774559,0.0,0.0,8936.80781774559
2030-04-07 18:00:00,7698.83857593054,0.0,0.0,7698.83857593054
2030-04-07 18:15:00,6721.737087505389,0.0,0.0,6721.737087505389
2030-04-07 18:30:00,6166.566310715285,0.0,0.0,6166.566310715285
2030-04-07 18:45:00,6028.637770780083,0.0,0.0,6028.637770780083
2030-04-07 19:00:00,6123.4907146406085,0.0,0.0,6123.4907146406085
2030-04-07 19:15:00,6268.985150000035,0.0,0.0,6268.985150000035
2030-04-07 19:30:00,6441.872131812878,0.0,0.0,6441.872131812878
2030-04-07 19:45:00,6603.628403904842,0.0,0.0,6603.628403904842
2030-04-07 20:00:00,6764.6622869642,0.0,0.0,6764.6622869642
2030-04-07 20:15:00,6897.634374156583,0.0,0.0,6897.634374156583
2030-04-07 20:30:00,6995.363274009511,0.0,0.0,6995.363274009511
2030-04-07 20:45:00,6941.953822479402,0.0,0.0,6941.953822479402
2030-04-07 21:00:00,6733.941620294099,0.0,0.0,6733.941620294099
2030-04-07 21:15:00,6715.207296056029,0.0,0.0,6715.207296056029
2030-04-07 21:30:00,6779.637293874008,0.0,0.0,6779.637293874008
2030-04-07 21:45:00,6766.207089433885,0.0,0.0,6766.207089433885
2030-04-07 22:00:00,6739.104078783997,0.0,0.0,6739.104078783997
2030-04-07 22:15:00,6674.9791789598885,0.0,0.0,6674.9791789598885
2030-04-07 22:30:00,6662.255422297852,0.0,0.0,6662.255422297852
2030-04-07 22:45:00,6624.306444602475,0.0,0.0,6624.306444602475
2030-04-07 23:00:00,6653.5014383672715,0.0,0.0,6653.5014383672715
2030-04-07 23:15:00,6708.60039584089,0.0,0.0,6708.60039584089
2030-04-07 23:30:00,6766.015678212378,0.0,0.0,6766.015678212378
2030-04-07 23:45:00,6877.9477553123625,0.0,0.0,6877.9477553123625
2030-04-08 00:00:00,6808.225943112999,0.0,0.0,6808.225943112999
2030-04-08 00:15:00,6939.164316565866,0.0,0.0,6939.164316565866
2030-04-08 00:30:00,7072.784655511905,0.0,0.0,7072.784655511905
2030-04-08 00:45:00,7201.906960672362,0.0,0.0,7201.906960672362
2030-04-08 01:00:00,7176.3375199547,0.0,0.0,7176.3375199547
2030-04-08 01:15:00,7193.264700509087,0.0,0.0,7193.264700509087
2030-04-08 01:30:00,7116.841481020578,0.0,0.0,7116.841481020578
2030-04-08 01:45:00,6928.676218448585,0.0,0.0,6928.676218448585
2030-04-08 02:00:00,6764.132576187346,0.0,0.0,6764.132576187346
2030-04-08 02:15:00,6598.3054772003,0.0,0.0,6598.3054772003
2030-04-08 02:30:00,6599.9079446405785,0.0,0.0,6599.9079446405785
2030-04-08 02:45:00,6708.030825284755,0.0,0.0,6708.030825284755
2030-04-08 03:00:00,6562.511005803315,0.0,0.0,6562.511005803315
2030-04-08 03:15:00,6458.559183655276,0.0,0.0,6458.559183655276
2030-04-08 03:30:00,6371.1294522418575,0.0,0.0,6371.1294522418575
2030-04-08 03:45:00,6252.688787855942,0.0,0.0,6252.688787855942
2030-04-08 04:00:00,6186.137896574084,0.0,0.0,6186.137896574084
2030-04-08 04:15:00,6078.492291695315,0.0,0.0,6078.492291695315
2030-04-08 04:30:00,5904.149328305958,0.0,0.0,5904.149328305958
2030-04-08 04:45:00,5804.841918629064,0.0,0.0,5804.841918629064
2030-04-08 05:00:00,5839.462264838721,0.0,0.0,5839.462264838721
2030-04-08 05:15:00,5781.718490867017,0.0,0.0,5781.718490867017
2030-04-08 05:30:00,5719.230545193375,0.0,0.0,5719.230545193375
2030-04-08 05:45:00,5694.906262065861,0.0,0.0,5694.906262065861
2030-04-08 06:00:00,6011.99741086586,0.0,0.0,6011.99741086586
2030-04-08 06:15:00,6757.535792836205,0.0,0.0,6757.535792836205
2030-04-08 06:30:00,7787.823581794315,0.0,0.0,7787.823581794315
2030-04-08 06:45:00,8999.848504156249,0.0,0.0,8999.848504156249
2030-04-08 07:00:00,10423.812813341332,0.0,0.0,10423.812813341332
2030-04-08 07:15:00,11746.842489459039,0.0,0.0,11746.842489459039
2030-04-08 07:30:00,13368.347164619947,0.0,0.0,13368.347164619947
2030-04-08 07:45:00,14985.331106864913,250.0,0.0,14735.331106864913
2030-04-08 08:00:00,16707.44708865757,150.0,0.0,16557.44708865757
2030-04-08 08:15:00,18308.745663938982,0.0,0.0,18308.745663938982
2030-04-08 08:30:00,19897.011095069887,0.0,0.0,19897.011095069887
2030-04-08 08:45:00,21327.065446191238,0.0,0.0,21327.065446191238
2030-04-08 09:00:00,22625.114050870507,0.0,0.0,22625.114050870507
2030-04-08 09:15:00,24087.59464298614,0.0,0.0,24087.59464298614
2030-04-08 09:30:00,25294.102557802402,0.0,0.0,25294.102557802402
2030-04-08 09:45:00,26499.533360539364,0.0,0.0,26499.533360539364
2030-04-08 10:00:00,27484.5238528902,0.0,0.0,27484.5238528902
2030-04-08 10:15:00,28322.70567983122,0.0,0.0,28322.70567983122
2030-04-08 10:30:00,29197.71236543075,0.0,0.0,29197.71236543075
2030-04-08 10:45:00,29820.10494317115,0.0,0.0,29820.10494317115
2030-04-08 11:00:00,30422.88110876405,0.0,0.0,30422.88110876405
2030-04-08 11:15:00,31016.286508586367,0.0,0.0,31016.286508586367
2030-04-08 11:30:00,31318.999643169627,0.0,0.0,31318.999643169627
2030-04-08 11:45:00,31805.354586521564,0.0,0.0,31805.354586521564
2030-04-08 12:00:00,31977.83864674097,0.0,0.0,31977.83864674097
2030-04-08 12:15:00,31941.0622880652,0.0,0.0,31941.0622880652
2030-04-08 12:30:00,31648.58816771287,0.0,0.0,31648.58816771287
2030-04-08 12:45:00,31466.97120849608,0.0,0.0,31466.97120849608
2030-04-08 13:00:00,31181.240985816145,0.0,0.0,31181.240985816145
2030-04-08 13:15:00,30821.18863026508,0.0,0.0,30821.18863026508
