Datum,Differenz in MWh,positive Werte,negative Werte
2030-01-06 19:45:00,-764.6680996945761,0.0,-764.6680996945761
2030-01-06 20:00:00,-370.44237846815304,0.0,-370.44237846815304
2030-01-06 20:15:00,-246.8369011357354,0.0,-246.8369011357354
2030-01-06 20:30:00,-229.46464318673316,0.0,-229.46464318673316
2030-01-06 20:45:00,6.73026345226026,6.73026345226026,0.0
2030-01-06 21:00:00,85.45674283829794,85.45674283829794,0.0
2030-01-06 21:15:00,379.31554881196644,379.31554881196644,0.0
2030-01-06 21:30:00,442.330140771297,442.330140771297,0.0
2030-01-06 21:45:00,623.245569566865,623.245569566865,0.0
2030-01-06 22:00:00,311.0732640249407,311.0732640249407,0.0
2030-01-06 22:15:00,573.3406381823552,573.3406381823552,0.0
2030-01-06 22:30:00,536.7801165188648,536.7801165188648,0.0
2030-01-06 22:45:00,513.5763317312558,513.5763317312558,0.0
2030-01-06 23:00:00,845.9474899638772,845.9474899638772,0.0
2030-01-06 23:15:00,969.9542425637956,969.9542425637956,0.0
2030-01-06 23:30:00,1268.9661651312035,1268.9661651312035,0.0
2030-01-06 23:45:00,1608.550181139526,1608.550181139526,0.0
2030-01-07 00:00:00,1834.2465618643055,1834.2465618643055,0.0
2030-01-07 00:15:00,2000.4965150726239,2000.4965150726239,0.0
2030-01-07 00:30:00,2162.1378469282226,2162.1378469282226,0.0
2030-01-07 00:45:00,2293.756201585529,2293.756201585529,0.0
2030-01-07 01:00:00,2430.2522004549737,2430.2522004549737,0.0
2030-01-07 01:15:00,2267.3210121506727,2267.3210121506727,0.0
2030-01-07 01:30:00,2457.7478882319683,2457.7478882319683,0.0
2030-01-07 01:45:00,2545.900794062054,2545.900794062054,0.0
2030-01-07 02:00:00,2566.891101077621,2566.891101077621,0.0
2030-01-07 02:15:00,2480.970530069373,2480.970530069373,0.0
2030-01-07 02:30:00,2119.452565245145,2119.452565245145,0.0
2030-01-07 02:45:00,1875.8860833220606,1875.8860833220606,0.0
2030-01-07 03:00:00,1731.9069239134733,1731.9069239134733,0.0
2030-01-07 03:15:00,1579.1888296791403,1579.1888296791403,0.0
2030-01-07 03:30:00,1773.5277881655838,1773.5277881655838,0.0
