Uhrzeit;Relativer Bedarf;Normierter Bedarf;Anzahl Autos;Strombedarf (kWh)
00:00;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
00:15;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
00:30;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
00:45;0.049129312;0.0018521635698543304;9927.59673441921;63536.61910028295
01:00;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
01:15;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
01:30;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
01:45;0.049129312;0.0018521635698543304;9927.59673441921;63536.61910028295
02:00;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
02:15;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
02:30;0.048473991;0.0018274581214499134;9795.175530971535;62689.12339821783
02:45;0.04781867;0.0018027526730454962;9662.75432752386;61841.62769615271
03:00;0.06158041;0.0023215670518384893;12443.599397854303;79639.03614626755
03:15;0.077308112;0.0029144977381449673;15621.707876457025;99978.93040932497
03:30;0.092380494;0.003482723013746794;18667.395353682816;119471.33026357002
03:45;0.112040122;0.004223886390479775;22640.031052971593;144896.1987390182
04:00;0.165121119;0.006225027560438496;33366.14772395034;213543.34543328217
04:15;0.226065966;0.008522634035850688;45681.318432159685;292360.437965822
04:30;0.283734209;0.010696713306940563;57334.38332520142;366940.0532812891
04:45;0.34664502;0.013068436165265774;70046.81784582455;448299.63421327714
05:00;0.450185729;0.01697189667386578;90969.36617192057;582203.9435002917
05:15;0.555692401;0.020949473527679036;112289.17810835963;718650.7398935016
05:30;0.660543752;0.024902344933087878;133476.56884135102;854250.0405846466
05:45;0.77063767;0.02905285988803229;155723.32899985308;996629.3055990598
06:00;0.831582518;0.03135046640114425;168038.4999101332;1075446.3994248526
06:15;0.883352872;0.03330219663659437;178499.7739721458;1142398.5534217332
06:30;0.938399831;0.03537745411406657;189623.15405139682;1213588.1859289396
06:45;0.990825507;0.03735388983562088;200216.84951892792;1281387.8369211387
07:00;0.989514865;0.037304478938812044;199952.00711203256;1279692.8455170086
07:15;0.978374409;0.03688448635363672;197700.8468554928;1265285.419875154
07:30;0.967889274;0.03648919921686581;195582.10780240074;1251725.4899353648
07:45;0.955438176;0.036019795734881656;193066.10513896568;1235623.0728893804
08:00;0.897769933;0.033845716463791774;181413.0402459239;1161043.457573913
08:15;0.836825085;0.03154810995067982;169097.86933564383;1082226.3637481206
08:30;0.775224917;0.029225798026863207;156650.2774239868;1002561.7755135155
08:45;0.712969427;0.026878780616942415;144070.26410681134;922049.6902835927
09:00;0.644816049;0.024309414209081632;130298.46016067755;833910.1450283364
09:15;0.574041387;0.02164122600760318;115996.97140075306;742380.6169648196
09:30;0.502611404;0.018948332357720317;101563.0614373809;650003.5931992377
09:45;0.434458026;0.016378965949859534;87791.2574912471;561864.0479439815
10:00;0.398415374;0.015020166400715892;80508.09190783718;515251.788210158
10:15;0.366959969;0.013834304990403171;74151.874748561;474571.99839079037
10:30;0.333538601;0.012574327234877197;67398.39397894178;431349.7214652274
10:45;0.301427875;0.011363760376160058;60909.75561621792;389822.43594379467
11:00;0.288321456;0.010869651445771481;58261.33174933514;372872.52319574496
11:15;0.278491642;0.010499069757404991;56275.01389969075;360160.0889580208
11:30;0.268006507;0.010103782620634084;54156.274846598695;346600.1590182317
11:45;0.258832014;0.009757906380672011;52302.37820040198;334735.2204825727
12:00;0.252934125;0.009535557345032258;51110.5873693729;327107.7591639866
12:15;0.247691558;0.009337913795496687;50051.21794386225;320327.7948407184
12:30;0.243759632;0.009189681105070185;49256.690723176194;315242.82062832767
12:45;0.239172385;0.009016742966239263;48329.74229904245;309310.3507138717
13:00;0.236551102;0.008917921210321363;47800.05768732251;305920.36919886403
13:15;0.233929818;0.008819099416703695;47270.3728735318;302530.38639060355
13:30;0.231308534;0.008720277623086026;46740.6880597411;299140.4035823431
13:45;0.22868725;0.008621455829468357;46211.00324595039;295750.42077408254
14:00;0.22147872;0.008349695934719535;44754.370210096706;286427.9693446189
14:15;0.214270189;0.008077936002270946;43297.73697217227;277105.5166219025
14:30;0.207061659;0.0078061761075221255;41841.10393631859;267783.065192439
14:45;0.197887166;0.007460299867560052;39987.20729012188;255918.12665678002
15:00;0.18674671;0.007040307282384728;37736.04703358214;241510.7010149257
15:15;0.173640291;0.0065461983519961514;35087.62316669937;224560.78826687598
15:30;0.160533872;0.006052089421607575;32439.199299816602;207610.87551882627
15:45;0.149393416;0.005632096836432251;30188.039043276865;193203.44987697195
16:00;0.128423146;0.004841522562890436;25950.560937092734;166083.58999739352
16:15;0.11007416;0.00414977008296629;22242.767644699314;142353.71292607562
16:30;0.091725173;0.003458017565342377;18534.97415023514;118623.83456150489
16:45;0.070754903;0.0026674432918005623;14297.496044051013;91503.97468192648
17:00;0.066167656;0.0024945051529696428;13370.547619917284;85571.50476747063
17:15;0.064201694;0.0024203888454561577;12973.284211645005;83029.01895452803
17:30;0.060925089;0.002296861603434072;12311.178194406626;78791.54044420242
17:45;0.057648484;0.0021733343614119866;11649.072177168247;74554.06193387679
18:00;0.058303805;0.0021980398098164038;11781.493380615924;75401.55763594192
18:15;0.058303805;0.0021980398098164038;11781.493380615924;75401.55763594192
18:30;0.058303805;0.0021980398098164038;11781.493380615924;75401.55763594192
18:45;0.058303805;0.0021980398098164038;11781.493380615924;75401.55763594192
19:00;0.058303805;0.0021980398098164038;11781.493380615924;75401.55763594192
