Uhrzeit,Relative Bedarf,Normierter Bedarf (Prozent),Strombedarf (kWh),
00:00:00,0.455932291888508,0.016205063848757716,362993.43021217285,
00:15:00,0.441027322005281,0.015675301002566137,351126.7424574815,
00:30:00,0.41874705113562,0.014883400059303354,333388.16132839513,
00:45:00,0.399087988603567,0.014184663932895043,317736.472096849,
01:00:00,0.379628832352016,0.013493033015082255,302243.9395378425,
01:15:00,0.349940332273433,0.012437823616874214,278607.2490179824,
01:30:00,0.320451738475353,0.011389719427261729,255129.71517066273,
01:45:00,0.290963144677273,0.010341615237649246,231652.1813233431,
02:00:00,0.25688743628838,0.009130472618541465,204522.58665532884,
02:15:00,0.224777634152693,0.007989203612074542,178958.16091046977,
02:30:00,0.187425415341792,0.006661604971898741,149219.95137053178,
02:45:00,0.155315613206104,0.005520335965431783,123655.52562567194,
03:00:00,0.122377168771843,0.004349614775833561,97431.37097867178,
03:15:00,0.104857352707167,0.003726913240983751,83482.85659803601,
03:30:00,0.0943725193567392,0.0033542539735660014,75135.28900787844,
03:45:00,0.0831353895816473,0.002954856061371903,66188.77577473063,
04:00:00,0.0700547965182485,0.002489936489884675,55774.577373416716,
04:15:00,0.0656945988304491,0.0023349632993889397,52303.17790631225,
04:30:00,0.0613344011426495,0.0021799901088931967,48831.778439207614,
04:45:00,0.0591543022987497,0.0021025035136453254,47096.078705655294,
05:00:00,0.0591543022987497,0.0021025035136453254,47096.078705655294,
05:15:00,0.0569742034548501,0.002025016918397461,45360.37897210313,
05:30:00,0.0547941046109501,0.0019475303231495827,43624.679238550656,
05:45:00,0.0526140057670503,0.0018700437279017114,41888.97950499834,
06:00:00,0.0526140057670503,0.0018700437279017114,41888.97950499834,
06:15:00,0.0504339069231507,0.0017925571326538473,40153.279771446185,
06:30:00,0.0504339069231507,0.0017925571326538473,40153.279771446185,
06:45:00,0.0504339069231507,0.0017925571326538473,40153.279771446185,
07:00:00,0.0504339069231507,0.0017925571326538473,40153.279771446185,
