PV-Kosten [Mrd. €],Onshore-Kosten [Mrd. €],Offshore-Kosten [Mrd. €],Speicher-Kosten [Mrd. €],Flexipowerplant-Kosten [Mrd €],Gesamtkosten [Mrd. €]
85.24057560640573,1.974270780813694,1.5268040176451168,33.5016,57.75,179.99325040486454
