,Datum,Gesamtverbrauch,Year,Time,Month,Year Month,Year Month Day,Day,Weekday,Week
0,2030-01-01 00:00:00,2535.718912000001,2030,00:00:00,Jan,2030 01,2030 01 01,01,2,00
1,2030-01-01 00:15:00,2514.878464000001,2030,00:15:00,Jan,2030 01,2030 01 01,01,2,00
2,2030-01-01 00:30:00,2506.6209280000007,2030,00:30:00,Jan,2030 01,2030 01 01,01,2,00
3,2030-01-01 00:45:00,2494.955520000001,2030,00:45:00,Jan,2030 01,2030 01 01,01,2,00
4,2030-01-01 01:00:00,2472.869888000001,2030,01:00:00,Jan,2030 01,2030 01 01,01,2,00
5,2030-01-01 01:15:00,2466.381824000001,2030,01:15:00,Jan,2030 01,2030 01 01,01,2,00
6,2030-01-01 01:30:00,2493.251584000001,2030,01:30:00,Jan,2030 01,2030 01 01,01,2,00
7,2030-01-01 01:45:00,2470.5761280000006,2030,01:45:00,Jan,2030 01,2030 01 01,01,2,00
8,2030-01-01 02:00:00,2442.9854720000008,2030,02:00:00,Jan,2030 01,2030 01 01,01,2,00
9,2030-01-01 02:15:00,2429.2229120000006,2030,02:15:00,Jan,2030 01,2030 01 01,01,2,00
10,2030-01-01 02:30:00,2414.8049920000008,2030,02:30:00,Jan,2030 01,2030 01 01,01,2,00
11,2030-01-01 02:45:00,2396.5204480000007,2030,02:45:00,Jan,2030 01,2030 01 01,01,2,00
12,2030-01-01 03:00:00,2383.6098560000005,2030,03:00:00,Jan,2030 01,2030 01 01,01,2,00
13,2030-01-01 03:15:00,2349.989888000001,2030,03:15:00,Jan,2030 01,2030 01 01,01,2,00
14,2030-01-01 03:30:00,2341.9944960000007,2030,03:30:00,Jan,2030 01,2030 01 01,01,2,00
15,2030-01-01 03:45:00,2343.895040000001,2030,03:45:00,Jan,2030 01,2030 01 01,01,2,00
16,2030-01-01 04:00:00,2334.7200000000003,2030,04:00:00,Jan,2030 01,2030 01 01,01,2,00
17,2030-01-01 04:15:00,2321.285120000001,2030,04:15:00,Jan,2030 01,2030 01 01,01,2,00
18,2030-01-01 04:30:00,2319.9088640000004,2030,04:30:00,Jan,2030 01,2030 01 01,01,2,00
19,2030-01-01 04:45:00,2326.5935360000003,2030,04:45:00,Jan,2030 01,2030 01 01,01,2,00
20,2030-01-01 05:00:00,2336.6860800000004,2030,05:00:00,Jan,2030 01,2030 01 01,01,2,00
21,2030-01-01 05:15:00,2336.5550080000007,2030,05:15:00,Jan,2030 01,2030 01 01,01,2,00
22,2030-01-01 05:30:00,2341.339136000001,2030,05:30:00,Jan,2030 01,2030 01 01,01,2,00
23,2030-01-01 05:45:00,2330.13248,2030,05:45:00,Jan,2030 01,2030 01 01,01,2,00
24,2030-01-01 06:00:00,2306.6050560000003,2030,06:00:00,Jan,2030 01,2030 01 01,01,2,00
25,2030-01-01 06:15:00,2319.450112000001,2030,06:15:00,Jan,2030 01,2030 01 01,01,2,00
26,2030-01-01 06:30:00,2303.7214720000006,2030,06:30:00,Jan,2030 01,2030 01 01,01,2,00
27,2030-01-01 06:45:00,2306.015232000001,2030,06:45:00,Jan,2030 01,2030 01 01,01,2,00
28,2030-01-01 07:00:00,2348.4170240000008,2030,07:00:00,Jan,2030 01,2030 01 01,01,2,00
29,2030-01-01 07:15:00,2363.2936960000006,2030,07:15:00,Jan,2030 01,2030 01 01,01,2,00
30,2030-01-01 07:30:00,2377.5150080000008,2030,07:30:00,Jan,2030 01,2030 01 01,01,2,00
31,2030-01-01 07:45:00,2393.112576000001,2030,07:45:00,Jan,2030 01,2030 01 01,01,2,00
32,2030-01-01 08:00:00,2375.286784000001,2030,08:00:00,Jan,2030 01,2030 01 01,01,2,00
33,2030-01-01 08:15:00,2394.0300800000005,2030,08:15:00,Jan,2030 01,2030 01 01,01,2,00
34,2030-01-01 08:30:00,2428.567552000001,2030,08:30:00,Jan,2030 01,2030 01 01,01,2,00
35,2030-01-01 08:45:00,2456.6824960000013,2030,08:45:00,Jan,2030 01,2030 01 01,01,2,00
36,2030-01-01 09:00:00,2495.8730240000004,2030,09:00:00,Jan,2030 01,2030 01 01,01,2,00
37,2030-01-01 09:15:00,2554.920960000001,2030,09:15:00,Jan,2030 01,2030 01 01,01,2,00
38,2030-01-01 09:30:00,2598.961152000001,2030,09:30:00,Jan,2030 01,2030 01 01,01,2,00
39,2030-01-01 09:45:00,2633.236480000001,2030,09:45:00,Jan,2030 01,2030 01 01,01,2,00
40,2030-01-01 10:00:00,2615.2796160000007,2030,10:00:00,Jan,2030 01,2030 01 01,01,2,00
41,2030-01-01 10:15:00,2659.975168000001,2030,10:15:00,Jan,2030 01,2030 01 01,01,2,00
42,2030-01-01 10:30:00,2715.549696000001,2030,10:30:00,Jan,2030 01,2030 01 01,01,2,00
43,2030-01-01 10:45:00,2758.541312000001,2030,10:45:00,Jan,2030 01,2030 01 01,01,2,00
44,2030-01-01 11:00:00,2792.685568000001,2030,11:00:00,Jan,2030 01,2030 01 01,01,2,00
45,2030-01-01 11:15:00,2858.352640000001,2030,11:15:00,Jan,2030 01,2030 01 01,01,2,00
46,2030-01-01 11:30:00,2899.640320000001,2030,11:30:00,Jan,2030 01,2030 01 01,01,2,00
47,2030-01-01 11:45:00,2905.800704000001,2030,11:45:00,Jan,2030 01,2030 01 01,01,2,00
48,2030-01-01 12:00:00,2906.783744000001,2030,12:00:00,Jan,2030 01,2030 01 01,01,2,00
49,2030-01-01 12:15:00,2913.3373440000014,2030,12:15:00,Jan,2030 01,2030 01 01,01,2,00
50,2030-01-01 12:30:00,2896.560128000001,2030,12:30:00,Jan,2030 01,2030 01 01,01,2,00
51,2030-01-01 12:45:00,2871.5909120000015,2030,12:45:00,Jan,2030 01,2030 01 01,01,2,00
52,2030-01-01 13:00:00,2879.9139840000007,2030,13:00:00,Jan,2030 01,2030 01 01,01,2,00
53,2030-01-01 13:15:00,2865.692672000001,2030,13:15:00,Jan,2030 01,2030 01 01,01,2,00
54,2030-01-01 13:30:00,2853.5685120000007,2030,13:30:00,Jan,2030 01,2030 01 01,01,2,00
55,2030-01-01 13:45:00,2836.004864000001,2030,13:45:00,Jan,2030 01,2030 01 01,01,2,00
56,2030-01-01 14:00:00,2833.5800320000008,2030,14:00:00,Jan,2030 01,2030 01 01,01,2,00
57,2030-01-01 14:15:00,2826.043392000001,2030,14:15:00,Jan,2030 01,2030 01 01,01,2,00
58,2030-01-01 14:30:00,2841.968640000001,2030,14:30:00,Jan,2030 01,2030 01 01,01,2,00
59,2030-01-01 14:45:00,2831.2862720000003,2030,14:45:00,Jan,2030 01,2030 01 01,01,2,00
60,2030-01-01 15:00:00,2860.711936000001,2030,15:00:00,Jan,2030 01,2030 01 01,01,2,00
61,2030-01-01 15:15:00,2851.7335040000007,2030,15:15:00,Jan,2030 01,2030 01 01,01,2,00
62,2030-01-01 15:30:00,2867.134464000001,2030,15:30:00,Jan,2030 01,2030 01 01,01,2,00
63,2030-01-01 15:45:00,2873.9502080000007,2030,15:45:00,Jan,2030 01,2030 01 01,01,2,00
64,2030-01-01 16:00:00,2924.0852480000012,2030,16:00:00,Jan,2030 01,2030 01 01,01,2,00
65,2030-01-01 16:15:00,2963.472384000001,2030,16:15:00,Jan,2030 01,2030 01 01,01,2,00
66,2030-01-01 16:30:00,3010.6583040000014,2030,16:30:00,Jan,2030 01,2030 01 01,01,2,00
67,2030-01-01 16:45:00,3073.5728640000007,2030,16:45:00,Jan,2030 01,2030 01 01,01,2,00
68,2030-01-01 17:00:00,3156.1482240000014,2030,17:00:00,Jan,2030 01,2030 01 01,01,2,00
69,2030-01-01 17:15:00,3182.8213760000012,2030,17:15:00,Jan,2030 01,2030 01 01,01,2,00
70,2030-01-01 17:30:00,3209.691136000001,2030,17:30:00,Jan,2030 01,2030 01 01,01,2,00
71,2030-01-01 17:45:00,3226.1406720000014,2030,17:45:00,Jan,2030 01,2030 01 01,01,2,00
72,2030-01-01 18:00:00,3230.531584000001,2030,18:00:00,Jan,2030 01,2030 01 01,01,2,00
73,2030-01-01 18:15:00,3218.2763520000008,2030,18:15:00,Jan,2030 01,2030 01 01,01,2,00
74,2030-01-01 18:30:00,3197.4359040000013,2030,18:30:00,Jan,2030 01,2030 01 01,01,2,00
75,2030-01-01 18:45:00,3167.8791680000013,2030,18:45:00,Jan,2030 01,2030 01 01,01,2,00
76,2030-01-01 19:00:00,3164.536832000001,2030,19:00:00,Jan,2030 01,2030 01 01,01,2,00
77,2030-01-01 19:15:00,3128.5575680000006,2030,19:15:00,Jan,2030 01,2030 01 01,01,2,00
78,2030-01-01 19:30:00,3098.738688000001,2030,19:30:00,Jan,2030 01,2030 01 01,01,2,00
79,2030-01-01 19:45:00,3051.749376000001,2030,19:45:00,Jan,2030 01,2030 01 01,01,2,00
80,2030-01-01 20:00:00,3017.2119040000016,2030,20:00:00,Jan,2030 01,2030 01 01,01,2,00
81,2030-01-01 20:15:00,2968.2565120000004,2030,20:15:00,Jan,2030 01,2030 01 01,01,2,00
82,2030-01-01 20:30:00,2914.8446720000006,2030,20:30:00,Jan,2030 01,2030 01 01,01,2,00
83,2030-01-01 20:45:00,2865.627136000001,2030,20:45:00,Jan,2030 01,2030 01 01,01,2,00
84,2030-01-01 21:00:00,2864.250880000001,2030,21:00:00,Jan,2030 01,2030 01 01,01,2,00
85,2030-01-01 21:15:00,2838.888448000001,2030,21:15:00,Jan,2030 01,2030 01 01,01,2,00
86,2030-01-01 21:30:00,2819.555328000001,2030,21:30:00,Jan,2030 01,2030 01 01,01,2,00
87,2030-01-01 21:45:00,2807.8899200000005,2030,21:45:00,Jan,2030 01,2030 01 01,01,2,00
88,2030-01-01 22:00:00,2834.4975360000008,2030,22:00:00,Jan,2030 01,2030 01 01,01,2,00
89,2030-01-01 22:15:00,2797.3386240000013,2030,22:15:00,Jan,2030 01,2030 01 01,01,2,00
90,2030-01-01 22:30:00,2755.0679040000014,2030,22:30:00,Jan,2030 01,2030 01 01,01,2,00
91,2030-01-01 22:45:00,2696.0199680000005,2030,22:45:00,Jan,2030 01,2030 01 01,01,2,00
92,2030-01-01 23:00:00,2652.766208000001,2030,23:00:00,Jan,2030 01,2030 01 01,01,2,00
93,2030-01-01 23:15:00,2585.067520000001,2030,23:15:00,Jan,2030 01,2030 01 01,01,2,00
94,2030-01-01 23:30:00,2528.968704000001,2030,23:30:00,Jan,2030 01,2030 01 01,01,2,00
95,2030-01-01 23:45:00,2481.1274240000002,2030,23:45:00,Jan,2030 01,2030 01 01,01,2,00
96,2030-01-02 00:00:00,2456.9446400000006,2030,00:00:00,Jan,2030 01,2030 01 02,02,3,00
97,2030-01-02 00:15:00,2437.0872320000008,2030,00:15:00,Jan,2030 01,2030 01 02,02,3,00
98,2030-01-02 00:30:00,2391.212032000001,2030,00:30:00,Jan,2030 01,2030 01 02,02,3,00
99,2030-01-02 00:45:00,2358.968320000001,2030,00:45:00,Jan,2030 01,2030 01 02,02,3,00
100,2030-01-02 01:00:00,2337.144832000001,2030,01:00:00,Jan,2030 01,2030 01 02,02,3,00
101,2030-01-02 01:15:00,2312.7654400000006,2030,01:15:00,Jan,2030 01,2030 01 02,02,3,00
102,2030-01-02 01:30:00,2312.3722240000006,2030,01:30:00,Jan,2030 01,2030 01 02,02,3,00
103,2030-01-02 01:45:00,2323.8410240000007,2030,01:45:00,Jan,2030 01,2030 01 02,02,3,00
104,2030-01-02 02:00:00,2318.5981440000005,2030,02:00:00,Jan,2030 01,2030 01 02,02,3,00
105,2030-01-02 02:15:00,2297.561088000001,2030,02:15:00,Jan,2030 01,2030 01 02,02,3,00
106,2030-01-02 02:30:00,2307.3259520000006,2030,02:30:00,Jan,2030 01,2030 01 02,02,3,00
107,2030-01-02 02:45:00,2326.069248000001,2030,02:45:00,Jan,2030 01,2030 01 02,02,3,00
108,2030-01-02 03:00:00,2345.992192000001,2030,03:00:00,Jan,2030 01,2030 01 02,02,3,00
109,2030-01-02 03:15:00,2350.3831040000005,2030,03:15:00,Jan,2030 01,2030 01 02,02,3,00
110,2030-01-02 03:30:00,2365.1942400000003,2030,03:30:00,Jan,2030 01,2030 01 02,02,3,00
111,2030-01-02 03:45:00,2390.9498880000006,2030,03:45:00,Jan,2030 01,2030 01 02,02,3,00
112,2030-01-02 04:00:00,2421.4896640000006,2030,04:00:00,Jan,2030 01,2030 01 02,02,3,00
113,2030-01-02 04:15:00,2455.568384000001,2030,04:15:00,Jan,2030 01,2030 01 02,02,3,00
114,2030-01-02 04:30:00,2494.562304000001,2030,04:30:00,Jan,2030 01,2030 01 02,02,3,00
115,2030-01-02 04:45:00,2536.374272000001,2030,04:45:00,Jan,2030 01,2030 01 02,02,3,00
116,2030-01-02 05:00:00,2588.6720000000005,2030,05:00:00,Jan,2030 01,2030 01 02,02,3,00
117,2030-01-02 05:15:00,2635.0714880000005,2030,05:15:00,Jan,2030 01,2030 01 02,02,3,00
118,2030-01-02 05:30:00,2699.0346240000013,2030,05:30:00,Jan,2030 01,2030 01 02,02,3,00
119,2030-01-02 05:45:00,2798.6493440000013,2030,05:45:00,Jan,2030 01,2030 01 02,02,3,00
120,2030-01-02 06:00:00,2949.3821440000015,2030,06:00:00,Jan,2030 01,2030 01 02,02,3,00
121,2030-01-02 06:15:00,3044.081664000001,2030,06:15:00,Jan,2030 01,2030 01 02,02,3,00
122,2030-01-02 06:30:00,3138.912256000001,2030,06:30:00,Jan,2030 01,2030 01 02,02,3,00
123,2030-01-02 06:45:00,3206.610944000001,2030,06:45:00,Jan,2030 01,2030 01 02,02,3,00
124,2030-01-02 07:00:00,3304.128512000001,2030,07:00:00,Jan,2030 01,2030 01 02,02,3,00
125,2030-01-02 07:15:00,3385.1965440000017,2030,07:15:00,Jan,2030 01,2030 01 02,02,3,00
126,2030-01-02 07:30:00,3476.3571200000006,2030,07:30:00,Jan,2030 01,2030 01 02,02,3,00
127,2030-01-02 07:45:00,3548.9710080000013,2030,07:45:00,Jan,2030 01,2030 01 02,02,3,00
128,2030-01-02 08:00:00,3640.7869440000013,2030,08:00:00,Jan,2030 01,2030 01 02,02,3,00
129,2030-01-02 08:15:00,3671.982080000001,2030,08:15:00,Jan,2030 01,2030 01 02,02,3,00
130,2030-01-02 08:30:00,3710.058496000001,2030,08:30:00,Jan,2030 01,2030 01 02,02,3,00
131,2030-01-02 08:45:00,3717.7917440000015,2030,08:45:00,Jan,2030 01,2030 01 02,02,3,00
132,2030-01-02 09:00:00,3747.0208000000007,2030,09:00:00,Jan,2030 01,2030 01 02,02,3,00
133,2030-01-02 09:15:00,3736.0107520000015,2030,09:15:00,Jan,2030 01,2030 01 02,02,3,00
134,2030-01-02 09:30:00,3769.3685760000017,2030,09:30:00,Jan,2030 01,2030 01 02,02,3,00
135,2030-01-02 09:45:00,3806.3964160000014,2030,09:45:00,Jan,2030 01,2030 01 02,02,3,00
136,2030-01-02 10:00:00,3838.902272000001,2030,10:00:00,Jan,2030 01,2030 01 02,02,3,00
137,2030-01-02 10:15:00,3867.607040000001,2030,10:15:00,Jan,2030 01,2030 01 02,02,3,00
138,2030-01-02 10:30:00,3899.3920000000007,2030,10:30:00,Jan,2030 01,2030 01 02,02,3,00
139,2030-01-02 10:45:00,3923.771392000001,2030,10:45:00,Jan,2030 01,2030 01 02,02,3,00
140,2030-01-02 11:00:00,3918.9217280000007,2030,11:00:00,Jan,2030 01,2030 01 02,02,3,00
141,2030-01-02 11:15:00,3968.1392640000013,2030,11:15:00,Jan,2030 01,2030 01 02,02,3,00
142,2030-01-02 11:30:00,3987.6689920000013,2030,11:30:00,Jan,2030 01,2030 01 02,02,3,00
143,2030-01-02 11:45:00,4025.483264000002,2030,11:45:00,Jan,2030 01,2030 01 02,02,3,00
144,2030-01-02 12:00:00,4045.3406720000016,2030,12:00:00,Jan,2030 01,2030 01 02,02,3,00
145,2030-01-02 12:15:00,4031.9713280000005,2030,12:15:00,Jan,2030 01,2030 01 02,02,3,00
146,2030-01-02 12:30:00,4042.3260160000013,2030,12:30:00,Jan,2030 01,2030 01 02,02,3,00
147,2030-01-02 12:45:00,4021.026816000001,2030,12:45:00,Jan,2030 01,2030 01 02,02,3,00
148,2030-01-02 13:00:00,3994.550272000002,2030,13:00:00,Jan,2030 01,2030 01 02,02,3,00
149,2030-01-02 13:15:00,3967.2217600000004,2030,13:15:00,Jan,2030 01,2030 01 02,02,3,00
150,2030-01-02 13:30:00,3958.964224000001,2030,13:30:00,Jan,2030 01,2030 01 02,02,3,00
151,2030-01-02 13:45:00,3925.344256000001,2030,13:45:00,Jan,2030 01,2030 01 02,02,3,00
152,2030-01-02 14:00:00,3888.447488000001,2030,14:00:00,Jan,2030 01,2030 01 02,02,3,00
153,2030-01-02 14:15:00,3873.898496000001,2030,14:15:00,Jan,2030 01,2030 01 02,02,3,00
154,2030-01-02 14:30:00,3881.9594240000006,2030,14:30:00,Jan,2030 01,2030 01 02,02,3,00
155,2030-01-02 14:45:00,3871.539200000001,2030,14:45:00,Jan,2030 01,2030 01 02,02,3,00
156,2030-01-02 15:00:00,3898.802176000001,2030,15:00:00,Jan,2030 01,2030 01 02,02,3,00
157,2030-01-02 15:15:00,3868.2624000000005,2030,15:15:00,Jan,2030 01,2030 01 02,02,3,00
158,2030-01-02 15:30:00,3849.4535680000004,2030,15:30:00,Jan,2030 01,2030 01 02,02,3,00
159,2030-01-02 15:45:00,3853.6478720000014,2030,15:45:00,Jan,2030 01,2030 01 02,02,3,00
160,2030-01-02 16:00:00,3878.4204800000007,2030,16:00:00,Jan,2030 01,2030 01 02,02,3,00
161,2030-01-02 16:15:00,3910.664192000002,2030,16:15:00,Jan,2030 01,2030 01 02,02,3,00
162,2030-01-02 16:30:00,3932.1600000000008,2030,16:30:00,Jan,2030 01,2030 01 02,02,3,00
163,2030-01-02 16:45:00,3977.37984,2030,16:45:00,Jan,2030 01,2030 01 02,02,3,00
164,2030-01-02 17:00:00,4013.7523200000014,2030,17:00:00,Jan,2030 01,2030 01 02,02,3,00
165,2030-01-02 17:15:00,4006.4122880000014,2030,17:15:00,Jan,2030 01,2030 01 02,02,3,00
166,2030-01-02 17:30:00,3999.3999360000016,2030,17:30:00,Jan,2030 01,2030 01 02,02,3,00
167,2030-01-02 17:45:00,3995.8609920000017,2030,17:45:00,Jan,2030 01,2030 01 02,02,3,00
168,2030-01-02 18:00:00,4002.545664000002,2030,18:00:00,Jan,2030 01,2030 01 02,02,3,00
169,2030-01-02 18:15:00,3980.5911040000015,2030,18:15:00,Jan,2030 01,2030 01 02,02,3,00
170,2030-01-02 18:30:00,3959.6851200000015,2030,18:30:00,Jan,2030 01,2030 01 02,02,3,00
171,2030-01-02 18:45:00,3956.2772480000017,2030,18:45:00,Jan,2030 01,2030 01 02,02,3,00
172,2030-01-02 19:00:00,3942.1870080000017,2030,19:00:00,Jan,2030 01,2030 01 02,02,3,00
173,2030-01-02 19:15:00,3932.422144000002,2030,19:15:00,Jan,2030 01,2030 01 02,02,3,00
174,2030-01-02 19:30:00,3892.117504000001,2030,19:30:00,Jan,2030 01,2030 01 02,02,3,00
175,2030-01-02 19:45:00,3852.8614400000006,2030,19:45:00,Jan,2030 01,2030 01 02,02,3,00
176,2030-01-02 20:00:00,3780.509696000001,2030,20:00:00,Jan,2030 01,2030 01 02,02,3,00
177,2030-01-02 20:15:00,3697.1479040000013,2030,20:15:00,Jan,2030 01,2030 01 02,02,3,00
178,2030-01-02 20:30:00,3626.631168000001,2030,20:30:00,Jan,2030 01,2030 01 02,02,3,00
179,2030-01-02 20:45:00,3576.037376000001,2030,20:45:00,Jan,2030 01,2030 01 02,02,3,00
180,2030-01-02 21:00:00,3553.558528000001,2030,21:00:00,Jan,2030 01,2030 01 02,02,3,00
181,2030-01-02 21:15:00,3508.0110080000013,2030,21:15:00,Jan,2030 01,2030 01 02,02,3,00
182,2030-01-02 21:30:00,3461.414912000001,2030,21:30:00,Jan,2030 01,2030 01 02,02,3,00
183,2030-01-02 21:45:00,3411.0832640000017,2030,21:45:00,Jan,2030 01,2030 01 02,02,3,00
184,2030-01-02 22:00:00,3366.9120000000003,2030,22:00:00,Jan,2030 01,2030 01 02,02,3,00
185,2030-01-02 22:15:00,3321.7576960000006,2030,22:15:00,Jan,2030 01,2030 01 02,02,3,00
186,2030-01-02 22:30:00,3263.954944000001,2030,22:30:00,Jan,2030 01,2030 01 02,02,3,00
187,2030-01-02 22:45:00,3204.2516480000013,2030,22:45:00,Jan,2030 01,2030 01 02,02,3,00
188,2030-01-02 23:00:00,3153.002496000001,2030,23:00:00,Jan,2030 01,2030 01 02,02,3,00
189,2030-01-02 23:15:00,3113.418752000001,2030,23:15:00,Jan,2030 01,2030 01 02,02,3,00
190,2030-01-02 23:30:00,3063.152640000001,2030,23:30:00,Jan,2030 01,2030 01 02,02,3,00
191,2030-01-02 23:45:00,3018.3260160000013,2030,23:45:00,Jan,2030 01,2030 01 02,02,3,00
192,2030-01-03 00:00:00,2962.882560000001,2030,00:00:00,Jan,2030 01,2030 01 03,03,4,00
193,2030-01-03 00:15:00,2912.944128000001,2030,00:15:00,Jan,2030 01,2030 01 03,03,4,00
194,2030-01-03 00:30:00,2877.423616000001,2030,00:30:00,Jan,2030 01,2030 01 03,03,4,00
195,2030-01-03 00:45:00,2843.541504000001,2030,00:45:00,Jan,2030 01,2030 01 03,03,4,00
196,2030-01-03 01:00:00,2807.8899200000005,2030,01:00:00,Jan,2030 01,2030 01 03,03,4,00
197,2030-01-03 01:15:00,2775.121920000001,2030,01:15:00,Jan,2030 01,2030 01 03,03,4,00
198,2030-01-03 01:30:00,2766.5367040000015,2030,01:30:00,Jan,2030 01,2030 01 03,03,4,00
199,2030-01-03 01:45:00,2761.03168,2030,01:45:00,Jan,2030 01,2030 01 03,03,4,00
200,2030-01-03 02:00:00,2743.861248000001,2030,02:00:00,Jan,2030 01,2030 01 03,03,4,00
201,2030-01-03 02:15:00,2731.0817280000006,2030,02:15:00,Jan,2030 01,2030 01 03,03,4,00
202,2030-01-03 02:30:00,2746.220544000001,2030,02:30:00,Jan,2030 01,2030 01 03,03,4,00
203,2030-01-03 02:45:00,2740.781056000001,2030,02:45:00,Jan,2030 01,2030 01 03,03,4,00
204,2030-01-03 03:00:00,2738.0285440000007,2030,03:00:00,Jan,2030 01,2030 01 03,03,4,00
205,2030-01-03 03:15:00,2728.3947520000006,2030,03:15:00,Jan,2030 01,2030 01 03,03,4,00
206,2030-01-03 03:30:00,2744.909824000001,2030,03:30:00,Jan,2030 01,2030 01 03,03,4,00
207,2030-01-03 03:45:00,2759.3277440000015,2030,03:45:00,Jan,2030 01,2030 01 03,03,4,00
208,2030-01-03 04:00:00,2800.4843520000004,2030,04:00:00,Jan,2030 01,2030 01 03,03,4,00
209,2030-01-03 04:15:00,2830.8275200000007,2030,04:15:00,Jan,2030 01,2030 01 03,03,4,00
210,2030-01-03 04:30:00,2873.688064000001,2030,04:30:00,Jan,2030 01,2030 01 03,03,4,00
211,2030-01-03 04:45:00,2890.1376000000005,2030,04:45:00,Jan,2030 01,2030 01 03,03,4,00
212,2030-01-03 05:00:00,2940.928,2030,05:00:00,Jan,2030 01,2030 01 03,03,4,00
213,2030-01-03 05:15:00,2975.465472000001,2030,05:15:00,Jan,2030 01,2030 01 03,03,4,00
214,2030-01-03 05:30:00,3013.672960000001,2030,05:30:00,Jan,2030 01,2030 01 03,03,4,00
215,2030-01-03 05:45:00,3093.037056000001,2030,05:45:00,Jan,2030 01,2030 01 03,03,4,00
216,2030-01-03 06:00:00,3219.062784000001,2030,06:00:00,Jan,2030 01,2030 01 03,03,4,00
217,2030-01-03 06:15:00,3292.135424000001,2030,06:15:00,Jan,2030 01,2030 01 03,03,4,00
218,2030-01-03 06:30:00,3370.3854080000015,2030,06:30:00,Jan,2030 01,2030 01 03,03,4,00
219,2030-01-03 06:45:00,3449.6839680000007,2030,06:45:00,Jan,2030 01,2030 01 03,03,4,00
220,2030-01-03 07:00:00,3548.708864000002,2030,07:00:00,Jan,2030 01,2030 01 03,03,4,00
221,2030-01-03 07:15:00,3642.490880000001,2030,07:15:00,Jan,2030 01,2030 01 03,03,4,00
222,2030-01-03 07:30:00,3704.225792000002,2030,07:30:00,Jan,2030 01,2030 01 03,03,4,00
223,2030-01-03 07:45:00,3756.5890560000007,2030,07:45:00,Jan,2030 01,2030 01 03,03,4,00
224,2030-01-03 08:00:00,3794.731008000002,2030,08:00:00,Jan,2030 01,2030 01 03,03,4,00
225,2030-01-03 08:15:00,3815.7680640000017,2030,08:15:00,Jan,2030 01,2030 01 03,03,4,00
226,2030-01-03 08:30:00,3840.9338880000014,2030,08:30:00,Jan,2030 01,2030 01 03,03,4,00
227,2030-01-03 08:45:00,3848.4049920000016,2030,08:45:00,Jan,2030 01,2030 01 03,03,4,00
228,2030-01-03 09:00:00,3855.3518080000013,2030,09:00:00,Jan,2030 01,2030 01 03,03,4,00
229,2030-01-03 09:15:00,3896.573952000001,2030,09:15:00,Jan,2030 01,2030 01 03,03,4,00
230,2030-01-03 09:30:00,3907.190784000001,2030,09:30:00,Jan,2030 01,2030 01 03,03,4,00
231,2030-01-03 09:45:00,3902.603264000001,2030,09:45:00,Jan,2030 01,2030 01 03,03,4,00
232,2030-01-03 10:00:00,3914.203136000002,2030,10:00:00,Jan,2030 01,2030 01 03,03,4,00
233,2030-01-03 10:15:00,3930.980352000001,2030,10:15:00,Jan,2030 01,2030 01 03,03,4,00
234,2030-01-03 10:30:00,3941.9248640000014,2030,10:30:00,Jan,2030 01,2030 01 03,03,4,00
235,2030-01-03 10:45:00,3956.539392000002,2030,10:45:00,Jan,2030 01,2030 01 03,03,4,00
236,2030-01-03 11:00:00,3961.5856640000015,2030,11:00:00,Jan,2030 01,2030 01 03,03,4,00
237,2030-01-03 11:15:00,3989.438464000002,2030,11:15:00,Jan,2030 01,2030 01 03,03,4,00
238,2030-01-03 11:30:00,4012.3760640000023,2030,11:30:00,Jan,2030 01,2030 01 03,03,4,00
239,2030-01-03 11:45:00,4018.1432320000017,2030,11:45:00,Jan,2030 01,2030 01 03,03,4,00
240,2030-01-03 12:00:00,3994.419200000001,2030,12:00:00,Jan,2030 01,2030 01 03,03,4,00
241,2030-01-03 12:15:00,3982.950400000001,2030,12:15:00,Jan,2030 01,2030 01 03,03,4,00
242,2030-01-03 12:30:00,3977.314304000002,2030,12:30:00,Jan,2030 01,2030 01 03,03,4,00
243,2030-01-03 12:45:00,3955.5563520000014,2030,12:45:00,Jan,2030 01,2030 01 03,03,4,00
244,2030-01-03 13:00:00,3918.790656000001,2030,13:00:00,Jan,2030 01,2030 01 03,03,4,00
245,2030-01-03 13:15:00,3885.3672960000004,2030,13:15:00,Jan,2030 01,2030 01 03,03,4,00
246,2030-01-03 13:30:00,3862.6263040000013,2030,13:30:00,Jan,2030 01,2030 01 03,03,4,00
247,2030-01-03 13:45:00,3856.8591360000014,2030,13:45:00,Jan,2030 01,2030 01 03,03,4,00
248,2030-01-03 14:00:00,3842.3101440000014,2030,14:00:00,Jan,2030 01,2030 01 03,03,4,00
249,2030-01-03 14:15:00,3830.906880000001,2030,14:15:00,Jan,2030 01,2030 01 03,03,4,00
250,2030-01-03 14:30:00,3819.2414720000015,2030,14:30:00,Jan,2030 01,2030 01 03,03,4,00
251,2030-01-03 14:45:00,3818.979328000001,2030,14:45:00,Jan,2030 01,2030 01 03,03,4,00
252,2030-01-03 15:00:00,3824.7464960000007,2030,15:00:00,Jan,2030 01,2030 01 03,03,4,00
253,2030-01-03 15:15:00,3801.7433600000013,2030,15:15:00,Jan,2030 01,2030 01 03,03,4,00
254,2030-01-03 15:30:00,3804.168192000002,2030,15:30:00,Jan,2030 01,2030 01 03,03,4,00
255,2030-01-03 15:45:00,3791.5852800000016,2030,15:45:00,Jan,2030 01,2030 01 03,03,4,00
